Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Chris Paul,PG,HOU,9100.0,9.7,39.0,-1.0
1,Kevin Love,PF,CLE,8300.0,9.08,29.4,-1.0
2,George Hill,PG,CLE,5000.0,8.74,26.9,-1.0
3,Eric Gordon,SG,HOU,5700.0,6.92,26.1,-1.0
4,PJ Tucker,PF,HOU,4100.0,6.1,0.0,-1.0
5,Tristan Thompson,C1B,CLE,4900.0,5.95,16.1,-1.0
6,Trevor Ariza,SF,PHO,5500.0,5.18,44.1,-1.0
7,James Harden,SG,HOU,11700.0,4.72,51.8,2.8
8,Gerald Green,SF,HOU,4300.0,4.1,7.2,-1.0
9,Kyle Korver,SG,CLE,3800.0,4.06,3.0,-1.0
10,Willy Hernangomez,C1B,CHA,4000.0,3.46,0.0,-1.0
11,Nikola Jokic,C1B,DEN,9900.0,3.31,45.1,2.3
12,Andre Drummond,C1B,DET,10200.0,3.21,50.0,2.1
13,Jarrett Allen,C1B,BKN,5600.0,3.18,39.0,1.2
14,Alex Len,C1B,ATL,5100.0,3.12,14.8,1.7
15,Trey Burke,PG,NY,4900.0,3.12,22.6,-1.0
16,DeAndre Jordan,C1B,DAL,7500.0,2.99,32.9,-1.0
17,Jakob Poeltl,C1B,SA,4600.0,2.99,0.0,0.0
18,De'Aaron Fox,PG,SAC,5200.0,2.92,42.3,-1.0
19,Nikola Vucevic,C1B,ORL,7700.0,2.91,26.6,2.2
20,Frank Ntilikina,PG,NY,3800.0,2.9,23.5,-1.0
21,Bam Adebayo,C1B,MIA,4100.0,2.85,23.6,-1.0
22,Dennis Jr,PG,DAL,6600.0,2.84,0.0,-1.0
23,Reggie Jackson,PG,DET,6100.0,2.84,28.4,-1.0
24,Hassan Whiteside,C1B,MIA,6900.0,2.83,41.6,-1.0
25,Enes Kanter,C1B,NY,7000.0,2.82,38.7,-1.0
26,Marcin Gortat,C1B,LAC,5100.0,2.82,16.2,-1.0
27,Deandre Ayton,C1B,PHO,7200.0,2.8,45.0,-1.0
28,Kawhi Leonard,SF,TOR,9600.0,2.76,39.4,2.3
29,Tyson Chandler,C1B,PHO,3700.0,2.71,9.0,-1.0
30,Cody Zeller,C1B,CHA,4600.0,2.65,13.1,-1.0
31,Boban Marjanovic,C1B,LAC,3500.0,2.65,25.6,-1.0
32,DJ Augustin,PG,ORL,4200.0,2.64,0.0,-1.0
33,Myles Turner,C1B,IND,6700.0,2.55,30.1,-1.0
34,Rudy Gobert,C1B,UTA,8200.0,2.54,44.0,1.9
35,Yogi Ferrell,PG,SAC,3700.0,2.54,13.7,-1.0
36,Miles Plumlee,C1B,ATL,3500.0,2.54,7.0,-1.0
37,Mitchell Robinson,C1B,NY,4100.0,2.51,2.0,1.0
38,Goran Dragic,PG,MIA,6000.0,2.5,36.8,-1.0
39,Darren Collison,PG,IND,5100.0,2.5,5.7,1.0
40,Willie Cauley-Stein,C1B,SAC,6900.0,2.49,46.4,1.2
41,D'Angelo Russell,PG,BKN,6700.0,2.48,18.9,-1.0
