Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Bobby Portis,PF,CHI,6900.0,22.64,15.9,-1.0
1,LeBron James,SF,LAL,11500.0,21.26,51.4,2.8
2,Luka Doncic,SG,DAL,8300.0,20.84,37.8,-1.0
3,Josh Richardson,SF,MIA,6900.0,19.4,31.1,1.5
4,LaMarcus Aldridge,PF,SA,9100.0,17.98,35.6,-1.0
5,Giannis Antetokounmpo,SF,MIL,11700.0,17.4,78.6,2.8
6,Zach LaVine,SG,CHI,7700.0,16.1,41.3,-1.0
7,James Harden,SG,HOU,11900.0,14.88,41.5,2.9
8,Josh Hart,SG,LAL,6400.0,14.64,25.4,-1.0
9,De'Aaron Fox,PG,SAC,7800.0,14.62,46.6,-1.0
10,Kawhi Leonard,SF,TOR,9400.0,14.26,53.0,2.2
11,Trey Burke,PG,NY,5900.0,14.1,8.0,-1.0
12,Kevin Love,PF,CLE,8500.0,13.84,32.2,-1.0
13,Taurean Prince,SF,ATL,7200.0,13.74,31.3,-1.0
14,JaVale McGee,C1B,LAL,6000.0,12.5,45.2,1.7
15,Cedi Osman,SF,CLE,6900.0,12.42,16.2,-1.0
16,Caris LeVert,SG,BKN,6900.0,12.36,24.2,-1.0
17,Devin Booker,SG,PHO,8000.0,11.96,37.9,-1.0
18,Rodney McGruder,SG,MIA,4500.0,11.36,36.7,-1.0
19,Trae Young,PG,ATL,7800.0,11.28,27.3,-1.0
20,Kyle Kuzma,PF,LAL,7200.0,11.14,26.3,1.7
21,Joe Ingles,SF,UTA,6600.0,11.12,22.7,-1.0
22,Dennis Jr,PG,DAL,6900.0,10.56,0.0,-1.0
23,Victor Oladipo,SG,IND,8200.0,10.4,44.5,-1.0
24,Enes Kanter,C1B,NY,7200.0,10.38,19.5,-1.0
25,Otto Jr,SF,WAS,6400.0,10.36,0.0,-1.0
26,Stephen Curry,PG,GS,9300.0,10.34,61.3,2.1
27,Tim Jr,SG,NY,6700.0,10.12,0.0,-1.0
28,D'Angelo Russell,PG,BKN,7100.0,9.7,30.2,-1.0
29,Wesley Matthews,SG,DAL,5400.0,9.64,28.6,-1.0
30,John Wall,PG,WAS,9400.0,9.5,20.4,-1.0
31,Joel Embiid,C1B,PHI,10400.0,8.47,68.8,2.7
32,Kevin Durant,SF,GS,9900.0,7.78,53.1,2.0
33,Serge Ibaka,PF,TOR,5400.0,7.74,22.9,1.7
34,Hassan Whiteside,C1B,MIA,7900.0,7.7,46.8,-1.0
35,Kemba Walker,PG,CHA,8400.0,7.44,40.6,2.1
36,Marvin III,PF,SAC,5000.0,7.38,20.7,1.5
37,Jaren Jr,PF,MEM,6500.0,7.28,0.0,-1.0
38,Ben Simmons,PG,PHI,10000.0,7.06,46.1,1.6
39,Isaiah Canaan,PG,PHO,4400.0,7.02,10.0,-1.0
40,Derrick Rose,PG,MIN,4500.0,6.88,25.1,-1.0
41,Markieff Morris,PF,WAS,5700.0,6.76,21.8,-1.0
42,JJ Barea,PG,DAL,4500.0,6.72,0.0,-1.0
43,Deandre Ayton,C1B,PHO,7700.0,6.62,48.7,-1.0
44,Jeff Green,SF,WAS,3700.0,6.28,20.1,-1.0
45,Eric Gordon,SG,HOU,5600.0,6.26,22.3,-1.0
46,Goran Dragic,PG,MIA,6500.0,6.22,22.5,-1.0
47,Nemanja Bjelica,SF,SAC,5300.0,6.2,45.7,-1.0
48,Robert Covington,SF,PHI,5900.0,6.14,14.9,-1.0
49,Alex Len,C1B,ATL,5800.0,6.11,27.9,1.4
50,Frank Ntilikina,PG,NY,4500.0,6.1,17.1,-1.0
51,Dario Saric,PF,PHI,5800.0,6.08,0.0,-1.0
52,Spencer Dinwiddie,PG,BKN,5600.0,6.08,10.1,1.7
53,DeAndre Jordan,C1B,DAL,8300.0,6.0,36.7,-1.0
54,Lonzo Ball,PG,LAL,7000.0,6.0,33.4,-1.0
55,DeMar DeRozan,SG,SA,8200.0,5.96,26.6,-1.0
56,Kelly Olynyk,PF,MIA,3900.0,5.94,26.6,-1.0
57,Trevor Ariza,SF,PHO,5200.0,5.92,20.4,-1.0
58,Justin Holiday,SG,CHI,5000.0,5.76,20.2,-1.0
59,Dorian Finney-Smith,SF,DAL,4300.0,5.7,13.2,-1.0
60,Ersan Ilyasova,PF,MIL,4100.0,5.52,14.0,-1.0
61,Jarrett Allen,C1B,BKN,6400.0,5.5,30.1,1.2
62,Joe Harris,SG,BKN,4400.0,5.36,27.2,-1.0
63,Donovan Mitchell,SG,UTA,8000.0,5.3,51.5,-1.0
64,PJ Tucker,PF,HOU,4500.0,5.24,0.0,-1.0
65,Kyle Lowry,PG,TOR,8400.0,5.16,41.2,-1.0
66,Dwight Powell,PF,DAL,4700.0,4.96,18.8,-1.0
67,Thaddeus Young,PF,IND,4900.0,4.68,19.0,1.1
68,Bojan Bogdanovic,SF,IND,4300.0,4.64,12.3,1.6
69,Carmelo Anthony,SF,HOU,4600.0,4.62,39.4,-1.0
70,Tristan Thompson,C1B,CLE,4700.0,4.61,20.2,-1.0
71,Danny Green,SG,TOR,4900.0,4.44,17.3,-1.0
72,Cameron Payne,PG,CHI,3700.0,4.42,36.0,-1.0
73,DeAndre' Bembry,SF,ATL,3900.0,4.4,44.7,-1.0
74,Klay Thompson,SG,GS,6400.0,4.32,24.9,-1.0
75,Markelle Fultz,SG,PHI,5800.0,4.32,15.0,-1.0
76,Draymond Green,PF,GS,7700.0,4.28,27.0,0.9
77,Larry Jr,SF,CLE,5000.0,4.24,0.0,1.1
78,Bradley Beal,SG,WAS,8000.0,4.18,35.6,2.0
79,Jimmy Butler,SG,MIN,8900.0,4.16,51.3,-1.0
80,Kevon Looney,PF,GS,3900.0,4.1,15.5,-1.0
81,JJ Redick,SG,PHI,5200.0,4.0,0.0,-1.0
82,Ricky Rubio,PG,UTA,6000.0,3.96,15.4,1.4
83,Michael Kidd-Gilchrist,SF,CHA,4600.0,3.88,11.4,-1.0
84,Eric Bledsoe,PG,MIL,7700.0,3.88,37.4,-1.0
85,Ryan Anderson,PF,PHO,3500.0,3.84,14.6,-1.0
86,Buddy Hield,SG,SAC,5900.0,3.84,31.4,1.7
87,Jabari Parker,SF,CHI,5800.0,3.74,30.8,-1.0
88,Yogi Ferrell,PG,SAC,3800.0,3.7,4.5,-1.0
89,Jeff Teague,PG,MIN,6500.0,3.7,29.9,-1.0
90,Domantas Sabonis,PF,IND,4900.0,3.62,43.0,1.5
91,George Hill,PG,CLE,5400.0,3.52,9.6,-1.0
92,TJ McConnell,PG,PHI,3900.0,3.5,0.0,-1.0
93,Bryn Forbes,PG,SA,4300.0,3.38,22.4,-1.0
94,Rudy Gay,SF,SA,6000.0,3.38,27.0,1.2
95,Patty Mills,PG,SA,3900.0,3.28,1.8,-1.0
96,Clint Capela,C1B,HOU,8000.0,3.26,31.4,-1.0
97,Jared Dudley,SF,BKN,3700.0,3.18,17.7,-1.0
98,Kent Bazemore,SG,ATL,6700.0,3.16,55.1,1.4
99,Garrett Temple,SG,MEM,3900.0,3.12,17.0,-1.0
100,Tyreke Evans,SF,IND,5000.0,3.06,35.5,-1.0
101,Antonio Blakeney,SG,CHI,3800.0,3.0,0.0,-1.0
102,Myles Turner,C1B,IND,5500.0,2.97,24.2,-1.0
103,Malik Monk,SG,CHA,4800.0,2.96,13.9,-1.0
104,OG Anunoby,SF,TOR,3700.0,2.92,19.5,-1.0
105,Dewayne Dedmon,C1B,ATL,5200.0,2.87,15.0,1.1
106,Dwyane Wade,SG,MIA,5300.0,2.86,16.4,1.7
107,Jae Crowder,SF,UTA,4600.0,2.86,23.7,-1.0
108,Willie Cauley-Stein,C1B,SAC,7200.0,2.8,34.0,1.1
109,Gerald Green,SF,HOU,3700.0,2.78,9.4,-1.0
110,Bismack Biyombo,C1B,CHA,4000.0,2.76,0.0,0.0
111,Jordan Clarkson,SG,CLE,4700.0,2.72,20.5,-1.0
112,Norman Powell,SF,TOR,3500.0,2.68,16.2,-1.0
113,Johnathan Williams,PF,LAL,3700.0,2.62,14.5,-1.0
114,Jeremy Lamb,SG,CHA,5200.0,2.52,26.1,1.6
115,Delon Wright,PG,TOR,3900.0,2.52,3.0,-1.0
116,Khris Middleton,SG,MIL,7600.0,2.48,36.8,1.7
117,Wendell Jr,PF,CHI,5200.0,2.46,0.0,-1.0
118,Ivica Zubac,C1B,LAL,3500.0,2.4,3.9,-1.0
119,Taj Gibson,PF,MIN,4900.0,2.36,21.7,-1.0
120,Lance Stephenson,SF,LAL,3900.0,2.34,47.6,-1.0
121,Jordan Bell,C1B,GS,3500.0,2.31,21.1,-1.0
122,Josh Jackson,PF,PHO,4400.0,2.28,17.4,-1.0
123,Darren Collison,PG,IND,4600.0,2.28,14.5,1.2
124,Nicolas Batum,SF,CHA,6500.0,2.26,25.6,-1.0
125,Rodney Hood,SG,CLE,4700.0,2.18,13.6,-1.0
126,Richaun Holmes,PF,PHO,3500.0,2.14,6.0,-1.0
127,Rudy Gobert,C1B,UTA,8100.0,2.1,38.6,1.6
128,Karl-Anthony Towns,C1B,MIN,9200.0,2.09,33.1,2.2
129,TJ Leaf,PF,IND,3500.0,2.08,8.4,-1.0
130,Isaiah Hartenstein,PF,HOU,3500.0,2.02,0.0,-1.0
131,Tyler Johnson,PG,MIA,3500.0,2.0,24.8,-1.0
132,Mario Hezonja,SF,NY,4700.0,1.96,13.7,-1.0
133,Noah Vonleh,PF,NY,4300.0,1.94,19.8,1.0
134,Damian Jones,C1B,GS,4200.0,1.91,11.6,-1.0
135,Malcolm Brogdon,SG,MIL,5800.0,1.9,16.1,-1.0
136,Justin Jackson,SF,SAC,3900.0,1.9,23.2,-1.0
137,Shelvin Mack,PG,MEM,4200.0,1.9,13.1,-1.0
138,Rondae Hollis-Jefferson,PF,BKN,6000.0,1.9,19.6,-1.0
139,Shaun Livingston,PG,GS,3600.0,1.82,15.4,-1.0
140,Josh Okogie,SG,MIN,3900.0,1.8,25.7,-1.0
141,Bam Adebayo,C1B,MIA,4500.0,1.79,15.3,-1.0
142,Dante Cunningham,SF,SA,3700.0,1.78,3.2,-1.0
143,Georges Niang,PF,UTA,3500.0,1.74,4.4,-1.0
144,Kentavious Caldwell-Pope,SG,LAL,3700.0,1.74,19.9,-1.0
145,Svi Mykhailiuk,SG,LAL,3500.0,1.7,0.0,0.0
146,Allonzo Trier,SG,NY,3700.0,1.62,11.0,-1.0
147,Frank Mason,SG,SAC,3800.0,1.58,9.4,-1.0
148,CJ Miles,SF,TOR,3600.0,1.58,0.0,-1.0
149,Royce O'Neale,SF,UTA,3500.0,1.58,3.4,-1.0
150,Theo Pinson,SF,BKN,3500.0,1.52,1.5,-1.0
151,Dzanan Musa,SF,BKN,3500.0,1.5,0.0,-1.0
152,Derrick Favors,PF,UTA,5300.0,1.46,25.6,1.2
153,Pau Gasol,C1B,SA,4400.0,1.45,11.4,-1.0
154,Grayson Allen,SG,UTA,3500.0,1.38,0.0,-1.0
155,MarShon Brooks,SG,MEM,3700.0,1.36,11.9,-1.0
156,Alex Poythress,PF,ATL,3700.0,1.34,2.2,-1.0
157,TJ Warren,SF,PHO,5700.0,1.34,12.1,-1.0
158,Cody Zeller,C1B,CHA,4500.0,1.31,24.2,-1.0
159,Kelly Jr,SF,WAS,4200.0,1.3,0.0,-1.0
160,Gorgui Dieng,C1B,MIN,4000.0,1.29,5.6,-1.0
161,Amir Johnson,PF,PHI,3800.0,1.28,4.4,-1.0
162,Vince Carter,SG,ATL,3500.0,1.28,15.0,-1.0
163,Landry Shamet,PG,PHI,3700.0,1.26,5.0,-1.0
164,Andre Iguodala,SG,GS,3900.0,1.26,7.6,-1.0
165,Miles Bridges,SF,CHA,3500.0,1.26,10.4,-1.0
166,Mike Conley,PG,MEM,7700.0,1.24,41.7,-1.0
167,Cory Joseph,PG,IND,4200.0,1.22,28.2,-1.0
168,Jonas Valanciunas,C1B,TOR,5500.0,1.16,28.8,-1.0
169,Michael Carter-Williams,PG,HOU,3500.0,1.14,12.0,-1.0
170,Pascal Siakam,PF,TOR,4600.0,1.1,27.3,1.6
171,Kyle O'Quinn,C1B,IND,3700.0,1.08,4.7,-1.0
172,Marvin Williams,PF,CHA,4400.0,1.08,31.1,-1.0
173,John Henson,PF,MIL,4200.0,1.06,18.2,-1.0
174,Ed Davis,C1B,BKN,3900.0,1.03,21.0,-1.0
