Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Anthony Davis,PF,NO,12400.0,19.62,74.6,2.8
1,Russell Westbrook,PG,OKC,11500.0,19.4,48.7,2.7
2,Paul George,SF,OKC,9100.0,18.72,50.7,2.8
3,Terry Rozier,PG,BOS,5800.0,17.04,19.2,-1.0
4,Bam Adebayo,PF,MIA,6500.0,16.3,21.5,-1.0
5,Alec Burks,SG,CLE,5300.0,16.14,17.4,-1.0
6,Damian Lillard,PG,POR,9700.0,14.66,28.9,2.0
7,Marcus Smart,SG,BOS,5000.0,14.12,36.5,-1.0
8,David Nwaba,SG,CLE,4000.0,13.84,12.2,-1.0
9,Bradley Beal,SG,WAS,8700.0,13.66,30.4,2.0
10,Tomas Satoransky,PG,WAS,4500.0,13.58,0.0,-1.0
11,Ben Simmons,PG,PHI,9200.0,13.16,57.1,2.0
12,Joel Embiid,C1B,PHI,10700.0,12.28,62.4,2.9
13,Stephen Curry,PG,GS,9400.0,12.16,17.1,2.1
14,Kyrie Irving,PG,BOS,8500.0,12.14,51.1,2.2
15,Collin Sexton,PG,CLE,5300.0,11.86,20.6,-1.0
16,Giannis Antetokounmpo,SF,MIL,12200.0,11.76,30.5,2.7
17,De'Aaron Fox,PG,SAC,7800.0,11.54,26.4,-1.0
18,Kevin Durant,SF,GS,10200.0,11.1,40.9,2.2
19,Emmanuel Mudiay,PG,NY,5100.0,10.92,40.1,-1.0
20,Austin Rivers,SG,WAS,4100.0,10.38,13.6,-1.0
21,Marcus Morris,PF,BOS,5700.0,9.92,40.8,-1.0
22,Blake Griffin,PF,DET,9100.0,9.76,49.5,2.3
23,Andre Drummond,C1B,DET,9500.0,9.7,44.6,2.2
24,Kemba Walker,PG,CHA,8900.0,9.42,59.1,2.2
25,Bojan Bogdanovic,SF,IND,5200.0,9.32,16.8,1.7
26,John Wall,PG,WAS,8900.0,9.2,64.7,-1.0
27,Serge Ibaka,PF,TOR,6400.0,8.96,43.9,1.6
28,Noah Vonleh,PF,NY,5100.0,8.76,20.0,1.0
29,Harrison Barnes,SF,DAL,5800.0,8.74,31.6,-1.0
30,Kelly Jr,SF,WAS,5500.0,8.66,0.0,-1.0
31,Kent Bazemore,SG,ATL,6600.0,8.56,32.5,1.4
32,Jonas Jerebko,PF,GS,4500.0,8.16,16.8,-1.0
33,Daniel Theis,PF,BOS,4400.0,8.1,14.7,-1.0
34,Jayson Tatum,PF,BOS,6700.0,7.9,29.4,1.6
35,Julius Randle,C1B,NO,8800.0,7.84,40.9,-1.0
36,Dennis Schroder,SG,OKC,5800.0,7.74,0.0,1.6
37,Tyreke Evans,SF,IND,5700.0,7.7,11.9,-1.0
38,Josh Richardson,SF,MIA,6800.0,7.68,13.4,1.6
39,Jordan Clarkson,SG,CLE,4700.0,7.62,35.0,-1.0
