Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Anthony Davis,PF,NO,13000.0,36.52,65.3,2.8
1,Giannis Antetokounmpo,SF,MIL,12300.0,28.04,40.4,2.7
2,Zach LaVine,SG,CHI,8400.0,26.9,27.6,-1.0
3,Luka Doncic,SG,DAL,7400.0,24.96,31.0,-1.0
4,Nikola Mirotic,SF,NO,7500.0,23.58,26.1,-1.0
5,Kawhi Leonard,SF,TOR,9800.0,21.26,51.3,2.3
6,Marvin III,PF,SAC,5500.0,19.48,21.6,1.7
7,Kevin Durant,SF,GS,9900.0,19.36,56.3,2.0
8,De'Aaron Fox,PG,SAC,8000.0,18.54,33.7,-1.0
9,Tim Jr,SG,NY,6700.0,17.08,0.0,-1.0
10,Kemba Walker,PG,CHA,8500.0,16.9,45.7,2.0
11,Derrick Rose,PG,MIN,4800.0,16.4,26.6,-1.0
12,Enes Kanter,C1B,NY,7700.0,15.66,23.6,-1.0
13,Stephen Curry,PG,GS,9900.0,15.44,36.8,2.1
14,Elfrid Payton,PG,NO,7400.0,15.3,28.0,-1.0
15,Caris LeVert,SG,BKN,6800.0,14.76,32.2,-1.0
16,Markieff Morris,PF,WAS,5500.0,14.62,25.9,-1.0
17,Serge Ibaka,PF,TOR,5400.0,14.44,23.1,1.6
18,Trey Burke,PG,NY,5500.0,14.12,18.4,-1.0
19,Cameron Payne,PG,CHI,5800.0,12.46,25.7,-1.0
20,Otto Jr,SF,WAS,6300.0,12.42,0.0,-1.0
21,Wesley Matthews,SG,DAL,5100.0,12.36,20.5,-1.0
22,John Wall,PG,WAS,9600.0,12.28,56.4,-1.0
23,D'Angelo Russell,PG,BKN,7000.0,12.08,34.0,-1.0
24,Jrue Holiday,SG,NO,7800.0,12.0,42.1,2.2
25,Josh Okogie,SG,MIN,4200.0,11.36,13.3,-1.0
26,Danilo Gallinari,SF,LAC,6900.0,11.24,25.5,1.6
27,Chris Paul,PG,HOU,9700.0,10.74,32.2,-1.0
28,E'Twaun Moore,SF,NO,4600.0,10.42,24.3,-1.0
29,Montrezl Harrell,PF,LAC,5400.0,10.34,49.7,1.6
30,Eric Gordon,SG,HOU,6500.0,10.0,22.3,-1.0
31,Jeff Green,SF,WAS,3700.0,9.98,27.3,-1.0
32,Spencer Dinwiddie,PG,BKN,5300.0,9.56,29.1,1.7
33,Jarrett Allen,C1B,BKN,6400.0,9.28,33.8,1.3
34,Dwight Powell,PF,DAL,4400.0,8.86,10.4,-1.0
35,Dorian Finney-Smith,SF,DAL,3700.0,8.72,13.1,-1.0
36,JJ Barea,PG,DAL,4400.0,8.7,0.0,-1.0
37,Carmelo Anthony,SF,HOU,6400.0,8.6,35.4,-1.0
38,Kyle Lowry,PG,TOR,8500.0,8.56,45.8,-1.0
39,Tobias Harris,PF,LAC,7700.0,8.48,28.3,-1.0
40,PJ Tucker,PF,HOU,5400.0,8.46,0.0,-1.0
41,Justin Holiday,SG,CHI,5400.0,8.04,20.6,-1.0
42,Ersan Ilyasova,PF,MIL,4000.0,8.04,30.1,-1.0
43,DeAndre Jordan,C1B,DAL,7800.0,7.88,44.5,-1.0
44,Frank Ntilikina,PG,NY,4800.0,7.02,21.2,-1.0
45,Nemanja Bjelica,SF,SAC,5800.0,6.88,49.9,-1.0
46,Michael Carter-Williams,PG,HOU,4300.0,6.68,22.2,-1.0
