Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Kevin Durant,SF,GS,11500.0,75.6,72.2,1.9
1,Tyreke Evans,SF,IND,5100.0,53.74,24.3,-1.0
2,Lonzo Ball,PG,LAL,6700.0,42.3,19.6,-1.0
3,Tobias Harris,PF,LAC,8400.0,41.72,41.2,-1.0
4,LeBron James,SF,LAL,11400.0,40.64,61.3,2.8
5,Fred VanVleet,PG,TOR,4700.0,39.88,3.7,-1.0
6,Montrezl Harrell,PF,LAC,8500.0,39.84,35.7,1.6
7,Kawhi Leonard,SF,TOR,10200.0,36.46,56.1,2.2
8,Klay Thompson,SG,GS,7000.0,36.36,30.1,-1.0
9,Darren Collison,PG,IND,6300.0,35.76,30.6,1.2
10,Victor Oladipo,SG,IND,9400.0,34.64,0.0,0.0
11,Domantas Sabonis,PF,IND,7500.0,29.72,43.5,1.7
12,Marvin III,PF,SAC,6700.0,26.56,36.0,1.7
13,Kyle Lowry,PG,TOR,8000.0,25.02,45.6,-1.0
14,De'Aaron Fox,PG,SAC,7600.0,22.98,41.1,-1.0
15,Pascal Siakam,PF,TOR,6800.0,21.66,31.9,1.5
16,Lou Williams,SG,LAC,6200.0,20.44,13.4,1.8
17,Jonas Jerebko,PF,GS,3800.0,20.22,38.3,-1.0
18,Thaddeus Young,PF,IND,5200.0,19.78,31.5,1.5
19,Cory Joseph,PG,IND,4300.0,19.24,30.2,-1.0
20,Bojan Bogdanovic,SF,IND,5300.0,19.12,18.6,1.7
21,Serge Ibaka,PF,TOR,6000.0,18.88,26.3,1.5
22,Shai Gilgeous-Alexander,PG,LAC,5200.0,17.36,41.0,-1.0
23,Buddy Hield,SG,SAC,6000.0,16.14,18.2,1.7
24,Brandon Ingram,SF,LAL,6300.0,15.96,30.7,-1.0
25,Danny Green,SG,TOR,4300.0,15.82,32.5,-1.0
26,Quinn Cook,PG,GS,5400.0,14.56,11.5,-1.0
27,Danilo Gallinari,SF,LAC,7000.0,14.32,32.8,1.7
28,Kyle Kuzma,PF,LAL,6100.0,13.9,23.8,1.5
29,Andre Iguodala,SG,GS,4000.0,13.82,24.3,-1.0
30,Patrick Beverley,PG,LAC,3800.0,13.52,6.2,-1.0
31,Bogdan Bogdanovic,SG,SAC,5700.0,12.9,38.8,1.6
32,Delon Wright,SG,TOR,3500.0,11.42,11.0,-1.0
33,Nemanja Bjelica,SF,SAC,4400.0,11.42,16.5,-1.0
34,Jonas Valanciunas,C1B,TOR,5600.0,11.14,18.8,-1.0
35,Avery Bradley,SG,LAC,3700.0,10.48,28.6,-1.0
36,Kentavious Caldwell-Pope,SG,LAL,3800.0,9.84,14.9,-1.0
37,Kyle O'Quinn,C1B,IND,3500.0,8.7,0.0,0.0
38,Josh Hart,SG,LAL,3600.0,8.26,25.2,-1.0
39,Aaron Holiday,SG,IND,4100.0,8.14,10.5,-1.0
40,Myles Turner,C1B,IND,7200.0,8.12,15.7,-1.0
41,Iman Shumpert,SG,SAC,4500.0,7.72,9.4,-1.0
42,Kevon Looney,C1B,GS,3900.0,7.31,22.0,-1.0
43,JaVale McGee,C1B,LAL,6200.0,7.09,28.1,1.4
44,Lance Stephenson,SF,LAL,3700.0,6.02,4.2,-1.0
45,Boban Marjanovic,C1B,LAC,4700.0,5.83,0.0,0.0
46,Mike Scott,PF,LAC,3700.0,5.66,12.7,-1.0
47,Sindarius Thornwell,SG,LAC,3500.0,5.46,5.5,-1.0
48,Willie Cauley-Stein,C1B,SAC,6800.0,5.14,30.5,1.5
49,Jordan Bell,C1B,GS,3500.0,3.86,4.8,-1.0
50,OG Anunoby,SF,TOR,3700.0,3.3,5.6,-1.0
51,Greg Monroe,C1B,TOR,3600.0,2.19,0.0,0.0
52,Shaun Livingston,PG,GS,3500.0,1.96,22.9,-1.0
53,Doug McDermott,SF,IND,3900.0,1.72,15.4,-1.0
54,Damion Lee,SG,GS,3500.0,1.54,15.6,-1.0
55,Damian Jones,C1B,GS,3900.0,1.51,1.0,-1.0
56,Justin Jackson,SF,SAC,3500.0,1.4,14.3,-1.0
57,Tyson Chandler,C1B,LAL,3600.0,1.27,21.8,-1.0
58,Harry III,PF,SAC,4100.0,1.12,10.9,-1.0
