Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Noah Vonleh,PF,NY,5200.0,37.98,20.2,0.8
1,Montrezl Harrell,PF,LAC,8300.0,24.56,39.5,1.6
2,Ed Davis,PF,BKN,4300.0,22.5,14.5,-1.0
3,Serge Ibaka,PF,TOR,7100.0,22.42,20.9,1.6
4,Fred VanVleet,PG,TOR,4500.0,22.4,21.4,-1.0
5,Damian Lillard,PG,POR,9300.0,22.26,40.2,2.3
6,Trey Burke,PG,NY,5700.0,21.62,31.1,-1.0
7,Kemba Walker,PG,CHA,9400.0,21.42,46.5,2.3
8,Joel Embiid,C1B,PHI,11700.0,19.91,54.4,2.8
9,Tobias Harris,PF,LAC,8400.0,19.56,51.7,-1.0
10,Kyle Lowry,PG,TOR,8600.0,19.2,28.4,-1.0
11,Pascal Siakam,PF,TOR,7500.0,18.54,43.7,1.4
12,D'Angelo Russell,SG,BKN,7400.0,18.02,61.6,-1.0
13,John Collins,PF,ATL,5000.0,17.94,43.2,-1.0
14,Kawhi Leonard,SF,TOR,9700.0,16.98,52.0,2.2
15,Hassan Whiteside,C1B,MIA,8800.0,16.3,13.0,-1.0
16,Jeremy Lamb,SG,CHA,6200.0,16.1,33.1,1.7
17,Josh Richardson,SF,MIA,7700.0,14.74,29.5,1.6
18,Lou Williams,SG,LAC,6700.0,13.62,9.1,1.8
19,Tim Jr,SG,NY,7200.0,13.58,0.0,-1.0
20,CJ McCollum,SG,POR,6900.0,13.08,29.3,1.7
21,Ben Simmons,PG,PHI,9900.0,13.04,44.5,2.1
22,Spencer Dinwiddie,PG,BKN,6600.0,11.76,39.1,1.7
23,De'Aaron Fox,PG,SAC,8000.0,11.7,28.9,-1.0
24,Patrick Beverley,PG,LAC,4600.0,11.66,10.6,-1.0
25,Rodney McGruder,SG,MIA,4900.0,11.6,20.6,-1.0
26,Shai Gilgeous-Alexander,PG,LAC,5700.0,11.12,23.8,-1.0
27,Emmanuel Mudiay,PG,NY,4000.0,11.04,30.4,-1.0
28,Danny Green,SG,TOR,4600.0,10.06,5.7,-1.0
29,DeMarre Carroll,SF,BKN,3600.0,9.72,13.2,-1.0
30,Wilson Chandler,SF,PHI,3900.0,9.32,21.1,-1.0
31,Rudy Gobert,C1B,UTA,8200.0,8.91,47.5,1.8
32,Ricky Rubio,PG,UTA,7000.0,8.84,39.9,1.6
33,Dewayne Dedmon,C1B,ATL,5100.0,8.68,10.6,1.4
34,Jimmy Butler,SG,PHI,8500.0,8.48,62.4,-1.0
35,Wayne Ellington,SG,MIA,4200.0,8.4,13.0,-1.0
36,Omari Spellman,PF,ATL,3600.0,8.34,21.8,-1.0
37,JJ Redick,SG,PHI,5400.0,8.24,0.0,-1.0
38,Al-Farouq Aminu,PF,POR,5100.0,8.18,11.9,-1.0
39,Enes Kanter,C1B,NY,6600.0,8.13,54.7,-1.0
40,Marvin III,PF,SAC,5600.0,8.06,30.2,1.5
41,Shelvin Mack,PG,MEM,4200.0,8.0,10.4,-1.0
42,Kevin Knox,PF,NY,4100.0,7.84,5.4,-1.0
43,Nicolas Batum,SF,CHA,5300.0,7.8,22.3,-1.0
44,Danilo Gallinari,SF,LAC,6900.0,7.72,36.1,1.7
45,Rondae Hollis-Jefferson,PF,BKN,5600.0,7.68,22.7,-1.0
46,Mike Conley,PG,MEM,8900.0,7.56,47.3,-1.0
47,Justise Winslow,SF,MIA,5000.0,7.48,21.3,1.5
48,Garrett Temple,SG,MEM,4400.0,7.3,13.1,-1.0
49,Evan Turner,SF,POR,4400.0,7.26,27.0,-1.0
50,Jaren Jr,PF,MEM,6700.0,7.08,0.0,-1.0
51,Marvin Williams,PF,CHA,4500.0,6.68,37.1,-1.0
52,Jeremy Lin,PG,ATL,4700.0,6.4,19.6,-1.0
53,Delon Wright,PG,TOR,4100.0,6.16,15.3,-1.0
54,Joe Ingles,SF,UTA,5800.0,6.1,33.2,-1.0
55,Allonzo Trier,SG,NY,3700.0,6.08,18.3,-1.0
56,Derrick Favors,PF,UTA,5700.0,6.06,37.4,1.2
57,Boban Marjanovic,C1B,LAC,4700.0,5.91,0.0,0.0
58,Avery Bradley,SG,LAC,3500.0,5.54,23.8,-1.0
59,Jusuf Nurkic,C1B,POR,7600.0,5.49,22.1,-1.0
60,Mike Muscala,C1B,PHI,3900.0,5.47,9.7,-1.0
61,JaMychal Green,PF,MEM,4800.0,5.46,20.4,-1.0
62,Marc Gasol,C1B,MEM,9200.0,5.26,63.6,-1.0
63,Trae Young,PG,ATL,6800.0,5.2,31.9,-1.0
64,Jarrett Allen,C1B,BKN,6800.0,5.17,26.0,1.2
65,Jonas Valanciunas,C1B,TOR,5700.0,4.93,31.0,-1.0
66,Kent Bazemore,SG,ATL,5800.0,4.92,35.3,1.5
67,Kyle Anderson,SF,MEM,5900.0,4.8,23.7,-1.0
68,Nemanja Bjelica,SF,SAC,4900.0,4.78,18.0,-1.0
69,Taurean Prince,SF,ATL,6000.0,4.66,16.2,-1.0
70,Buddy Hield,SG,SAC,6100.0,4.6,13.3,1.7
71,Jae Crowder,SF,UTA,4900.0,4.34,22.0,-1.0
72,Bogdan Bogdanovic,SG,SAC,4800.0,4.04,29.1,1.6
73,Ekpe Udoh,C1B,UTA,3500.0,3.86,0.0,-1.0
74,Mario Hezonja,SF,NY,3600.0,3.72,8.3,-1.0
75,DeAndre' Bembry,SF,ATL,4000.0,3.7,35.2,-1.0
76,Skal Labissiere,PF,SAC,3500.0,3.66,0.0,-1.0
77,James Johnson,PF,MIA,4700.0,3.66,10.5,-1.0
78,Kelly Olynyk,PF,MIA,3500.0,3.52,19.1,-1.0
79,Justin Anderson,SG,ATL,3500.0,3.42,0.0,0.0
80,Maurice Harkless,SF,POR,3600.0,3.4,4.2,-1.0
81,Raul Neto,PG,UTA,3500.0,3.36,21.1,-1.0
82,Mike Scott,PF,LAC,3900.0,3.3,0.0,-1.0
83,Thabo Sefolosha,SF,UTA,3500.0,3.3,11.6,-1.0
84,Cody Zeller,C1B,CHA,4900.0,3.2,29.5,-1.0
85,Joe Harris,SF,BKN,4600.0,3.2,16.6,-1.0
86,Tyler Dorsey,SG,ATL,3500.0,3.16,0.0,0.0
87,Alex Len,C1B,ATL,4400.0,3.15,17.3,1.6
88,Dwyane Wade,SG,MIA,5100.0,2.9,50.0,1.7
89,Allen Crabbe,SG,BKN,4800.0,2.88,-0.5,-1.0
90,Sindarius Thornwell,SG,LAC,3500.0,2.82,0.0,0.0
