Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Tobias Harris,PF,PHI,7200.0,48.42,24.4,0
1,Ben Simmons,PG,PHI,9900.0,38.28,30.9,0
2,LaMarcus Aldridge,PF,SA,8500.0,37.06,29.1,0
3,D'Angelo Russell,SG,BKN,8300.0,34.34,34.6,0
4,Nikola Vucevic,C1B,ORL,9800.0,32.61,27.1,0
5,Joel Embiid,C1B,PHI,11000.0,30.37,58.0,0
6,Aaron Gordon,PF,ORL,6900.0,27.26,33.5,0
7,Stephen Curry,PG,GS,9800.0,26.84,65.5,0
8,DeMar DeRozan,SG,SA,8600.0,23.04,40.4,0
9,Jonah Bolden,PF,PHI,4800.0,21.04,3.2,0
10,Kawhi Leonard,SF,TOR,9300.0,20.62,32.7,0
11,JJ Redick,SF,PHI,6800.0,20.14,0.0,0
12,DeMarre Carroll,SF,BKN,4000.0,18.7,26.2,0
13,Khem Birch,PF,ORL,3600.0,17.94,16.9,0
14,Pascal Siakam,PF,TOR,7800.0,16.46,48.8,0
15,Rudy Gay,SF,SA,5400.0,14.7,22.7,0
16,Kevin Durant,SF,GS,9600.0,14.66,41.3,0
17,Mason Plumlee,C1B,DEN,6000.0,14.65,15.7,0
18,Monte Morris,SG,DEN,4400.0,12.94,12.5,0
19,Montrezl Harrell,PF,LAC,6700.0,12.9,46.0,0
20,Joe Harris,SF,BKN,5200.0,12.8,14.6,0
21,Danilo Gallinari,SF,LAC,7500.0,12.18,33.1,0
22,Evan Fournier,SG,ORL,6500.0,11.78,23.4,0
23,JaMychal Green,PF,LAC,4000.0,11.12,17.2,0
24,Serge Ibaka,PF,TOR,6400.0,10.9,18.1,0
25,TJ McConnell,PG,PHI,3500.0,10.68,0.0,0
26,Shai Gilgeous-Alexander,PG,LAC,6000.0,10.66,33.5,0
27,Lou Williams,SG,LAC,6700.0,10.5,43.1,0
28,Jonathan Isaac,SF,ORL,5000.0,10.44,29.6,0
29,Kyle Lowry,PG,TOR,7800.0,10.44,24.4,0
30,Draymond Green,PF,GS,7700.0,10.42,37.1,0
31,Nikola Jokic,C1B,DEN,10600.0,9.74,50.8,0
32,Terrence Ross,SG,ORL,6400.0,9.52,24.2,0
33,Fred VanVleet,PG,TOR,5100.0,9.0,15.9,0
34,Derrick White,PG,SA,6200.0,8.92,26.1,0
35,DJ Augustin,PG,ORL,5600.0,8.84,0.0,0
36,Norman Powell,SF,TOR,3800.0,8.8,8.8,0
37,Jonathon Simmons,SF,PHI,3500.0,8.7,6.4,0
38,Quinn Cook,PG,GS,3500.0,8.68,4.4,0
39,DeMarcus Cousins,C1B,GS,9000.0,8.44,22.8,0
40,Bryn Forbes,PG,SA,4500.0,8.38,21.0,0
41,Trey Lyles,PF,DEN,4000.0,7.44,0.0,0
42,Jamal Murray,PG,DEN,7800.0,7.36,32.4,0
43,Klay Thompson,SG,GS,5800.0,6.86,28.2,0
44,Mike Scott,PF,PHI,4200.0,6.74,11.0,0
45,Caris LeVert,SG,BKN,6000.0,5.86,36.8,0
46,Spencer Dinwiddie,PG,BKN,4900.0,5.76,22.1,0
47,Marc Gasol,C1B,TOR,6000.0,5.52,26.2,0
48,Jimmy Butler,SG,PHI,8200.0,5.28,0.0,0
49,Ed Davis,PF,BKN,3700.0,5.2,34.2,0
50,Michael Carter-Williams,PG,ORL,4400.0,4.98,18.0,0
51,Davis Bertans,SF,SA,3700.0,4.76,12.2,0
52,Patty Mills,PG,SA,4000.0,4.42,13.9,0
53,Gary Harris,SG,DEN,4200.0,4.4,28.1,0
54,Danny Green,SG,TOR,4700.0,4.32,22.1,0
55,Patrick Beverley,PG,LAC,5400.0,4.16,25.9,0
56,Boban Marjanovic,C1B,PHI,5500.0,4.05,27.6,0
57,Paul Millsap,PF,DEN,5800.0,3.98,15.3,0
58,Will Barton,SF,DEN,4400.0,3.88,34.5,0
59,Landry Shamet,PG,LAC,4500.0,3.38,8.0,0
60,Furkan Korkmaz,SG,PHI,3500.0,2.98,0.0,0
61,Garrett Temple,SG,LAC,3500.0,2.72,2.0,0
62,Jonas Jerebko,PF,GS,3700.0,2.68,0.0,0
63,Shake Milton,SG,PHI,3500.0,2.66,0.0,0
64,Rodions Kurucs,PF,BKN,3500.0,2.54,5.6,0
65,Andre Iguodala,SG,GS,4000.0,2.52,39.2,0
66,Damion Lee,SG,GS,3500.0,2.5,0.0,0
67,Marco Belinelli,SG,SA,3500.0,2.44,15.8,0
68,Jarrett Allen,C1B,BKN,6000.0,2.22,11.5,0
69,Alfonzo McKinnie,SF,GS,3500.0,2.2,6.0,0
70,Jeremy Lin,PG,TOR,3500.0,1.62,0.0,0
71,Malik Beasley,SG,DEN,4200.0,1.58,11.6,0
72,Wes Iwundu,SF,ORL,3500.0,1.48,0.0,0
73,Andrew Bogut,C1B,GS,3700.0,1.47,8.7,0
74,Wilson Chandler,SF,LAC,3600.0,1.4,3.2,0
75,Kevon Looney,C1B,GS,3500.0,1.39,21.5,0
76,Jared Dudley,SF,BKN,3600.0,1.36,13.0,0
77,Greg Monroe,C1B,PHI,3500.0,1.09,0.0,0
78,Rondae Hollis-Jefferson,PF,BKN,3700.0,1.02,0.0,0
79,Jakob Poeltl,C1B,SA,5000.0,1.0,0.0,0
