Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Noah Vonleh,PF,NY,6700.0,35.16,13.9,0.9
1,Kemba Walker,PG,CHA,9700.0,18.3,40.3,2.0
2,Giannis Antetokounmpo,SF,MIL,12100.0,18.12,66.2,2.7
3,Devin Booker,SG,PHO,8800.0,18.08,33.8,-1.0
4,Russell Westbrook,PG,OKC,11100.0,17.44,70.1,2.8
5,Anthony Davis,PF,NO,12500.0,16.82,56.5,2.8
6,James Harden,SG,HOU,11600.0,16.32,73.7,2.9
7,Trey Burke,PG,NY,6100.0,15.06,12.7,-1.0
8,John Collins,PF,ATL,7200.0,14.94,27.0,-1.0
9,Joel Embiid,C1B,PHI,11100.0,13.95,58.3,2.7
10,Jrue Holiday,SG,NO,9000.0,13.74,47.9,2.1
11,John Wall,PG,WAS,9300.0,13.68,29.5,-1.0
12,Paul George,SF,OKC,9500.0,13.16,29.8,2.8
13,Montrezl Harrell,PF,LAC,8300.0,13.12,37.7,1.7
14,TJ Warren,SF,PHO,6600.0,12.8,26.2,-1.0
15,Eric Gordon,SG,HOU,5500.0,12.68,25.7,-1.0
16,Damian Lillard,PG,POR,9500.0,12.36,62.6,2.3
17,LaMarcus Aldridge,PF,SA,8500.0,12.28,21.8,-1.0
18,Jeremy Lamb,SG,CHA,6600.0,11.22,31.0,1.5
19,Trevor Ariza,SF,PHO,5100.0,11.14,26.4,-1.0
20,Markieff Morris,PF,WAS,6500.0,11.04,34.8,-1.0
21,Tobias Harris,PF,LAC,8400.0,10.7,30.5,-1.0
22,D'Angelo Russell,SG,BKN,7700.0,9.92,35.5,-1.0
23,Jeff Teague,PG,MIN,6900.0,9.74,31.5,-1.0
24,Ben Simmons,PG,PHI,9500.0,9.16,35.1,1.8
25,Otto Jr,SF,WAS,6600.0,8.8,0.0,-1.0
26,Tim Jr,SG,NY,7000.0,8.74,0.0,-1.0
27,Clint Capela,C1B,HOU,9200.0,8.71,35.6,-1.0
28,Ed Davis,PF,BKN,3800.0,8.7,19.0,-1.0
29,Dennis Schroder,SG,OKC,6400.0,8.6,0.0,1.7
30,Taj Gibson,PF,MIN,4100.0,8.52,24.1,-1.0
31,Eric Bledsoe,PG,MIL,7400.0,8.5,24.2,-1.0
32,CJ McCollum,SG,POR,6800.0,8.44,27.2,1.8
33,James III,SF,HOU,4000.0,8.2,0.0,0.0
34,Nikola Mirotic,SF,NO,7700.0,8.12,36.8,-1.0
35,Deandre Ayton,C1B,PHO,7500.0,7.77,27.8,-1.0
