Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,LeBron James,SF,LAL,12000.0,54.16,64.7,2.8
1,Paul George,SF,OKC,9000.0,46.0,33.1,2.7
2,Kyle Kuzma,PF,LAL,7200.0,39.88,33.6,1.6
3,Jayson Tatum,PF,BOS,6700.0,39.34,33.7,1.5
4,Dennis Schroder,SG,OKC,6700.0,38.26,0.0,1.5
5,Blake Griffin,PF,DET,9200.0,37.48,42.5,2.0
6,JaVale McGee,C1B,LAL,6200.0,34.31,38.4,1.4
7,Josh Hart,SG,LAL,6800.0,33.92,23.5,-1.0
8,Nikola Jokic,PF,DEN,10300.0,31.36,41.7,2.2
9,Jamal Murray,PG,DEN,6800.0,30.06,38.5,1.7
10,Cedi Osman,SF,CLE,6900.0,28.62,16.7,-1.0
11,Gary Harris,SG,DEN,7100.0,24.86,23.1,-1.0
12,Aaron Gordon,PF,ORL,7600.0,20.18,25.8,1.6
13,Lonzo Ball,PG,LAL,7300.0,17.48,43.2,-1.0
14,Damian Lillard,PG,POR,9800.0,15.28,60.4,2.2
15,Terry Rozier,PG,BOS,4200.0,15.22,25.6,-1.0
16,Kyrie Irving,PG,BOS,7700.0,14.92,25.5,2.0
17,Tristan Thompson,C1B,CLE,4700.0,14.41,13.1,-1.0
18,Andre Drummond,C1B,DET,9500.0,12.73,50.4,1.9
19,Reggie Jackson,PG,DET,6600.0,12.7,24.6,-1.0
20,Jerami Grant,PF,OKC,4600.0,12.08,25.7,-1.0
21,Evan Turner,SF,POR,4600.0,11.3,22.5,-1.0
22,Zach Collins,PF,POR,4200.0,11.22,35.2,-1.0
23,Torrey Craig,SG,DEN,3800.0,10.74,8.6,-1.0
24,Paul Millsap,PF,DEN,6900.0,9.8,18.0,1.5
25,Steven Adams,C1B,OKC,7400.0,9.72,24.2,1.4
26,Marcus Morris,PF,BOS,4200.0,9.54,32.5,-1.0
27,Jaylen Brown,SG,BOS,5000.0,9.28,14.6,-1.0
28,CJ McCollum,SG,POR,6700.0,9.26,29.4,1.7
29,Nik Stauskas,SG,POR,4300.0,9.08,6.9,-1.0
30,Larry Jr,SF,CLE,4800.0,8.54,0.0,1.1
31,Stanley Johnson,SF,DET,4600.0,8.12,14.4,-1.0
32,Al Horford,C1B,BOS,6600.0,7.97,37.8,1.5
33,Nikola Vucevic,C1B,ORL,8200.0,7.3,47.7,2.2
34,George Hill,PG,CLE,5400.0,7.24,19.6,-1.0
35,Ivica Zubac,C1B,LAL,3500.0,7.17,0.0,0.0
36,Al-Farouq Aminu,PF,POR,5400.0,7.04,25.0,-1.0
37,Russell Westbrook,PG,OKC,12500.0,6.88,38.0,2.7
38,Evan Fournier,SG,ORL,6300.0,6.62,28.6,-1.0
39,Jordan Clarkson,SG,CLE,4800.0,5.9,22.2,-1.0
40,Seth Curry,PG,POR,3500.0,5.64,17.0,-1.0
41,Glenn III,SF,DET,3500.0,5.56,3.2,-1.0
42,Terrence Ross,SG,ORL,4100.0,5.56,28.8,-1.0
43,DJ Augustin,PG,ORL,4500.0,5.48,0.0,-1.0
44,Rodney Hood,SG,CLE,4400.0,5.38,18.1,-1.0
45,Jake Layman,SF,POR,3500.0,5.28,3.0,-1.0
46,Lance Stephenson,SF,LAL,3900.0,5.26,24.8,-1.0
47,Isaiah Briscoe,PG,ORL,3500.0,5.18,0.0,0.0
48,Reggie Bullock,SG,DET,4700.0,5.12,17.6,-1.0
49,Gordon Hayward,SF,BOS,5600.0,5.12,12.9,1.3
50,Jonathon Simmons,SF,ORL,3900.0,5.1,15.5,-1.0
