Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Corey Brewer,SF,PHI,4000.0,43.5,41.2,-1.0
1,Ben Simmons,PG,PHI,10100.0,38.78,36.4,1.7
2,Stephen Curry,PG,GS,9800.0,36.0,31.1,2.2
3,Kyrie Irving,PG,BOS,10500.0,29.42,56.2,2.2
4,DeMarcus Cousins,C1B,GS,6400.0,29.22,38.1,-1.0
5,Kevin Durant,SF,GS,9400.0,29.1,50.3,2.2
6,Terry Rozier,PG,BOS,5100.0,28.04,5.6,-1.0
7,Mason Plumlee,C1B,DEN,4300.0,26.65,32.2,-1.0
8,Jaylen Brown,SG,BOS,4800.0,23.54,11.4,-1.0
9,CJ McCollum,SG,POR,6800.0,23.04,55.0,1.7
10,Marcus Morris,PF,BOS,5300.0,22.06,22.8,-1.0
11,Will Barton,SF,DEN,5200.0,21.6,22.3,-1.0
12,Draymond Green,PF,GS,6700.0,20.6,39.2,1.0
13,Trae Young,PG,ATL,7100.0,18.44,46.4,-1.0
14,Klay Thompson,SG,GS,7300.0,17.58,25.6,-1.0
15,DeAndre' Bembry,SF,ATL,5600.0,17.36,9.6,-1.0
16,Jayson Tatum,PF,BOS,6400.0,17.34,33.5,1.6
17,Mike Conley,PG,MEM,8300.0,16.8,45.3,-1.0
18,Taurean Prince,SF,ATL,4700.0,16.44,27.2,-1.0
19,Darren Collison,PG,IND,6500.0,14.94,34.9,1.2
20,Jeremy Lin,PG,ATL,4600.0,14.06,21.4,-1.0
21,Bojan Bogdanovic,SF,IND,5400.0,13.28,26.5,1.5
22,Omari Spellman,PF,ATL,3600.0,13.12,7.8,-1.0
23,Jaren Jr,PF,MEM,5900.0,12.62,0.0,-1.0
24,Gary Harris,SF,DEN,4300.0,11.76,21.7,-1.0
25,Thaddeus Young,PF,IND,6600.0,11.58,21.1,1.1
26,JJ Redick,SF,PHI,6100.0,10.96,0.0,-1.0
27,John Collins,PF,ATL,8500.0,10.92,29.7,-1.0
28,Marcus Smart,SG,BOS,4900.0,10.88,16.6,-1.0
29,Evan Turner,SF,POR,4200.0,10.78,0.5,-1.0
30,Domantas Sabonis,PF,IND,6900.0,9.98,22.1,1.3
31,Nikola Jokic,C1B,DEN,11000.0,9.84,70.6,2.2
32,Gordon Hayward,SF,BOS,5000.0,9.72,21.4,1.3
33,Paul Millsap,PF,DEN,5700.0,9.68,10.3,1.4
34,Al-Farouq Aminu,PF,POR,5100.0,8.84,41.6,-1.0
35,Myles Turner,C1B,IND,7600.0,8.83,30.1,-1.0
36,Mike Muscala,C1B,PHI,3500.0,8.56,15.7,-1.0
37,Al Horford,C1B,BOS,6600.0,8.07,46.1,1.4
38,Justin Holiday,SG,MEM,4800.0,7.9,25.2,-1.0
39,Kevon Looney,C1B,GS,4900.0,7.82,19.7,-1.0
40,Kevin Huerter,SG,ATL,5500.0,7.62,7.7,-1.0
41,Furkan Korkmaz,SG,PHI,3500.0,7.4,8.2,-1.0
42,JaMychal Green,PF,MEM,4700.0,7.14,6.6,-1.0
43,TJ McConnell,PG,PHI,4300.0,6.74,0.0,-1.0
44,Andre Iguodala,SG,GS,4400.0,6.64,23.2,-1.0
45,Trey Lyles,PF,DEN,4500.0,6.62,16.6,-1.0
46,Marc Gasol,C1B,MEM,8200.0,6.53,37.4,-1.0
47,Alex Len,C1B,ATL,4500.0,6.43,23.0,1.4
48,Jusuf Nurkic,C1B,POR,9500.0,6.16,43.8,-1.0
49,Aron Baynes,C1B,BOS,3600.0,5.91,6.7,-1.0
50,Jonah Bolden,PF,PHI,3800.0,5.36,6.6,-1.0
51,Caleb Swanigan,PF,POR,3500.0,4.66,0.0,0.0
52,Bruno Caboclo,SF,MEM,3500.0,4.6,26.3,-1.0
53,Cory Joseph,PG,IND,4900.0,4.4,23.1,-1.0
54,Tyreke Evans,SF,IND,5100.0,4.36,12.1,-1.0
55,Jarred Vanderbilt,SF,DEN,3500.0,3.9,0.0,0.0
56,Shelvin Mack,PG,MEM,3700.0,3.82,17.1,-1.0
57,Malik Beasley,SG,DEN,4500.0,3.68,18.7,-1.0
58,Seth Curry,PG,POR,3700.0,3.64,36.6,-1.0
59,Dewayne Dedmon,C1B,ATL,6300.0,3.34,35.6,1.1
60,Jake Layman,SF,POR,4400.0,3.16,12.5,-1.0
61,Monte Morris,SG,DEN,3500.0,3.04,14.7,-1.0
62,Daniel Theis,PF,BOS,3600.0,2.98,0.0,-1.0
63,Maurice Harkless,SF,POR,3800.0,2.96,24.0,-1.0
64,Zach Collins,PF,POR,3600.0,2.78,11.6,-1.0
65,Meyers Leonard,PF,POR,3600.0,2.26,10.2,-1.0
66,Torrey Craig,SG,DEN,4200.0,2.16,23.7,-1.0
67,Daniel Hamilton,SG,ATL,3600.0,1.92,0.0,0.0
68,Ivan Rabb,PF,MEM,3500.0,1.8,5.2,-1.0
69,Landry Shamet,PG,PHI,3900.0,1.56,19.9,-1.0
70,Jevon Carter,PG,MEM,3500.0,1.3,0.2,-1.0
71,Quinn Cook,PG,GS,3500.0,1.26,0.0,0.0
72,Juancho Hernangomez,SF,DEN,3700.0,1.2,0.0,0.0
73,Brad Wanamaker,PG,BOS,3600.0,1.16,0.0,0.0
74,Doug McDermott,SF,IND,3500.0,1.0,3.2,-1.0
