Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Jabari Parker,SF,WAS,4600.0,22.66,37.8,-1.0
1,Dennis Jr,PG,NY,7200.0,16.6,0.0,-1.0
2,Giannis Antetokounmpo,SF,MIL,11900.0,16.06,79.3,2.7
3,Larry Jr,PF,CLE,7600.0,15.06,0.0,1.3
4,Blake Griffin,PF,DET,9200.0,14.82,47.1,2.1
5,James Harden,SG,HOU,12800.0,14.46,51.0,2.8
6,Ben Simmons,PG,PHI,8800.0,13.96,34.3,2.0
7,Stephen Curry,PG,GS,9100.0,12.92,42.4,2.3
8,Monte Morris,SG,DEN,6100.0,12.82,19.6,-1.0
9,Lauri Markkanen,PF,CHI,8500.0,12.32,41.8,-1.0
10,Kevin Durant,SF,GS,9900.0,12.02,47.8,2.3
11,Collin Sexton,PG,CLE,5500.0,11.84,36.7,-1.0
12,Karl-Anthony Towns,C1B,MIN,10900.0,11.52,47.3,2.2
13,Bradley Beal,SG,WAS,9700.0,11.4,48.1,2.2
14,Ivan Rabb,PF,MEM,6500.0,10.8,11.2,-1.0
15,Jerryd Bayless,PG,MIN,3600.0,10.54,1.5,-1.0
16,De'Aaron Fox,PG,SAC,7500.0,10.12,30.8,-1.0
17,Eric Bledsoe,PG,MIL,7100.0,9.56,5.9,-1.0
18,Jordan Clarkson,SG,CLE,6200.0,9.28,60.1,-1.0
19,Pascal Siakam,PF,TOR,6800.0,9.26,64.0,1.6
20,Bojan Bogdanovic,SF,IND,5500.0,9.12,34.7,1.7
21,Bobby Portis,PF,WAS,6500.0,9.1,25.7,-1.0
22,Malik Beasley,SG,DEN,5400.0,8.94,28.8,-1.0
23,Mason Plumlee,C1B,DEN,6000.0,8.84,22.9,-1.0
24,Jaren Jr,PF,MEM,6600.0,8.78,0.0,-1.0
25,Buddy Hield,SG,SAC,6400.0,8.66,35.5,1.6
26,Serge Ibaka,PF,TOR,6900.0,8.64,38.6,1.7
27,Richaun Holmes,PF,PHO,3700.0,8.62,16.3,-1.0
28,Jaylen Brown,SG,BOS,5200.0,8.58,30.4,-1.0
29,Justin Holiday,SG,MEM,5000.0,8.42,12.0,-1.0
30,Khris Middleton,SG,MIL,6400.0,8.38,28.7,1.5
31,Harrison Barnes,SF,SAC,5400.0,8.34,43.2,-1.0
32,Josh Jackson,PF,PHO,7000.0,8.28,7.5,-1.0
33,Luka Doncic,SG,DAL,9800.0,8.24,39.9,-1.0
34,D'Angelo Russell,SG,BKN,9000.0,8.16,49.4,-1.0
35,Chris Paul,PG,HOU,8200.0,8.12,37.0,-1.0
36,Joel Embiid,C1B,PHI,11600.0,8.02,46.3,2.7
37,Cedi Osman,SF,CLE,5100.0,8.02,23.5,-1.0
38,Jamal Murray,PG,DEN,7000.0,7.92,15.4,1.7
39,Damian Lillard,PG,POR,10200.0,7.9,44.6,2.2
40,Devin Booker,SG,PHO,8400.0,7.76,27.7,-1.0
41,Kevin Knox,SF,NY,5300.0,7.7,10.2,-1.0
42,Maxi Kleber,PF,DAL,4800.0,7.68,19.3,-1.0
43,Trevor Ariza,SF,WAS,6300.0,7.26,36.6,-1.0
44,Ivica Zubac,C1B,LAC,4200.0,7.25,28.9,-1.0
45,Dwight Powell,C1B,DAL,5600.0,7.23,12.3,-1.0
46,Delon Wright,SG,MEM,4600.0,7.22,30.9,-1.0
47,Marvin III,PF,SAC,6500.0,7.18,16.1,1.6
48,Zach LaVine,SG,CHI,8000.0,7.04,28.7,-1.0
49,Andre Drummond,C1B,DET,10800.0,6.99,51.4,2.1
50,Lou Williams,SG,LAC,8100.0,6.8,45.2,1.7
51,Myles Turner,C1B,IND,8200.0,6.68,25.2,-1.0
52,Bruno Caboclo,SF,MEM,4200.0,6.48,17.0,-1.0
53,Darren Collison,PG,IND,6500.0,6.38,29.7,1.4
54,Will Barton,SF,DEN,5900.0,6.3,16.6,-1.0
55,Otto Jr,SF,CHI,7100.0,6.22,0.0,-1.0
56,CJ McCollum,SG,POR,6600.0,6.2,20.6,1.7
57,Kyle Lowry,PG,TOR,8000.0,6.06,43.3,-1.0
58,Nikola Jokic,C1B,DEN,10900.0,6.0,57.1,2.1
59,Justise Winslow,SF,MIA,5900.0,6.0,36.2,1.4
60,Josh Okogie,SG,MIN,4500.0,5.9,33.6,-1.0
61,Tobias Harris,PF,PHI,7200.0,5.86,38.7,-1.0
62,Chasson Randle,SG,WAS,3500.0,5.78,8.4,-1.0
63,Marcus Morris,PF,BOS,5100.0,5.74,16.7,-1.0
64,Dario Saric,PF,MIN,5100.0,5.52,0.0,-1.0
65,Jeff Green,PF,WAS,4700.0,5.28,35.4,-1.0
66,Shabazz Napier,PG,BKN,5100.0,5.26,29.1,-1.0
67,Mike Conley,PG,MEM,8500.0,5.2,21.9,-1.0
68,Marcus Smart,SG,BOS,5400.0,5.18,30.1,-1.0
69,Kelly Olynyk,PF,MIA,4400.0,5.12,16.1,-1.0
70,Trey Burke,PG,DAL,4300.0,5.06,6.5,-1.0
71,Malcolm Brogdon,SG,MIL,5800.0,4.94,30.5,-1.0
72,Jayson Tatum,PF,BOS,7200.0,4.78,32.8,1.3
73,Thaddeus Young,PF,IND,6400.0,4.78,20.4,1.1
74,Mikal Bridges,SF,PHO,5500.0,4.78,13.6,-1.0
75,Daniel Theis,PF,BOS,4000.0,4.66,15.6,-1.0
76,Kelly Jr,SF,PHO,6700.0,4.64,0.0,-1.0
77,Josh Richardson,SF,MIA,6300.0,4.64,27.6,1.5
78,Kenneth Faried,PF,HOU,6800.0,4.54,26.7,-1.0
79,JaMychal Green,PF,LAC,4100.0,4.54,26.9,-1.0
80,Jimmy Butler,SG,PHI,8100.0,4.52,48.4,-1.0
81,Draymond Green,PF,GS,6700.0,4.3,28.5,1.0
82,Klay Thompson,SG,GS,7200.0,4.2,24.8,-1.0
83,Dion Waiters,SG,MIA,5200.0,4.12,31.3,-1.0
84,Trey Lyles,PF,DEN,4300.0,4.1,4.2,-1.0
85,Danilo Gallinari,SF,LAC,6700.0,4.08,36.7,1.6
86,Gordon Hayward,SF,BOS,5300.0,3.94,37.0,1.1
87,Marquese Chriss,PF,CLE,4300.0,3.88,37.9,-1.0
88,Landry Shamet,PG,LAC,4600.0,3.88,16.2,-1.0
89,JJ Redick,SF,PHI,5700.0,3.86,0.0,-1.0
90,Patrick Beverley,PG,LAC,5300.0,3.82,18.3,-1.0
91,David Nwaba,SG,CLE,3900.0,3.78,19.9,-1.0
92,Willie Cauley-Stein,C1B,SAC,6000.0,3.76,34.9,1.2
93,DJ Wilson,PF,MIL,3500.0,3.68,0.0,-1.0
94,Reggie Jackson,PG,DET,5800.0,3.64,21.9,-1.0
95,Taj Gibson,PF,MIN,3800.0,3.56,19.6,-1.0
96,Deandre Ayton,C1B,PHO,7400.0,3.54,32.6,-1.0
97,Caris LeVert,SG,BKN,5200.0,3.52,33.9,-1.0
98,Montrezl Harrell,PF,LAC,7800.0,3.5,37.0,1.7
99,Alec Burks,SG,SAC,4100.0,3.42,4.4,-1.0
100,Brook Lopez,C1B,MIL,5500.0,3.4,27.7,1.2
101,Al Horford,C1B,BOS,7500.0,3.29,48.8,1.1
102,PJ Tucker,PF,HOU,4400.0,3.28,0.0,-1.0
103,Kadeem Allen,PG,NY,4000.0,3.26,27.6,-1.0
104,Danny Green,SG,TOR,4400.0,3.14,14.8,-1.0
105,Dorian Finney-Smith,SF,DAL,5000.0,3.14,17.5,-1.0
106,Paul Millsap,PF,DEN,5900.0,3.1,52.6,1.4
107,Ersan Ilyasova,PF,MIL,3500.0,3.08,18.5,-1.0
108,DeAndre Jordan,C1B,NY,6100.0,2.93,28.5,-1.0
109,Isaiah Canaan,PG,MIN,3500.0,2.86,4.2,-1.0
110,Nemanja Bjelica,SF,SAC,4100.0,2.86,23.1,-1.0
111,Cory Joseph,PG,IND,4100.0,2.84,16.1,-1.0
112,Tyreke Evans,SF,IND,3800.0,2.8,13.5,-1.0
113,DeMarre Carroll,SF,BKN,5000.0,2.7,29.9,-1.0
114,Damyean Dotson,SG,NY,3700.0,2.68,22.9,-1.0
115,Tim Jr,SG,DAL,5600.0,2.66,0.0,-1.0
116,Domantas Sabonis,PF,IND,6000.0,2.64,33.3,1.4
117,Marc Gasol,C1B,TOR,7000.0,2.57,29.4,-1.0
118,Isaiah Thomas,PG,DEN,3500.0,2.52,9.0,-1.0
119,Thomas Bryant,C1B,WAS,4300.0,2.51,22.0,1.1
120,Jalen Brunson,PG,DAL,4500.0,2.48,16.8,-1.0
121,Gerald Green,SF,HOU,4300.0,2.44,12.2,-1.0
122,Jusuf Nurkic,C1B,POR,8400.0,2.35,23.7,-1.0
123,Hassan Whiteside,C1B,MIA,7700.0,2.32,17.6,-1.0
124,Eric Gordon,SG,HOU,5000.0,2.32,30.6,-1.0
125,Torrey Craig,SG,DEN,3500.0,2.22,7.4,-1.0
126,Shai Gilgeous-Alexander,PG,LAC,5100.0,2.16,27.3,-1.0
127,Al-Farouq Aminu,PF,POR,4800.0,2.1,26.4,-1.0
128,Bam Adebayo,PF,MIA,4200.0,2.08,20.7,-1.0
129,Jarred Vanderbilt,SF,DEN,3500.0,2.0,0.0,0.0
130,Mario Hezonja,SF,NY,4200.0,1.98,2.7,-1.0
131,Jarrett Allen,C1B,BKN,5700.0,1.95,48.9,1.2
132,Luol Deng,SF,MIN,4100.0,1.9,29.6,-1.0
133,Jake Layman,SF,POR,4500.0,1.9,26.9,-1.0
134,James Johnson,PF,MIA,4300.0,1.88,22.3,-1.0
135,Bogdan Bogdanovic,SG,SAC,6200.0,1.88,26.8,1.4
136,Derrick Rose,PG,MIN,5700.0,1.78,19.6,-1.0
137,Wesley Matthews,SG,IND,4400.0,1.78,17.6,-1.0
138,Rondae Hollis-Jefferson,PF,BKN,4000.0,1.72,0.0,-1.0
139,Tyler Johnson,PG,PHO,4500.0,1.7,18.0,-1.0
140,Ed Davis,PF,BKN,4100.0,1.62,28.1,-1.0
141,Chris Boucher,PF,TOR,3500.0,1.62,3.0,-1.0
142,Noah Vonleh,PF,NY,4500.0,1.6,10.8,1.0
143,Dwyane Wade,SG,MIA,5700.0,1.56,25.9,1.7
144,Norman Powell,SF,TOR,3800.0,1.5,24.8,-1.0
145,TJ McConnell,PG,PHI,4000.0,1.5,0.0,-1.0
146,Avery Bradley,SG,MEM,3600.0,1.42,24.7,-1.0
147,Elie Okobo,PG,PHO,3500.0,1.4,0.0,-1.0
148,Salah Mejri,C1B,DAL,3500.0,1.37,7.7,-1.0
149,Devin Harris,PG,DAL,3500.0,1.36,15.2,-1.0
150,OG Anunoby,SF,TOR,3700.0,1.28,31.0,-1.0
151,Allonzo Trier,SG,NY,3500.0,1.24,26.8,-1.0
152,Jeff Teague,PG,MIN,6100.0,1.24,50.6,-1.0
153,Matthew Dellavedova,PG,CLE,3700.0,1.22,30.1,-1.0
154,Jamal Crawford,SG,PHO,3500.0,1.18,36.6,-1.0
155,Joakim Noah,C1B,MEM,3700.0,1.18,22.1,-1.0
156,Ante Zizic,C1B,CLE,4500.0,1.13,0.0,-1.0
157,Rodney Hood,SF,POR,3700.0,1.12,13.7,-1.0
158,Deng Adel,SF,CLE,3500.0,1.12,0.0,-1.0
159,Luke Kennard,SG,DET,4600.0,1.08,25.1,-1.0
160,Mitchell Robinson,C1B,NY,5000.0,1.06,49.1,0.9
161,Iman Shumpert,SG,HOU,3900.0,1.06,5.7,-1.0
162,Tony Snell,SG,MIL,3500.0,1.04,7.0,-1.0
163,George Hill,PG,MIL,3700.0,1.0,15.8,-1.0
