Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Luka Doncic,SG,DAL,6200.0,33.72,40.7,-1.0
1,Blake Griffin,PF,DET,8400.0,24.36,57.9,2.2
2,Trey Burke,PG,NY,5800.0,19.58,33.1,-1.0
3,Josh Richardson,SF,MIA,7100.0,17.2,11.8,1.7
4,LaMarcus Aldridge,PF,SA,9100.0,15.8,35.1,-1.0
5,Bobby Portis,PF,CHI,5900.0,15.22,31.3,-1.0
6,Dennis Jr,PG,DAL,6700.0,15.2,0.0,-1.0
7,Devin Booker,SG,PHO,8700.0,13.78,34.9,-1.0
8,Caris LeVert,SG,BKN,7400.0,13.04,33.3,-1.0
9,LeBron James,SF,LAL,11700.0,12.88,45.5,2.8
10,Tim Jr,SG,NY,7300.0,12.6,0.0,-1.0
11,Aaron Gordon,PF,ORL,8500.0,12.2,46.9,1.7
12,Enes Kanter,C1B,NY,7600.0,11.92,41.0,-1.0
13,James III,SF,HOU,3500.0,11.5,0.0,0.0
14,Cameron Payne,PG,CHI,3900.0,11.08,25.6,-1.0
15,Kelly Olynyk,PF,MIA,5000.0,10.78,16.6,-1.0
16,James Harden,SG,HOU,11600.0,10.72,54.9,2.8
17,Victor Oladipo,SG,IND,8300.0,10.72,46.9,-1.0
18,Zach LaVine,SG,CHI,6900.0,10.68,39.1,-1.0
19,D'Angelo Russell,PG,BKN,6600.0,10.68,29.7,-1.0
20,Kemba Walker,PG,CHA,8900.0,10.58,53.5,2.2
21,Chris Paul,PG,HOU,8800.0,10.54,51.4,-1.0
22,John Wall,PG,WAS,9700.0,10.22,49.8,-1.0
23,Frank Ntilikina,PG,NY,5100.0,9.76,8.7,-1.0
24,Hassan Whiteside,C1B,MIA,7800.0,9.7,34.0,-1.0
25,CJ McCollum,SG,POR,7100.0,9.68,27.4,1.7
26,Deandre Ayton,C1B,PHO,7700.0,9.66,14.1,-1.0
27,Spencer Dinwiddie,PG,BKN,5600.0,9.32,22.2,1.4
28,Andre Drummond,C1B,DET,10400.0,9.1,27.6,2.1
29,Nikola Jokic,C1B,DEN,9800.0,9.06,79.7,2.2
30,Terry Rozier,PG,BOS,4800.0,8.98,13.2,-1.0
31,Will Barton,SF,DEN,7000.0,8.98,28.0,-1.0
32,Markieff Morris,PF,WAS,5000.0,8.92,32.9,-1.0
33,Damian Lillard,PG,POR,10000.0,8.7,44.9,2.2
34,Goran Dragic,PG,MIA,6700.0,8.46,34.3,-1.0
35,Ben Simmons,PG,PHI,11100.0,8.42,10.0,2.0
36,Marcus Morris,PF,BOS,4800.0,7.6,25.2,-1.0
37,Rajon Rondo,PG,LAL,4700.0,7.5,40.4,-1.0
38,Jayson Tatum,PF,BOS,6600.0,7.48,42.8,1.6
39,Justin Holiday,SG,CHI,4400.0,7.4,35.2,-1.0
40,Otto Jr,SF,WAS,6600.0,7.04,0.0,-1.0
41,Brandon Ingram,PF,LAL,6800.0,6.92,19.8,-1.0
42,Fred VanVleet,PG,TOR,4500.0,6.8,24.3,-1.0
43,PJ Tucker,PF,HOU,4700.0,6.72,0.0,-1.0
44,Rodney McGruder,SG,MIA,3500.0,6.62,40.0,-1.0
45,Eric Gordon,SG,HOU,5700.0,6.6,16.7,-1.0
46,Joe Harris,SG,BKN,4500.0,6.48,27.9,-1.0
47,Dario Saric,PF,PHI,5700.0,6.48,0.0,-1.0
48,Joel Embiid,C1B,PHI,10900.0,6.3,48.5,2.8
49,Robert Covington,SF,PHI,6700.0,6.18,25.3,-1.0
50,Jarrett Allen,C1B,BKN,6800.0,5.89,10.6,1.2
51,Trevor Ariza,SF,PHO,6400.0,5.78,10.1,-1.0
52,Jeff Green,SF,WAS,3900.0,5.76,14.9,-1.0
53,Jamal Murray,PG,DEN,6000.0,5.74,43.1,1.6
54,Ryan Anderson,PF,PHO,3600.0,5.72,12.2,-1.0
55,Bojan Bogdanovic,SF,IND,4500.0,5.18,16.4,1.7
56,DeAndre Jordan,C1B,DAL,7500.0,5.17,55.5,-1.0
57,Bradley Beal,SG,WAS,8000.0,5.14,49.6,2.1
58,Malik Monk,SG,CHA,5600.0,5.14,20.7,-1.0
59,Glenn III,SF,DET,3500.0,5.02,6.4,-1.0
60,Carmelo Anthony,SF,HOU,5100.0,4.94,21.5,-1.0
61,Kyrie Irving,PG,BOS,7800.0,4.92,28.7,2.2
62,Al-Farouq Aminu,PF,POR,5400.0,4.86,21.7,-1.0
63,Josh Jackson,PF,PHO,5900.0,4.74,11.4,-1.0
64,JJ Redick,SG,PHI,5200.0,4.6,0.0,-1.0
65,Bryn Forbes,PG,SA,3800.0,4.38,23.9,-1.0
66,Jabari Parker,SF,CHI,6100.0,4.32,21.7,-1.0
67,DeMar DeRozan,SG,SA,8100.0,4.32,49.1,-1.0
68,Wendell Jr,PF,CHI,5200.0,4.12,0.0,-1.0
69,Kyle Kuzma,PF,LAL,5900.0,4.1,23.9,1.6
70,Andrew Wiggins,SF,MIN,6900.0,4.08,25.6,1.7
71,Ian Mahinmi,C1B,WAS,3600.0,4.07,16.7,-1.0
72,Wesley Matthews,SG,DAL,4900.0,4.06,24.8,-1.0
73,Jaylen Brown,SG,BOS,5300.0,4.04,17.0,-1.0
74,Marcus Smart,SG,BOS,4900.0,3.98,23.3,-1.0
