Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Anthony Davis,PF,NO,12900.0,21.68,57.7,2.8
1,Russell Westbrook,PG,OKC,11300.0,20.38,65.9,2.8
2,LeBron James,SF,LAL,11000.0,15.24,66.1,2.8
3,Josh Jackson,PF,PHO,5500.0,15.06,24.0,-1.0
4,Blake Griffin,PF,DET,9000.0,14.5,50.4,2.3
5,Kemba Walker,PG,CHA,8700.0,14.4,41.2,2.0
6,Larry Jr,PF,CLE,5300.0,13.78,0.0,1.0
7,Giannis Antetokounmpo,SF,MIL,12200.0,13.68,55.5,2.8
8,Kawhi Leonard,SF,TOR,10200.0,12.58,53.6,2.2
9,Paul George,SF,OKC,9300.0,12.18,44.5,2.8
10,Kevin Durant,SF,GS,10600.0,11.96,25.6,2.3
11,Jamal Murray,PG,DEN,7400.0,11.62,41.5,1.7
12,De'Aaron Fox,PG,SAC,7700.0,11.34,58.4,-1.0
13,LaMarcus Aldridge,PF,SA,8400.0,11.06,28.1,-1.0
14,DeMar DeRozan,SG,SA,8600.0,10.5,64.1,-1.0
15,Stephen Curry,PG,GS,9900.0,10.38,36.8,2.3
16,Trevor Ariza,SF,PHO,5800.0,10.22,26.4,-1.0
17,Jeremy Lamb,SG,CHA,6600.0,10.16,14.8,1.4
18,Nikola Mirotic,SF,NO,7600.0,10.04,4.9,-1.0
19,Klay Thompson,SG,GS,6800.0,10.02,50.0,-1.0
20,Josh Richardson,SF,MIA,7100.0,9.88,25.1,1.5
21,Eric Bledsoe,PG,MIL,7700.0,9.86,28.2,-1.0
22,Ben Simmons,PG,PHI,9100.0,9.04,50.6,1.9
23,Buddy Hield,SG,SAC,6200.0,9.0,37.8,1.7
24,Jonas Jerebko,PF,GS,4500.0,8.94,19.5,-1.0
25,Serge Ibaka,PF,TOR,6600.0,8.84,20.7,1.7
26,Julius Randle,C1B,NO,7800.0,8.79,50.1,-1.0
27,Nikola Jokic,C1B,DEN,9500.0,8.64,43.2,2.1
28,Tristan Thompson,C1B,CLE,7800.0,8.61,11.2,-1.0
29,Jaren Jr,PF,MEM,7400.0,8.52,0.0,-1.0
30,Jonathan Isaac,SF,ORL,5100.0,8.42,20.2,-1.0
31,Kyle Lowry,PG,TOR,7800.0,8.36,24.1,-1.0
32,Darren Collison,PG,IND,6700.0,8.34,20.6,1.2
33,Tim Frazier,PG,NO,5600.0,7.64,19.8,-1.0
34,Dwyane Wade,SG,MIA,5600.0,7.52,6.2,1.7
35,Marvin Williams,PF,CHA,4900.0,7.48,31.0,-1.0
36,Paul Millsap,PF,DEN,6400.0,7.28,29.1,1.5
37,Bogdan Bogdanovic,SG,SAC,6800.0,7.28,25.8,1.6
38,Alec Burks,SG,CLE,4000.0,7.08,44.9,-1.0
39,Mike Conley,PG,MEM,9200.0,7.02,29.6,-1.0
40,Jrue Holiday,SG,NO,9400.0,6.96,42.5,1.9
41,Tyreke Evans,SF,IND,5100.0,6.66,19.1,-1.0
42,Lauri Markkanen,PF,CHI,6700.0,6.5,45.4,-1.0
43,Tyler Johnson,PG,MIA,4800.0,6.36,22.5,-1.0
44,Deandre Ayton,C1B,PHO,6700.0,6.31,32.2,-1.0
45,DeMarre Carroll,SF,BKN,4100.0,6.26,24.1,-1.0
46,Reggie Jackson,PG,DET,5500.0,6.18,30.3,-1.0
47,Spencer Dinwiddie,PG,BKN,6000.0,6.06,31.4,1.7
48,Wendell Jr,PF,CHI,6400.0,5.96,0.0,-1.0
49,Justin Holiday,SG,CHI,5900.0,5.94,35.2,-1.0
50,DJ Augustin,PG,ORL,4700.0,5.9,0.0,-1.0
51,Marvin III,PF,SAC,6800.0,5.9,23.7,1.7
52,D'Angelo Russell,SG,BKN,7400.0,5.84,39.5,-1.0
53,Dennis Schroder,SG,OKC,5700.0,5.74,0.0,1.6
54,Jabari Parker,SF,CHI,6700.0,5.6,32.4,-1.0
55,Rodney McGruder,SG,MIA,4800.0,5.56,20.0,-1.0
56,Cory Joseph,PG,IND,4400.0,5.46,26.6,-1.0
57,Bojan Bogdanovic,SF,IND,5100.0,5.44,35.6,1.6
58,De'Anthony Melton,PG,PHO,5100.0,5.42,20.6,-1.0
59,Malcolm Brogdon,SG,MIL,5900.0,5.38,26.9,-1.0
60,Terrence Ross,SG,ORL,5500.0,5.32,17.9,-1.0
61,Pascal Siakam,PF,TOR,6300.0,5.28,34.2,1.6
62,Zach LaVine,SG,CHI,8300.0,5.28,37.3,-1.0
63,Jerami Grant,PF,OKC,5400.0,5.26,21.6,-1.0
64,Andre Drummond,C1B,DET,8800.0,5.11,44.0,2.1
65,Kyle Kuzma,PF,LAL,7100.0,5.04,43.6,1.6
66,Aaron Gordon,PF,ORL,7600.0,5.0,46.8,1.3
67,Trey Lyles,PF,DEN,3600.0,4.98,25.0,-1.0
68,Rudy Gay,SF,SA,5800.0,4.94,26.2,1.5
69,Nikola Vucevic,C1B,ORL,9200.0,4.91,35.0,1.9
70,Collin Sexton,PG,CLE,4900.0,4.9,22.2,-1.0
71,Thaddeus Young,PF,IND,5300.0,4.84,33.4,1.2
72,Jimmy Butler,SG,PHI,8100.0,4.72,66.2,-1.0
