Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Quinn Cook,PG,GS,3500.0,85.18,10.9,-1.0
1,James Harden,SG,HOU,12600.0,50.38,37.6,2.8
2,Kyle Kuzma,PF,LAL,6000.0,43.02,39.2,1.7
3,Buddy Hield,SG,SAC,7900.0,41.26,28.7,1.7
4,Kevin Durant,SF,GS,9600.0,40.22,37.5,2.1
5,Julius Randle,PF,NO,9000.0,39.22,20.6,-1.0
6,Elfrid Payton,PG,NO,8900.0,36.6,18.8,-1.0
7,Stephen Curry,PG,GS,9900.0,36.3,40.3,2.0
8,Kyrie Irving,PG,BOS,10300.0,35.5,39.4,2.2
9,Marvin III,PF,SAC,7500.0,33.36,46.2,1.7
10,Gordon Hayward,SF,BOS,4800.0,32.68,29.5,1.4
11,De'Aaron Fox,PG,SAC,9100.0,24.72,41.2,-1.0
12,Danuel House,SF,HOU,3900.0,22.7,23.2,-1.0
13,Cheick Diallo,PF,NO,4400.0,21.34,17.1,-1.0
14,Andre Drummond,C1B,DET,11100.0,19.85,31.2,1.9
15,Harrison Barnes,SF,SAC,5700.0,18.94,16.2,-1.0
16,Klay Thompson,SG,GS,8300.0,18.62,28.4,-1.0
17,Marcus Morris,PF,BOS,5100.0,18.14,24.2,-1.0
18,Blake Griffin,PF,DET,8500.0,17.86,42.2,2.1
19,Rajon Rondo,PG,LAL,6500.0,17.64,22.5,-1.0
20,LeBron James,SF,LAL,10700.0,16.26,63.7,2.8
21,LaMarcus Aldridge,PF,SA,8700.0,15.4,72.6,-1.0
22,Jaylen Brown,SG,BOS,4700.0,15.22,8.2,-1.0
23,Chris Paul,PG,HOU,8200.0,13.1,45.1,-1.0
24,Kentavious Caldwell-Pope,SG,LAL,4800.0,12.16,29.6,-1.0
25,Reggie Jackson,PG,DET,5100.0,11.02,10.0,-1.0
26,Draymond Green,PF,GS,7400.0,10.96,29.0,0.9
27,Frank Jackson,PG,NO,5400.0,10.76,32.6,-1.0
28,Clint Capela,C1B,HOU,8100.0,10.64,27.9,-1.0
29,Rudy Gay,SF,SA,6100.0,10.6,20.3,1.4
30,Anthony Davis,PF,NO,7800.0,10.58,30.5,2.7
31,JaVale McGee,C1B,LAL,6300.0,9.81,48.6,1.4
32,Marcus Smart,SG,BOS,5000.0,9.64,19.3,-1.0
33,DeMar DeRozan,SG,SA,9200.0,9.5,37.5,-1.0
34,Eric Gordon,SG,HOU,4700.0,9.18,29.0,-1.0
35,Nemanja Bjelica,SF,SAC,5200.0,8.22,21.2,-1.0
36,Darius Miller,SF,NO,4000.0,7.74,11.4,-1.0
37,Alex Caruso,PG,LAL,5000.0,7.6,7.4,-1.0
38,Ish Smith,PG,DET,4900.0,7.46,21.2,-1.0
39,Willie Cauley-Stein,C1B,SAC,6700.0,7.17,31.3,1.4
40,Kenrich Williams,SF,NO,5300.0,6.96,15.9,-1.0
41,Glenn III,SF,DET,3500.0,6.88,0.0,0.0
42,PJ Tucker,PF,HOU,4500.0,6.68,0.0,-1.0
43,Jahlil Okafor,C1B,NO,3500.0,6.27,14.3,-1.0
44,Greg Monroe,C1B,BOS,3900.0,5.83,7.9,-1.0
45,Tyson Chandler,C1B,LAL,3500.0,5.69,6.6,-1.0
46,Jakob Poeltl,C1B,SA,4600.0,5.31,0.0,0.0
47,Derrick White,PG,SA,5900.0,5.02,16.3,-1.0
48,Bogdan Bogdanovic,SG,SAC,4300.0,4.72,30.4,1.6
49,Khyri Thomas,SG,DET,3500.0,4.54,0.0,0.0
50,Gerald Green,SF,HOU,3500.0,4.42,0.0,0.0
51,Moritz Wagner,C1B,LAL,3500.0,3.5,1.2,-1.0
52,Andrew Bogut,C1B,GS,3500.0,3.45,27.5,-1.0
53,Austin Rivers,SG,HOU,3500.0,3.12,9.7,-1.0
54,Wayne Ellington,SG,DET,4800.0,3.02,13.5,-1.0
55,Johnathan Williams,PF,LAL,3500.0,2.92,0.0,0.0
56,Luke Kennard,SG,DET,4000.0,2.92,31.1,-1.0
57,Langston Galloway,SG,DET,3500.0,2.6,13.5,-1.0
58,Patty Mills,PG,SA,4100.0,2.56,19.2,-1.0
59,Kevon Looney,C1B,GS,3600.0,2.47,16.4,-1.0
60,Jon Leuer,PF,DET,3500.0,2.38,0.0,0.0
61,Kenneth Faried,PF,HOU,3800.0,2.3,29.5,-1.0
62,Davis Bertans,SF,SA,3600.0,2.16,18.2,-1.0
63,Yogi Ferrell,PG,SAC,3500.0,2.08,13.4,-1.0
64,Marco Belinelli,SG,SA,3700.0,2.02,9.8,-1.0
65,Thon Maker,C1B,DET,4200.0,1.95,18.2,-1.0
66,Iman Shumpert,SG,HOU,3700.0,1.74,0.0,-1.0
67,Bryn Forbes,PG,SA,3900.0,1.58,5.4,-1.0
68,Stanley Johnson,SF,NO,3500.0,1.28,21.5,-1.0
