Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Kevin Durant,SF,GS,11500.0,51.56,53.0,2.3
1,LaMarcus Aldridge,PF,SA,8100.0,34.74,54.1,-1.0
2,Klay Thompson,SG,GS,7500.0,33.54,26.4,-1.0
3,Quinn Cook,PG,GS,5900.0,33.5,30.6,-1.0
4,LeBron James,SF,LAL,12100.0,33.18,72.1,2.8
5,DeMar DeRozan,SG,SA,9200.0,32.28,38.7,-1.0
6,Lonzo Ball,PG,LAL,5800.0,30.24,18.7,-1.0
7,Rodney McGruder,SG,MIA,4800.0,26.52,25.4,-1.0
8,CJ McCollum,SG,POR,6600.0,26.36,33.4,1.7
9,Emmanuel Mudiay,PG,NY,4500.0,24.66,14.2,-1.0
10,Josh Richardson,SF,MIA,7500.0,24.08,34.7,1.6
11,Evan Turner,SF,POR,4300.0,23.86,23.6,-1.0
12,Hassan Whiteside,C1B,MIA,8900.0,21.87,27.4,-1.0
13,Wayne Ellington,SG,MIA,3800.0,21.2,21.9,-1.0
14,Damian Lillard,PG,POR,9400.0,21.08,56.7,2.2
15,Terrence Ross,SG,ORL,5100.0,20.6,18.3,-1.0
16,Nikola Vucevic,C1B,ORL,8700.0,20.42,56.5,2.2
17,Aaron Gordon,PF,ORL,8200.0,20.32,34.2,1.6
18,Brandon Ingram,PF,LAL,6100.0,20.26,24.9,-1.0
19,John Wall,PG,WAS,9800.0,19.78,40.1,-1.0
20,Justise Winslow,SF,MIA,5300.0,18.88,15.2,1.5
21,Rudy Gay,SF,SA,5700.0,18.44,33.5,1.6
22,Bradley Beal,SG,WAS,8400.0,15.4,26.3,2.1
23,Tim Jr,SG,NY,7400.0,14.46,0.0,-1.0
24,Al-Farouq Aminu,PF,POR,5400.0,14.4,22.1,-1.0
25,Kyle Kuzma,PF,LAL,6300.0,13.5,19.7,1.6
26,Markieff Morris,PF,WAS,4700.0,13.48,7.1,-1.0
27,Evan Fournier,SG,ORL,6400.0,13.12,35.8,-1.0
28,Noah Vonleh,PF,NY,4000.0,12.9,20.3,1.0
29,Bryn Forbes,PG,SA,3600.0,12.9,18.1,-1.0
30,Allonzo Trier,SG,NY,4600.0,12.74,9.4,-1.0
31,Kevin Knox,PF,NY,4900.0,12.1,5.4,-1.0
32,Mario Hezonja,SF,NY,3800.0,12.06,0.0,0.0
33,Jonas Jerebko,PF,GS,3900.0,11.56,22.0,-1.0
34,DJ Augustin,PG,ORL,4400.0,9.7,0.0,-1.0
35,Jeff Green,SF,WAS,3900.0,9.48,27.1,-1.0
36,JaVale McGee,C1B,LAL,6500.0,9.29,18.6,1.3
37,Dwight Howard,C1B,WAS,7400.0,9.25,2.6,-1.0
38,Josh Hart,SG,LAL,4400.0,9.14,15.7,-1.0
39,Tyler Johnson,PG,MIA,4700.0,8.62,29.7,-1.0
40,Enes Kanter,C1B,NY,5900.0,7.92,47.3,-1.0
41,Patty Mills,PG,SA,4100.0,7.88,23.5,-1.0
42,Otto Jr,SF,WAS,5600.0,7.64,0.0,-1.0
43,Kelly Olynyk,PF,MIA,3700.0,7.64,5.4,-1.0
44,Kevon Looney,C1B,GS,3900.0,7.08,16.4,-1.0
45,Jusuf Nurkic,C1B,POR,7600.0,6.85,43.8,-1.0
46,Andre Iguodala,SG,GS,3900.0,6.62,15.7,-1.0
47,James Johnson,PF,MIA,5600.0,5.82,11.0,-1.0
48,Kelly Jr,SF,WAS,4400.0,5.58,0.0,-1.0
49,Jarell Martin,PF,ORL,3500.0,5.42,0.0,0.0
50,Damion Lee,SG,GS,3500.0,5.34,3.6,-1.0
51,Jonathan Isaac,SF,ORL,4800.0,5.28,34.3,-1.0
52,Zach Collins,PF,POR,4000.0,5.22,14.1,-1.0
53,Marco Belinelli,SG,SA,3600.0,4.48,12.5,-1.0
54,Lance Stephenson,SF,LAL,3700.0,4.38,9.3,-1.0
55,Damyean Dotson,SG,NY,3800.0,4.36,2.0,-1.0
56,Dante Cunningham,SF,SA,3700.0,4.32,10.5,-1.0
57,Mitchell Robinson,C1B,NY,4500.0,4.32,5.4,0.8
58,Jonathon Simmons,SF,ORL,3800.0,4.02,18.6,-1.0
59,Mohamed Bamba,C1B,ORL,3900.0,3.64,11.4,-1.0
60,Jordan Bell,C1B,GS,3800.0,3.38,1.2,-1.0
61,Tyson Chandler,C1B,LAL,4200.0,2.94,16.2,-1.0
62,Jakob Poeltl,C1B,SA,3700.0,2.52,0.0,0.0
63,Frank Ntilikina,PG,NY,3500.0,2.26,8.4,-1.0
64,Ian Mahinmi,C1B,WAS,3500.0,1.84,0.0,0.0
65,Damian Jones,C1B,GS,3600.0,1.83,16.1,-1.0
66,Caleb Swanigan,PF,POR,3500.0,1.68,0.0,0.0
67,Wes Iwundu,SF,ORL,3600.0,1.58,0.0,0.0
68,Trey Burke,PG,NY,3900.0,1.56,40.6,-1.0
69,Kentavious Caldwell-Pope,SG,LAL,3800.0,1.42,28.8,-1.0
70,Shaun Livingston,PG,GS,3500.0,1.42,11.2,-1.0
71,Meyers Leonard,PF,POR,3700.0,1.28,6.2,-1.0
72,Jerian Grant,PG,ORL,3800.0,1.24,0.2,-1.0
73,Nik Stauskas,SG,POR,3500.0,1.22,5.7,-1.0
74,Bam Adebayo,C1B,MIA,4100.0,1.19,18.1,-1.0
75,Jake Layman,SF,POR,3500.0,1.14,20.4,-1.0
76,Johnathan Williams,PF,LAL,3500.0,1.04,0.0,0.0
