Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Fred VanVleet,PG,TOR,5500.0,43.84,27.5,-1.0
1,Russell Westbrook,PG,OKC,11800.0,42.06,44.8,2.8
2,Kyle Kuzma,PF,LAL,7200.0,37.8,35.8,1.7
3,Kawhi Leonard,SF,TOR,10200.0,32.78,35.8,2.2
4,Josh Hart,SG,LAL,3700.0,30.88,38.9,-1.0
5,De'Aaron Fox,PG,SAC,9000.0,30.56,50.3,-1.0
6,Lonzo Ball,PG,LAL,6500.0,30.0,22.4,-1.0
7,Buddy Hield,SG,SAC,6900.0,28.24,24.6,1.7
8,Paul George,SF,OKC,10600.0,28.2,45.0,2.8
9,Delon Wright,SG,TOR,3800.0,24.66,12.2,-1.0
10,Robert Covington,SF,MIN,6500.0,24.5,29.8,-1.0
11,Brandon Ingram,SF,LAL,6800.0,24.26,48.9,-1.0
12,Ivica Zubac,C1B,LAL,6400.0,22.97,0.0,0.0
13,Pascal Siakam,PF,TOR,6600.0,21.84,37.4,1.5
14,Jerami Grant,PF,OKC,5700.0,20.6,18.4,-1.0
15,Kris Dunn,PG,CHI,7900.0,20.56,31.6,-1.0
16,Nemanja Bjelica,SF,SAC,5900.0,19.84,21.8,-1.0
17,Luka Doncic,SG,DAL,8600.0,19.38,36.1,-1.0
18,Jimmy Butler,SG,PHI,8300.0,18.56,18.6,-1.0
19,Dennis Schroder,SG,OKC,5600.0,18.48,0.0,1.7
20,Damian Lillard,PG,POR,8800.0,18.2,23.9,2.1
21,OG Anunoby,SF,TOR,3700.0,16.98,11.6,-1.0
22,Tyler Johnson,PG,MIA,4700.0,16.26,14.2,-1.0
23,Justise Winslow,SF,MIA,6400.0,16.22,31.9,1.5
24,Lauri Markkanen,PF,CHI,7400.0,16.18,34.5,-1.0
25,Karl-Anthony Towns,C1B,MIN,9900.0,14.64,90.1,2.1
26,Harrison Barnes,SF,DAL,5700.0,14.38,27.2,-1.0
27,Serge Ibaka,PF,TOR,6700.0,13.96,24.4,1.7
