Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Russell Westbrook,PG,OKC,12100.0,85.9,38.3,0
1,Paul George,SF,OKC,10600.0,57.66,39.1,0
2,Nikola Vucevic,C1B,ORL,9400.0,43.34,16.7,0
3,Damian Lillard,PG,POR,9700.0,42.36,55.8,0
4,LaMarcus Aldridge,PF,SA,8300.0,41.18,37.1,0
5,Aaron Gordon,PF,ORL,7100.0,39.68,30.0,0
6,Kawhi Leonard,SF,TOR,9300.0,30.7,52.8,0
7,DeMar DeRozan,SG,SA,8500.0,30.18,47.4,0
8,Jerami Grant,PF,OKC,5600.0,27.58,12.8,0
9,Khem Birch,PF,ORL,3600.0,25.02,11.4,0
10,Dennis Schroder,SG,OKC,5200.0,21.56,0.0,0
11,Maurice Harkless,SF,POR,4700.0,21.34,30.8,0
12,Rudy Gay,SF,SA,5400.0,19.6,18.3,0
13,Mason Plumlee,C1B,DEN,4500.0,18.68,15.0,0
14,CJ McCollum,SG,POR,6900.0,17.92,50.1,0
15,Monte Morris,SG,DEN,4000.0,16.8,24.2,0
16,Kyle Lowry,PG,TOR,7800.0,16.22,0.0,0
17,Jonathan Isaac,SF,ORL,5100.0,16.0,8.8,0
18,Enes Kanter,C1B,POR,7800.0,15.38,10.0,0
19,Evan Turner,SF,POR,4500.0,15.34,1.6,0
20,Evan Fournier,SG,ORL,5600.0,15.26,20.5,0
21,DJ Augustin,PG,ORL,6200.0,15.24,0.0,0
22,Jamal Murray,PG,DEN,7700.0,14.84,35.4,0
23,Nikola Jokic,C1B,DEN,10600.0,14.72,51.6,0
24,Pascal Siakam,PF,TOR,7800.0,14.54,32.5,0
25,Terrence Ross,SG,ORL,6100.0,14.28,20.6,0
26,Al-Farouq Aminu,PF,POR,5500.0,12.52,24.3,0
27,Serge Ibaka,PF,TOR,5700.0,11.54,26.6,0
28,Will Barton,SF,DEN,5600.0,11.14,13.5,0
29,Derrick White,PG,SA,5800.0,11.14,21.8,0
30,Gary Harris,SG,DEN,4600.0,10.36,30.5,0
31,Steven Adams,C1B,OKC,6500.0,10.32,29.3,0
32,Paul Millsap,PF,DEN,5500.0,9.64,34.9,0
33,Rodney Hood,SF,POR,3600.0,9.2,7.0,0
34,Marc Gasol,C1B,TOR,5700.0,8.99,32.1,0
35,Seth Curry,PG,POR,3700.0,8.94,10.5,0
36,Bryn Forbes,PG,SA,4700.0,8.18,16.3,0
37,Fred VanVleet,PG,TOR,4800.0,7.64,11.0,0
38,Danny Green,SG,TOR,4700.0,7.44,12.2,0
39,Markieff Morris,PF,OKC,3600.0,7.4,20.8,0
40,Michael Carter-Williams,PG,ORL,4100.0,7.18,19.8,0
41,Eric Moreland,PF,TOR,3500.0,6.98,2.4,0
42,Patty Mills,PG,SA,3700.0,5.44,15.1,0
43,Davis Bertans,SF,SA,3600.0,5.16,10.5,0
44,Norman Powell,SF,TOR,3600.0,4.32,17.3,0
45,Jake Layman,SF,POR,3500.0,3.12,5.6,0
46,Marco Belinelli,SG,SA,3500.0,2.94,10.7,0
47,Malik Beasley,SG,DEN,3900.0,2.42,16.1,0
48,Zach Collins,PF,POR,3800.0,2.24,19.8,0
49,Wes Iwundu,SF,ORL,3500.0,2.18,0.0,0
50,Terrance Ferguson,SG,OKC,3600.0,1.96,9.6,0
51,Jeremy Lin,PG,TOR,3500.0,1.54,5.5,0
52,Nerlens Noel,C1B,OKC,3500.0,1.36,22.4,0
53,Torrey Craig,SG,DEN,3600.0,1.36,1.5,0
54,Jakob Poeltl,C1B,SA,4300.0,1.34,0.0,0
