Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Giannis Antetokounmpo,SF,MIL,11900.0,40.48,61.2,2.7
1,Kevin Durant,SF,GS,9600.0,30.74,52.1,2.1
2,Jrue Holiday,SG,NO,9400.0,28.38,43.7,1.8
3,Monte Morris,SG,DEN,6400.0,23.54,34.5,-1.0
4,James Harden,SG,HOU,14000.0,23.44,51.7,2.8
5,Dwight Powell,PF,DAL,5500.0,21.1,40.4,-1.0
6,Stephen Curry,PG,GS,9200.0,19.92,41.5,2.2
7,Nikola Jokic,C1B,DEN,10800.0,19.48,60.8,2.3
8,Kenneth Faried,PF,HOU,8000.0,18.98,34.7,-1.0
9,Kenrich Williams,PF,NO,5400.0,18.72,29.4,-1.0
10,Jahlil Okafor,C1B,NO,7800.0,17.25,19.0,-1.0
11,Darius Miller,SF,NO,4800.0,17.24,21.2,-1.0
12,Luka Doncic,SG,DAL,9700.0,16.28,47.5,-1.0
13,Will Barton,SF,DEN,5500.0,15.44,13.1,-1.0
14,D'Angelo Russell,SG,BKN,8300.0,15.16,47.7,-1.0
15,Donovan Mitchell,SG,UTA,8800.0,15.12,29.6,-1.0
16,Rudy Gay,SF,SA,6000.0,14.8,20.1,1.6
17,Maxi Kleber,PF,DAL,5200.0,14.62,20.4,-1.0
18,De'Aaron Fox,PG,SAC,8000.0,14.46,15.4,-1.0
19,Buddy Hield,SG,SAC,6700.0,14.02,29.0,1.6
20,Kelly Jr,SF,PHO,6800.0,13.84,0.0,-1.0
21,Kemba Walker,PG,CHA,9300.0,13.74,54.2,2.3
22,Malik Beasley,SG,DEN,5100.0,13.52,22.9,-1.0
23,Lauri Markkanen,PF,CHI,7800.0,13.3,43.0,-1.0
24,Jalen Brunson,PG,DAL,4100.0,13.02,28.9,-1.0
25,Richaun Holmes,PF,PHO,3800.0,12.14,13.3,-1.0
26,Trey Burke,PG,DAL,5500.0,12.12,1.7,-1.0
27,Frank Jackson,PG,NO,3700.0,11.74,17.0,-1.0
28,Josh Jackson,PF,PHO,6400.0,11.46,53.3,-1.0
29,Shabazz Napier,PG,BKN,5900.0,11.04,27.9,-1.0
30,Jamal Murray,PG,DEN,6500.0,10.78,40.1,1.7
31,Bradley Beal,SG,WAS,9000.0,10.66,49.6,2.2
32,Harrison Barnes,SF,DAL,5900.0,10.62,14.1,-1.0
33,Draymond Green,PF,GS,7500.0,10.2,22.0,0.8
34,Julius Randle,PF,NO,8500.0,10.18,41.9,-1.0
35,Klay Thompson,SG,GS,7100.0,10.18,47.2,-1.0
36,Khris Middleton,SG,MIL,6700.0,10.0,24.4,1.6
37,Rudy Gobert,C1B,UTA,8900.0,9.39,51.4,1.8
38,DeMarcus Cousins,C1B,GS,7500.0,9.27,33.7,-1.0
39,Tomas Satoransky,PG,WAS,6700.0,9.18,0.0,-1.0
40,Marvin III,PF,SAC,6800.0,8.8,27.5,1.7
41,Ricky Rubio,PG,UTA,6300.0,8.52,36.8,1.3
42,Jeff Green,PF,WAS,5800.0,8.24,30.3,-1.0
43,Tim Frazier,PG,NO,4100.0,7.76,0.0,-1.0
44,Rondae Hollis-Jefferson,PF,BKN,4400.0,7.32,18.9,-1.0
45,Nicolas Batum,SF,CHA,5200.0,7.2,33.9,-1.0
46,Tim Jr,SG,DAL,6100.0,7.14,0.0,-1.0
47,Zach LaVine,SG,CHI,7300.0,7.12,53.1,-1.0
48,Kris Dunn,PG,CHI,6600.0,7.0,41.8,-1.0
49,Trevor Ariza,SF,WAS,6400.0,6.94,23.6,-1.0
50,Derrick Favors,PF,UTA,5600.0,6.66,28.6,1.4
51,Elie Okobo,PG,PHO,3800.0,6.42,0.0,-1.0
52,Dragan Bender,PF,PHO,4300.0,6.3,6.0,-1.0
53,Deandre Ayton,C1B,PHO,7400.0,6.06,29.3,-1.0
54,Bogdan Bogdanovic,SG,SAC,5400.0,6.06,34.3,1.5
55,Eric Bledsoe,PG,MIL,7500.0,5.98,50.7,-1.0
56,Mikal Bridges,SF,PHO,5400.0,5.9,21.6,-1.0
57,Bryn Forbes,PG,SA,4400.0,5.76,13.9,-1.0
