Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,James Harden,SG,HOU,13500.0,36.78,95.0,2.7
1,Ben Simmons,PG,PHI,9900.0,16.42,55.5,1.9
2,Royce O'Neale,SF,UTA,5300.0,15.9,19.1,-1.0
3,Marcus Morris,PF,BOS,5300.0,13.34,27.1,-1.0
4,Donovan Mitchell,SG,UTA,8300.0,13.28,61.2,-1.0
5,Zaza Pachulia,C1B,DET,4200.0,13.17,25.5,-1.0
6,Nikola Vucevic,C1B,ORL,9900.0,12.88,59.3,2.2
7,Jaylen Brown,SG,BOS,4300.0,11.6,32.2,-1.0
8,Kemba Walker,PG,CHA,9000.0,11.56,45.9,2.1
9,Nikola Mirotic,SF,NO,6700.0,11.42,22.9,-1.0
10,PJ Tucker,PF,HOU,5500.0,11.24,0.0,-1.0
11,Terry Rozier,PG,BOS,4500.0,11.02,45.6,-1.0
12,LaMarcus Aldridge,PF,SA,8200.0,10.36,38.0,-1.0
13,Pascal Siakam,PF,TOR,6700.0,10.24,32.8,1.3
14,D'Angelo Russell,SG,BKN,8600.0,10.04,51.4,-1.0
15,Victor Oladipo,SG,IND,7800.0,9.94,8.1,-1.0
16,Kyle Lowry,PG,TOR,7500.0,9.68,34.5,-1.0
17,Jonathan Isaac,SF,ORL,5100.0,9.64,34.8,-1.0
18,Noah Vonleh,PF,NY,5400.0,9.52,32.0,1.1
19,Blake Griffin,PF,DET,9800.0,9.3,60.3,2.2
20,Fred VanVleet,PG,TOR,4600.0,9.16,18.9,-1.0
21,Emmanuel Mudiay,PG,NY,6300.0,8.9,17.8,-1.0
22,Serge Ibaka,PF,TOR,6700.0,8.9,49.7,1.5
23,Justise Winslow,SF,MIA,6400.0,8.84,13.9,1.5
24,Domantas Sabonis,PF,IND,7000.0,8.82,23.7,1.6
25,Tyler Johnson,PG,MIA,4300.0,8.72,26.9,-1.0
26,DeMar DeRozan,SG,SA,7700.0,8.48,44.3,-1.0
27,Jayson Tatum,PF,BOS,6500.0,8.46,27.9,1.6
28,Jrue Holiday,SG,NO,9500.0,8.36,45.5,2.1
29,DJ Augustin,PG,ORL,4600.0,8.34,0.0,-1.0
30,Elfrid Payton,PG,NO,5700.0,8.2,15.1,-1.0
