Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Buddy Hield,SG,SAC,7400.0,25.68,40.4,1.6
1,Jabari Parker,SF,WAS,6800.0,21.88,24.7,-1.0
2,Joel Embiid,C1B,PHI,12100.0,20.83,40.4,2.8
3,Bradley Beal,SG,WAS,10100.0,20.2,25.1,2.1
4,Delon Wright,SG,MEM,5600.0,19.14,29.8,-1.0
5,Devin Booker,SG,PHO,9300.0,18.84,52.4,-1.0
6,Kevin Durant,SF,GS,9600.0,18.74,36.0,2.2
7,Lauri Markkanen,PF,CHI,7900.0,18.32,32.0,-1.0
8,Tyus Jones,PG,MIN,5400.0,16.04,31.1,-1.0
9,Trae Young,PG,ATL,7700.0,15.94,52.7,-1.0
10,Maxi Kleber,PF,DAL,4900.0,15.44,25.8,-1.0
11,Tobias Harris,PF,PHI,7600.0,15.18,27.8,-1.0
12,De'Anthony Melton,PG,PHO,3600.0,14.88,18.1,-1.0
13,Karl-Anthony Towns,C1B,MIN,11300.0,14.72,66.1,2.1
14,Damian Lillard,PG,POR,10800.0,14.08,44.7,2.1
15,Luka Doncic,SG,DAL,9600.0,13.54,57.2,-1.0
16,Klay Thompson,SG,GS,8200.0,13.46,13.4,-1.0
17,Andre Drummond,C1B,DET,11000.0,13.34,39.7,1.8
18,Jimmy Butler,SG,PHI,8400.0,12.72,46.2,-1.0
19,De'Aaron Fox,PG,SAC,8900.0,12.64,30.3,-1.0
20,Draymond Green,PF,GS,7300.0,11.92,13.6,0.8
21,Goran Dragic,PG,MIA,5900.0,11.8,13.2,-1.0
22,Troy Jr,SF,WAS,3500.0,11.66,0.0,-1.0
23,Jalen Brunson,PG,DAL,6000.0,11.34,23.3,-1.0
24,Mike Conley,PG,MEM,9400.0,11.1,34.1,-1.0
25,Blake Griffin,PF,DET,8300.0,11.0,39.4,2.1
26,Bobby Portis,PF,WAS,5700.0,10.64,28.7,-1.0
27,Mikal Bridges,SF,PHO,5100.0,10.4,29.8,-1.0
28,John Collins,PF,ATL,7900.0,10.04,35.8,-1.0
29,Dario Saric,PF,MIN,4100.0,9.9,0.0,-1.0
30,Derrick Jr,SF,MIA,3700.0,9.62,0.0,-1.0
31,Kris Dunn,PG,CHI,6300.0,9.58,0.0,-1.0
32,Ben Simmons,PG,PHI,9500.0,9.4,57.7,1.8
33,Harrison Barnes,SF,SAC,5800.0,9.02,35.2,-1.0
34,Deandre Ayton,C1B,PHO,8000.0,8.99,35.2,-1.0
35,Taurean Prince,SF,ATL,4700.0,8.96,33.5,-1.0
36,Tyler Dorsey,SG,MEM,3700.0,8.7,17.5,-1.0
37,Dwight Powell,PF,DAL,7000.0,8.68,21.7,-1.0
38,Marvin III,PF,SAC,7000.0,8.66,34.7,1.7
39,Donovan Mitchell,SG,UTA,9100.0,8.04,29.1,-1.0
40,Justin Holiday,SG,MEM,3900.0,7.86,18.6,-1.0
41,Reggie Jackson,PG,DET,5200.0,7.5,30.1,-1.0
42,Jonas Valanciunas,C1B,MEM,7800.0,7.18,46.3,-1.0
43,Josh Richardson,SF,MIA,6300.0,6.8,35.9,1.5
44,Shaquille Harrison,PG,CHI,4500.0,6.7,27.8,-1.0
