Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,James Harden,SG,HOU,11800.0,85.9,58.2,0
1,Stephen Curry,PG,GS,10000.0,63.7,33.6,0
2,Klay Thompson,SG,GS,6700.0,52.9,26.6,0
3,Kevin Durant,SF,GS,10500.0,52.04,69.2,0
4,Montrezl Harrell,PF,LAC,7200.0,43.3,35.0,0
5,PJ Tucker,PF,HOU,6000.0,34.42,0.0,0
6,Lou Williams,SG,LAC,7500.0,32.62,47.8,0
7,Jae Crowder,SF,UTA,4700.0,32.36,0.0,0
8,Royce O'Neale,SF,UTA,4500.0,29.26,24.0,0
9,Ricky Rubio,PG,UTA,7400.0,28.56,41.9,0
10,Chris Paul,PG,HOU,8100.0,26.52,38.1,0
11,Danilo Gallinari,SF,LAC,7500.0,25.1,39.4,0
12,Eric Gordon,SG,HOU,4800.0,24.7,29.1,0
13,Andre Iguodala,SG,GS,4500.0,24.2,28.8,0
14,Joe Ingles,SF,UTA,5700.0,21.58,39.7,0
15,Draymond Green,PF,GS,8400.0,20.94,28.4,0
16,Derrick Favors,PF,UTA,7100.0,18.42,20.8,0
17,Georges Niang,PF,UTA,3500.0,18.24,7.9,0
18,Donovan Mitchell,SG,UTA,9200.0,17.44,18.7,0
19,Andrew Bogut,C1B,GS,5000.0,16.31,18.0,0
20,Kenneth Faried,PF,HOU,3700.0,15.68,6.2,0
21,JaMychal Green,PF,LAC,4200.0,14.98,22.8,0
22,Shai Gilgeous-Alexander,PG,LAC,5500.0,14.78,13.1,0
23,Patrick Beverley,PG,LAC,5300.0,14.74,41.8,0
24,Kevon Looney,PF,GS,4100.0,14.26,14.9,0
25,Quinn Cook,PG,GS,3500.0,12.34,0.0,0
26,Clint Capela,C1B,HOU,7700.0,10.48,39.0,0
27,Danuel House,SF,HOU,3600.0,10.06,13.8,0
28,Rudy Gobert,C1B,UTA,8300.0,6.68,28.0,0
29,Thabo Sefolosha,SF,UTA,3500.0,6.38,1.4,0
30,Gerald Green,SF,HOU,3500.0,6.1,4.2,0
31,Ivica Zubac,C1B,LAC,3900.0,4.84,0.0,0
32,Landry Shamet,PG,LAC,4200.0,4.36,13.1,0
33,Alfonzo McKinnie,SF,GS,3500.0,3.94,9.4,0
34,Garrett Temple,SG,LAC,3500.0,2.5,6.5,0
35,Wilson Chandler,SF,LAC,3500.0,2.34,0.0,0
36,Austin Rivers,SG,HOU,3500.0,2.16,1.0,0
37,Jonas Jerebko,PF,GS,3500.0,1.9,0.0,0
38,Jordan Bell,C1B,GS,3500.0,1.09,0.0,0
