Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Giannis Antetokounmpo,SF,MIL,11600.0,51.7,66.5,2.7
1,James Harden,SG,HOU,13800.0,34.26,71.6,2.8
2,LaMarcus Aldridge,PF,SA,9500.0,29.24,39.3,-1.0
3,Jrue Holiday,SG,NO,9100.0,27.68,47.9,1.6
4,Monte Morris,SG,DEN,5800.0,27.46,24.9,-1.0
5,D'Angelo Russell,SG,BKN,8500.0,24.64,28.7,-1.0
6,Jahlil Okafor,C1B,NO,7500.0,24.52,47.1,-1.0
7,Shabazz Napier,PG,BKN,5800.0,24.44,30.8,-1.0
8,Blake Griffin,PF,DET,9400.0,23.0,29.4,1.9
9,Kenneth Faried,PF,HOU,8000.0,22.88,38.3,-1.0
10,Devin Booker,SG,PHO,9000.0,22.66,34.9,-1.0
11,Kelly Jr,SF,PHO,6600.0,22.34,0.0,-1.0
12,Nikola Jokic,C1B,DEN,11300.0,21.03,31.6,2.0
13,Josh Jackson,PF,PHO,6300.0,20.92,34.0,-1.0
14,Rudy Gay,SF,SA,6200.0,20.48,26.5,1.5
15,Darius Miller,SF,NO,4800.0,19.7,21.8,-1.0
16,De'Aaron Fox,PG,SAC,7600.0,19.02,41.2,-1.0
17,John Collins,PF,ATL,7600.0,18.06,30.2,-1.0
18,Kenrich Williams,PF,NO,4900.0,17.66,33.1,-1.0
19,Khris Middleton,SG,MIL,6800.0,16.52,28.6,1.6
20,Will Barton,SF,DEN,5400.0,16.44,27.1,-1.0
21,Buddy Hield,SG,SAC,6600.0,16.2,34.1,1.7
22,Richaun Holmes,PF,PHO,4400.0,15.04,13.4,-1.0
23,Trae Young,PG,ATL,7600.0,13.72,28.8,-1.0
24,Tomas Satoransky,PG,WAS,6500.0,13.3,0.0,-1.0
25,Bradley Beal,SG,WAS,9300.0,12.5,41.2,2.1
26,DeMar DeRozan,SG,SA,7800.0,11.44,39.8,-1.0
27,Darren Collison,PG,IND,6500.0,11.42,38.8,1.2
28,Thaddeus Young,PF,IND,6300.0,11.16,26.0,1.5
29,Malik Beasley,SG,DEN,4900.0,10.7,24.1,-1.0
