Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Anthony Davis,PF,NO,12800.0,34.78,55.8,2.8
1,Blake Griffin,PF,DET,9400.0,22.3,43.9,2.0
2,LaMarcus Aldridge,PF,SA,8100.0,20.74,21.0,-1.0
3,Giannis Antetokounmpo,SF,MIL,11500.0,20.2,54.4,2.8
4,Devin Booker,SG,PHO,7700.0,19.84,50.6,-1.0
5,Kemba Walker,PG,CHA,9300.0,16.96,54.3,2.0
6,Dennis Schroder,SG,OKC,7500.0,15.88,0.0,1.7
7,Montrezl Harrell,PF,LAC,7800.0,15.64,59.7,1.7
8,TJ Warren,SF,PHO,7000.0,15.54,32.8,-1.0
9,Jrue Holiday,SG,NO,9500.0,15.02,43.3,2.2
10,DeMar DeRozan,SG,SA,9000.0,14.32,35.7,-1.0
11,Paul George,SF,OKC,10000.0,12.82,42.3,2.8
12,Russell Westbrook,PG,OKC,11300.0,12.02,60.1,2.8
13,Harrison Barnes,SF,DAL,6300.0,11.86,11.7,-1.0
14,Larry Jr,PF,CLE,6700.0,11.46,0.0,1.0
15,Nikola Mirotic,SF,NO,8000.0,11.28,25.0,-1.0
16,Ben Simmons,PG,PHI,9400.0,10.74,44.7,1.8
17,Joel Embiid,C1B,PHI,11500.0,10.73,60.9,2.7
18,Domantas Sabonis,PF,IND,6800.0,10.56,45.3,1.4
19,Kyrie Irving,PG,BOS,8400.0,10.24,53.5,2.2
20,Collin Sexton,PG,CLE,6000.0,10.1,28.2,-1.0
21,Shelvin Mack,PG,MEM,5100.0,9.78,9.9,-1.0
22,Nicolas Batum,SF,CHA,5500.0,9.66,21.1,-1.0
23,Boban Marjanovic,C1B,LAC,4800.0,8.87,16.2,-1.0
24,Eric Bledsoe,PG,MIL,7500.0,8.8,41.5,-1.0
25,Omari Spellman,PF,ATL,3800.0,8.6,9.7,-1.0
26,Nikola Jokic,C1B,DEN,9500.0,8.46,33.5,2.0
27,Gordon Hayward,SF,BOS,6000.0,8.36,23.6,1.5
28,De'Aaron Fox,PG,SAC,7800.0,8.36,25.1,-1.0
29,Jordan Clarkson,SG,CLE,5700.0,8.1,24.8,-1.0
30,Andre Drummond,C1B,DET,10000.0,8.07,55.7,1.9
31,Paul Millsap,PF,DEN,5900.0,7.8,26.8,1.3
32,Lou Williams,SG,LAC,6800.0,7.64,37.9,1.8
