Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Kemba Walker,PG,CHA,9200.0,37.54,37.0,2.2
1,Giannis Antetokounmpo,SF,MIL,11500.0,28.82,54.2,2.8
2,Jrue Holiday,SG,NO,8300.0,28.48,40.4,2.2
3,Nikola Mirotic,SF,NO,7700.0,26.22,46.1,-1.0
4,Marvin III,PF,SAC,5500.0,23.1,26.0,1.7
5,Ersan Ilyasova,PF,MIL,5400.0,23.06,17.0,-1.0
6,Paul George,SF,OKC,9300.0,22.6,46.5,2.8
7,Dennis Schroder,SG,OKC,5100.0,21.12,0.0,1.7
8,Trae Young,PG,ATL,7300.0,20.92,24.6,-1.0
9,Jayson Tatum,PF,BOS,6400.0,19.8,23.2,1.6
10,Jamal Murray,PG,DEN,7800.0,18.26,14.7,1.7
11,Ben Simmons,PG,PHI,9800.0,17.94,35.1,2.1
12,JJ Redick,SG,PHI,5200.0,17.64,0.0,-1.0
13,Larry Jr,PF,CLE,6300.0,17.1,0.0,1.0
14,Nikola Jokic,C1B,DEN,10200.0,16.21,19.7,1.9
15,Joel Embiid,C1B,PHI,10900.0,16.06,68.1,2.8
16,Montrezl Harrell,PF,LAC,5600.0,15.74,16.0,1.6
17,Tobias Harris,PF,LAC,7500.0,15.44,40.1,-1.0
18,Gary Harris,SG,DEN,7700.0,15.38,30.1,-1.0
19,Damian Lillard,PG,POR,9600.0,14.0,42.4,2.0
20,Taurean Prince,SF,ATL,6900.0,13.68,26.4,-1.0
21,Robert Covington,SF,PHI,6500.0,13.62,41.4,-1.0
22,Khris Middleton,SG,MIL,7600.0,13.36,31.3,1.6
23,Nemanja Bjelica,SF,SAC,7200.0,13.3,28.9,-1.0
24,Danilo Gallinari,SF,LAC,6400.0,12.82,35.1,1.6
25,Eric Bledsoe,PG,MIL,7800.0,12.58,25.7,-1.0
26,Kyrie Irving,PG,BOS,7600.0,11.72,49.1,2.3
27,John Henson,PF,MIL,3900.0,10.92,9.6,-1.0
28,DeAndre' Bembry,SF,ATL,4900.0,10.2,23.0,-1.0
29,Kent Bazemore,SG,ATL,6900.0,10.02,28.1,1.5
30,CJ McCollum,SG,POR,6900.0,9.68,15.4,1.7
31,Nicolas Batum,SF,CHA,6600.0,9.28,29.4,-1.0
32,Buddy Hield,SG,SAC,8000.0,9.12,48.0,1.7
33,Cedi Osman,SF,CLE,6300.0,9.08,17.6,-1.0
34,E'Twaun Moore,SF,NO,4400.0,9.02,23.7,-1.0
35,Russell Westbrook,PG,OKC,12000.0,8.8,59.6,2.8
36,Dario Saric,PF,PHI,5200.0,8.64,0.0,-1.0
37,Marcus Morris,PF,BOS,4700.0,8.58,28.5,-1.0
38,Julius Randle,C1B,NO,7000.0,8.07,40.7,-1.0
39,Zach Collins,PF,POR,4700.0,7.82,14.7,-1.0
40,Lou Williams,SG,LAC,5000.0,7.6,29.2,1.7
41,Willie Cauley-Stein,C1B,SAC,7300.0,7.32,26.2,1.3
42,Tristan Thompson,C1B,CLE,5000.0,6.99,24.4,-1.0
