Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,James Harden,SG,HOU,12400.0,33.9,61.7,2.8
1,Paul George,SF,OKC,10300.0,33.4,52.8,2.7
2,Kyrie Irving,PG,BOS,9200.0,32.26,56.0,2.3
3,Giannis Antetokounmpo,SF,MIL,11500.0,31.88,67.3,2.7
4,Kevin Durant,SF,GS,10400.0,30.02,41.9,2.0
5,LeBron James,SF,LAL,11400.0,29.84,41.1,2.7
6,Noah Vonleh,PF,NY,6400.0,29.22,36.8,1.0
7,Joel Embiid,C1B,PHI,10300.0,29.15,57.2,2.8
8,Russell Westbrook,PG,OKC,11300.0,28.76,54.3,2.8
9,Stephen Curry,PG,GS,9700.0,28.56,26.9,2.0
10,Emmanuel Mudiay,PG,NY,6400.0,27.9,21.1,-1.0
11,Draymond Green,PF,GS,7300.0,27.6,22.5,0.8
12,Kevin Knox,PF,NY,6300.0,24.86,29.7,-1.0
13,Ben Simmons,PG,PHI,9500.0,20.6,35.8,1.9
14,Damian Lillard,PG,POR,9300.0,19.38,34.0,2.0
15,Tim Jr,SG,NY,6600.0,18.36,0.0,-1.0
16,Ivica Zubac,C1B,LAL,3500.0,17.94,39.2,-1.0
17,Eric Bledsoe,PG,MIL,7300.0,17.3,26.7,-1.0
18,Enes Kanter,C1B,NY,6200.0,16.73,22.7,-1.0
19,Klay Thompson,SG,GS,7400.0,16.0,9.9,-1.0
20,Kyle Kuzma,PF,LAL,6800.0,15.88,26.7,1.5
21,Daniel Theis,PF,BOS,4000.0,14.8,16.4,-1.0
22,Jimmy Butler,SG,PHI,7800.0,14.56,41.0,-1.0
23,Furkan Korkmaz,SG,PHI,4200.0,14.48,5.4,-1.0
24,PJ Tucker,PF,HOU,5300.0,13.6,0.0,-1.0
25,Lonzo Ball,PG,LAL,6700.0,13.58,13.6,-1.0
26,Terry Rozier,PG,BOS,4000.0,11.96,17.5,-1.0
27,Steven Adams,C1B,OKC,7200.0,10.73,31.9,1.3
28,Khris Middleton,SG,MIL,7500.0,10.72,19.7,1.7
29,Ricky Rubio,PG,UTA,6700.0,10.48,31.6,1.5
30,Jerami Grant,PF,OKC,5400.0,10.24,39.8,-1.0
31,Marcus Smart,SG,BOS,5400.0,10.16,17.3,-1.0
32,CJ McCollum,SG,POR,6400.0,10.1,21.1,1.7
33,Eric Gordon,SG,HOU,6000.0,9.74,31.2,-1.0
34,Jayson Tatum,PF,BOS,6800.0,9.68,47.5,1.7
35,Derrick Favors,PF,UTA,5900.0,9.54,22.0,1.1
36,JJ Redick,SG,PHI,5600.0,9.38,0.0,-1.0
37,Marcus Morris,PF,BOS,6000.0,9.3,35.7,-1.0
38,Gordon Hayward,SF,BOS,6000.0,8.92,12.7,1.5
39,Jonas Jerebko,PF,GS,4400.0,8.88,3.4,-1.0
40,Wilson Chandler,SF,PHI,4200.0,8.84,24.7,-1.0
41,Jae Crowder,SF,UTA,5100.0,8.48,16.3,-1.0
42,Rajon Rondo,PG,LAL,4900.0,8.28,36.0,-1.0
43,Jaylen Brown,SG,BOS,4400.0,7.96,16.6,-1.0
44,Brandon Ingram,SF,LAL,6000.0,7.9,17.4,-1.0
45,Brook Lopez,C1B,MIL,5300.0,7.64,29.8,1.3
46,Josh Hart,SG,LAL,3700.0,7.6,16.2,-1.0
47,Donovan Mitchell,SG,UTA,7600.0,7.54,25.4,-1.0
48,Robert III,C1B,BOS,4600.0,7.48,0.0,0.0
49,Pat Connaughton,SG,MIL,4000.0,7.14,0.0,0.0
50,TJ McConnell,PG,PHI,3900.0,7.04,0.0,-1.0
51,Trey Burke,PG,NY,3800.0,6.9,11.0,-1.0
52,Joe Ingles,SF,UTA,6000.0,6.68,29.9,-1.0
53,Courtney Lee,SG,NY,3500.0,6.5,0.0,0.0
54,Sterling Brown,SG,MIL,3700.0,6.26,9.6,-1.0
55,Al Horford,C1B,BOS,6700.0,5.74,25.8,1.5
56,Clint Capela,C1B,HOU,9200.0,5.67,52.1,-1.0
