Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Josh Jackson,PF,PHO,4700.0,74.24,24.0,-1.0
1,Kelly Jr,SF,PHO,5900.0,64.36,0.0,-1.0
2,De'Anthony Melton,PG,PHO,5600.0,60.94,12.9,-1.0
3,Domantas Sabonis,PF,IND,7100.0,55.82,33.1,1.6
4,TJ Warren,SF,PHO,6200.0,51.4,31.3,-1.0
5,Devin Booker,SG,PHO,8100.0,43.58,29.2,-1.0
6,LaMarcus Aldridge,PF,SA,8600.0,38.12,53.8,-1.0
7,Jeff Teague,PG,MIN,6300.0,34.54,20.0,-1.0
8,Kemba Walker,PG,CHA,9300.0,31.98,41.3,1.6
9,DeMar DeRozan,SG,SA,8400.0,30.02,22.9,-1.0
10,Thaddeus Young,PF,IND,6600.0,26.7,21.0,1.3
11,Karl-Anthony Towns,C1B,MIN,10300.0,24.8,61.4,2.3
12,Bryn Forbes,PG,SA,4300.0,23.82,8.4,-1.0
13,Derrick White,PG,SA,5800.0,23.6,26.0,-1.0
14,Andrew Wiggins,SG,MIN,6700.0,23.14,16.4,1.6
15,Montrezl Harrell,PF,LAC,8200.0,22.72,24.8,1.6
16,Josh Okogie,SG,MIN,4300.0,20.94,10.7,-1.0
17,Taj Gibson,PF,MIN,5000.0,20.86,28.0,-1.0
18,Rudy Gay,SF,SA,5300.0,20.82,31.1,1.6
19,Victor Oladipo,SG,IND,7800.0,20.16,42.9,-1.0
20,Tobias Harris,PF,LAC,8000.0,20.08,63.3,-1.0
21,Dario Saric,PF,MIN,3800.0,16.98,0.0,-1.0
22,Jeremy Lamb,SG,CHA,6000.0,16.52,19.0,1.2
23,Patty Mills,PG,SA,4200.0,15.46,16.6,-1.0
24,Bojan Bogdanovic,SF,IND,5500.0,15.38,29.4,1.6
25,Cory Joseph,PG,IND,4200.0,12.3,13.9,-1.0
26,Derrick Rose,PG,MIN,6500.0,11.36,39.3,-1.0
27,Davis Bertans,SF,SA,4100.0,10.7,17.3,-1.0
28,Bismack Biyombo,C1B,CHA,4300.0,10.52,28.2,-1.0
29,Nicolas Batum,SF,CHA,5100.0,10.18,20.4,-1.0
30,Marvin Williams,PF,CHA,5700.0,9.9,21.0,-1.0
31,Darren Collison,PG,IND,6100.0,9.6,40.3,1.2
32,Myles Turner,C1B,IND,7400.0,9.22,38.7,-1.0
33,Mikal Bridges,SF,PHO,3900.0,9.2,15.0,-1.0
34,Kyle O'Quinn,C1B,IND,3700.0,8.38,1.2,-1.0
35,Tyrone Wallace,SG,LAC,3500.0,8.0,5.2,-1.0
36,Patrick Beverley,PG,LAC,4400.0,7.76,53.9,-1.0
37,Tyreke Evans,SF,IND,4600.0,7.6,21.7,-1.0
38,Tony Parker,PG,CHA,3600.0,6.82,11.2,-1.0
39,Michael Kidd-Gilchrist,SF,CHA,3800.0,6.12,8.4,-1.0
40,Devonte' Graham,PG,CHA,3500.0,5.74,0.0,-1.0
41,Shai Gilgeous-Alexander,PG,LAC,3600.0,5.46,13.3,-1.0
42,Johnathan Motley,PF,LAC,3500.0,5.22,13.8,-1.0
43,Marco Belinelli,SG,SA,4500.0,3.36,20.1,-1.0
44,Avery Bradley,SG,LAC,3600.0,3.36,28.0,-1.0
45,Willy Hernangomez,C1B,CHA,4000.0,2.62,0.0,-1.0
46,Boban Marjanovic,C1B,LAC,3500.0,2.38,0.0,0.0
47,Malik Monk,SG,CHA,3800.0,2.22,20.6,-1.0
48,Pau Gasol,C1B,SA,3500.0,2.09,1.2,-1.0
49,Jakob Poeltl,C1B,SA,3900.0,2.03,0.0,0.0
50,Elie Okobo,PG,PHO,3600.0,1.92,0.0,-1.0
51,Gorgui Dieng,C1B,MIN,3700.0,1.64,0.0,-1.0
52,Jamal Crawford,SG,PHO,3500.0,1.62,17.9,-1.0
53,Miles Bridges,SF,CHA,3700.0,1.6,13.6,-1.0
