Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,James Harden,SG,HOU,12800.0,67.2,74.8,2.8
1,Brandon Ingram,SF,LAL,6900.0,39.04,31.4,-1.0
2,Lonzo Ball,PG,LAL,7100.0,37.24,40.8,-1.0
3,Alec Burks,SG,CLE,4900.0,33.02,41.6,-1.0
4,Kyle Kuzma,PF,LAL,7300.0,25.32,40.6,1.6
5,Kevin Durant,SF,GS,10000.0,24.9,50.9,2.2
6,Draymond Green,PF,GS,7400.0,24.42,24.7,0.9
7,Luka Doncic,SG,DAL,8400.0,23.78,38.7,-1.0
8,Austin Rivers,SG,HOU,5100.0,22.7,32.2,-1.0
9,Stephen Curry,PG,GS,10200.0,21.94,71.7,2.2
10,Damian Lillard,PG,POR,9100.0,21.64,39.3,2.0
11,Gerald Green,SF,HOU,4300.0,20.96,7.7,-1.0
12,Jamal Murray,PG,DEN,7200.0,20.86,34.3,1.7
13,Jordan Clarkson,SG,CLE,6100.0,19.58,13.4,-1.0
14,Harrison Barnes,SF,DAL,5700.0,16.52,25.8,-1.0
15,Nikola Jokic,C1B,DEN,11000.0,15.53,61.0,2.1
16,DeAndre Jordan,C1B,DAL,7200.0,15.41,34.3,-1.0
17,Aaron Gordon,PF,ORL,7100.0,15.4,42.1,1.6
18,Kentavious Caldwell-Pope,SG,LAL,4600.0,14.16,14.8,-1.0
19,Nikola Vucevic,C1B,ORL,9400.0,14.09,42.8,2.2
20,Josh Hart,SG,LAL,5400.0,13.88,23.5,-1.0
21,Tristan Thompson,C1B,CLE,6100.0,12.79,38.3,-1.0
22,Paul Millsap,PF,DEN,6700.0,12.64,16.2,1.4
23,Malik Beasley,SG,DEN,3900.0,12.4,23.7,-1.0
24,PJ Tucker,PF,HOU,5200.0,12.2,0.0,-1.0
25,CJ McCollum,SG,POR,7000.0,12.16,24.1,1.5
26,Evan Turner,SF,POR,4500.0,12.04,22.9,-1.0
27,Klay Thompson,SG,GS,8100.0,10.38,22.3,-1.0
28,Clint Capela,C1B,HOU,9200.0,10.32,33.5,-1.0
29,Cedi Osman,SF,CLE,4500.0,10.32,35.1,-1.0
30,Danuel House,SF,HOU,4600.0,10.04,17.2,-1.0
31,DJ Augustin,PG,ORL,4500.0,9.7,0.0,-1.0
32,Monte Morris,SG,DEN,4000.0,9.04,21.7,-1.0
33,Kevon Looney,C1B,GS,4800.0,8.86,14.5,-1.0
34,Al-Farouq Aminu,PF,POR,5800.0,8.64,28.4,-1.0
35,Jalen Brunson,PG,DAL,3700.0,8.3,19.3,-1.0
36,Jusuf Nurkic,C1B,POR,9000.0,8.11,37.6,-1.0
37,Collin Sexton,PG,CLE,4600.0,7.48,27.1,-1.0
38,Jonas Jerebko,PF,GS,3600.0,7.18,10.6,-1.0
39,Maxi Kleber,PF,DAL,4000.0,6.6,19.6,-1.0
40,Lance Stephenson,SF,LAL,3700.0,6.54,4.3,-1.0
41,Jonathan Isaac,SF,ORL,4400.0,6.34,21.2,-1.0
42,Evan Fournier,SG,ORL,5100.0,6.14,26.0,-1.0
43,Mason Plumlee,C1B,DEN,4500.0,4.67,17.9,-1.0
44,JaVale McGee,C1B,LAL,5900.0,4.59,14.6,1.5
45,Ante Zizic,C1B,CLE,3900.0,4.48,0.0,-1.0
46,Jaron Blossomgame,SF,CLE,3500.0,4.02,5.6,-1.0
47,Torrey Craig,SG,DEN,4200.0,3.9,9.8,-1.0
48,Dwight Powell,PF,DAL,4200.0,3.66,16.1,-1.0
49,Cameron Payne,PG,CLE,3700.0,3.52,1.7,-1.0
50,Rodney Hood,SF,CLE,4100.0,3.5,27.1,-1.0
51,Andre Iguodala,SG,GS,4300.0,3.44,31.4,-1.0
52,Michael Beasley,SF,LAL,4000.0,3.3,12.2,-1.0
53,Zach Collins,PF,POR,4300.0,3.12,12.1,-1.0
54,Jonathon Simmons,SF,ORL,3700.0,3.1,0.0,0.0
55,Meyers Leonard,PF,POR,3900.0,2.42,9.9,-1.0
56,Wesley Matthews,SG,DAL,4600.0,2.34,18.9,-1.0
57,Juancho Hernangomez,SF,DEN,3900.0,2.22,0.0,0.0
58,Terrence Ross,SG,ORL,5100.0,2.1,27.8,-1.0
59,Quinn Cook,PG,GS,3900.0,1.84,0.0,0.0
60,Shaun Livingston,PG,GS,3600.0,1.8,6.5,-1.0
61,Dorian Finney-Smith,SF,DAL,4000.0,1.48,24.4,-1.0
62,Seth Curry,PG,POR,4000.0,1.42,10.9,-1.0
63,Jake Layman,SF,POR,3700.0,1.28,15.4,-1.0
64,Khem Birch,PF,ORL,3500.0,1.18,12.6,-1.0
65,James III,SF,HOU,3500.0,1.04,0.0,0.0
