Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Kemba Walker,PG,CHA,9300.0,34.06,28.5,2.2
1,Nikola Mirotic,SF,NO,8300.0,31.98,42.7,-1.0
2,Rodney McGruder,SG,MIA,5700.0,28.8,29.3,-1.0
3,DeMar DeRozan,SG,SA,9900.0,26.28,33.6,-1.0
4,LeBron James,SF,LAL,12000.0,23.94,47.5,2.8
5,LaMarcus Aldridge,PF,SA,8100.0,22.92,44.4,-1.0
6,James Harden,SG,HOU,11700.0,22.42,40.7,2.8
7,Jrue Holiday,SG,NO,8500.0,22.26,42.8,2.1
8,Chris Paul,PG,HOU,9000.0,20.58,34.2,-1.0
9,Trae Young,PG,ATL,7200.0,17.72,51.7,-1.0
10,Kyle Kuzma,PF,LAL,6600.0,16.94,21.2,1.7
11,Rajon Rondo,PG,LAL,5600.0,16.78,43.0,-1.0
12,Jayson Tatum,PF,BOS,6400.0,16.28,26.9,1.4
13,Damian Lillard,PG,POR,9700.0,16.16,49.8,2.1
14,Anthony Davis,PF,NO,12200.0,15.58,49.1,2.8
15,Nikola Jokic,C1B,DEN,10100.0,15.52,42.0,1.8
16,JaVale McGee,C1B,LAL,7600.0,15.34,43.3,1.3
17,Larry Jr,PF,CLE,6300.0,14.9,0.0,1.1
18,Josh Richardson,SF,MIA,7300.0,14.7,45.7,1.6
19,E'Twaun Moore,SF,NO,4800.0,12.4,15.7,-1.0
20,Ricky Rubio,PG,UTA,6200.0,11.98,30.8,1.2
21,Clint Capela,C1B,HOU,8400.0,11.71,32.9,-1.0
22,Joe Ingles,SF,UTA,6400.0,11.7,22.8,-1.0
23,Jamal Murray,PG,DEN,7200.0,11.52,29.0,1.7
24,Victor Oladipo,SG,IND,8900.0,11.46,46.9,-1.0
25,Marcus Morris,PF,BOS,5200.0,11.08,35.7,-1.0
26,Zach LaVine,SG,CHI,8400.0,10.88,31.8,-1.0
27,Domantas Sabonis,PF,IND,6300.0,10.8,29.3,1.6
28,Kyrie Irving,PG,BOS,7800.0,10.78,29.7,1.9
29,CJ McCollum,SG,POR,6800.0,10.48,39.0,1.7
30,Brandon Ingram,PF,LAL,6900.0,9.46,15.2,-1.0
31,Nicolas Batum,SF,CHA,6600.0,9.38,30.1,-1.0
32,Kent Bazemore,SG,ATL,6700.0,9.32,16.1,1.4
33,Carmelo Anthony,SF,HOU,6200.0,9.28,25.4,-1.0
34,Gary Harris,SG,DEN,7500.0,8.9,23.3,-1.0
35,DeAndre' Bembry,SF,ATL,4900.0,8.5,21.3,-1.0
36,Taurean Prince,SF,ATL,6800.0,8.36,26.3,-1.0
37,Zach Collins,PF,POR,4800.0,8.18,13.7,-1.0
38,Lance Stephenson,SF,LAL,4400.0,8.16,10.4,-1.0
39,Royce O'Neale,SF,UTA,3500.0,7.98,13.6,-1.0
40,Rudy Gay,SF,SA,6800.0,7.76,13.8,1.5
41,Gerald Green,SF,HOU,3800.0,7.72,11.3,-1.0
42,Jae Crowder,SF,UTA,5200.0,7.34,37.5,-1.0
43,Bryn Forbes,PG,SA,4000.0,7.34,19.7,-1.0
44,Wendell Jr,PF,CHI,7400.0,7.32,0.0,-1.0
45,Jabari Parker,SF,CHI,7000.0,7.08,14.6,-1.0
46,Donovan Mitchell,SG,UTA,8200.0,6.82,40.0,-1.0
47,Josh Hart,SG,LAL,4100.0,6.8,21.5,-1.0
48,James III,SF,HOU,3600.0,6.58,0.0,0.0
49,Collin Sexton,PG,CLE,5100.0,6.56,10.2,-1.0
50,Julius Randle,C1B,NO,7100.0,6.52,24.2,-1.0
51,PJ Tucker,PF,HOU,5600.0,6.34,0.0,-1.0
52,Michael Carter-Williams,PG,HOU,4100.0,6.12,0.0,0.0
53,Hassan Whiteside,C1B,MIA,8600.0,5.92,22.1,-1.0
54,Trey Lyles,PF,DEN,4900.0,5.86,18.7,-1.0
55,Al-Farouq Aminu,PF,POR,5000.0,5.84,34.6,-1.0
56,Michael Kidd-Gilchrist,SF,CHA,4100.0,5.84,20.8,-1.0
57,Derrick Jr,SF,MIA,3500.0,5.82,0.0,-1.0
58,Lonzo Ball,PG,LAL,6100.0,5.74,9.1,-1.0
59,Myles Turner,C1B,IND,6100.0,5.57,20.2,-1.0
60,Rudy Gobert,C1B,UTA,10300.0,5.56,28.9,1.5
61,Paul Millsap,PF,DEN,6900.0,5.54,29.0,1.2
62,Cameron Payne,PG,CHI,4300.0,5.46,22.1,-1.0
63,Thaddeus Young,PF,IND,6300.0,5.22,22.9,1.3
64,Jordan Clarkson,SG,CLE,4700.0,5.08,25.0,-1.0
65,Rodney Hood,SG,CLE,6000.0,5.08,13.1,-1.0
66,Terry Rozier,PG,BOS,4500.0,5.06,17.7,-1.0
67,Evan Turner,SF,POR,5000.0,5.0,16.1,-1.0
68,Cedi Osman,SF,CLE,6200.0,4.8,23.3,-1.0
69,Jeremy Lamb,SG,CHA,5300.0,4.72,32.6,1.6
70,Dante Exum,PG,UTA,3800.0,4.44,8.7,-1.0
71,Tristan Thompson,C1B,CLE,5000.0,4.43,21.9,-1.0
72,Bojan Bogdanovic,SF,IND,4500.0,4.38,28.1,1.5
73,Marvin Williams,PF,CHA,4100.0,4.36,12.1,-1.0
74,Monte Morris,SG,DEN,4600.0,4.34,8.4,-1.0
75,Sam Dekker,SF,CLE,4500.0,4.32,12.2,-1.0
76,Darren Collison,PG,IND,5400.0,4.3,19.4,1.0
77,Justin Holiday,SG,CHI,5800.0,4.02,22.7,-1.0
78,Kelly Olynyk,PF,MIA,5900.0,3.88,0.2,-1.0
79,Jusuf Nurkic,C1B,POR,7000.0,3.87,39.6,-1.0
80,Dewayne Dedmon,C1B,ATL,5200.0,3.74,29.4,1.2
81,Marcus Smart,SG,BOS,4000.0,3.66,23.5,-1.0
82,Patty Mills,PG,SA,3700.0,3.48,37.1,-1.0
83,Dwyane Wade,SG,MIA,4700.0,3.4,27.3,1.7
84,Alex Len,C1B,ATL,5300.0,3.36,26.8,1.4
85,Torrey Craig,SG,DEN,3500.0,3.34,16.2,-1.0
86,Tyler Johnson,PG,MIA,4200.0,3.34,25.8,-1.0
87,Jaylen Brown,SG,BOS,5000.0,3.34,24.4,-1.0
88,Ekpe Udoh,C1B,UTA,3500.0,3.34,8.0,-1.0
89,Al Horford,C1B,BOS,6700.0,3.33,27.5,1.4
90,Gordon Hayward,SF,BOS,5400.0,3.3,24.9,1.2
91,Isaiah Hartenstein,PF,HOU,3500.0,3.3,7.9,-1.0
92,Frank Jackson,PG,NO,3700.0,3.18,0.0,-1.0
93,Justise Winslow,SF,MIA,4700.0,3.1,46.0,1.5
