Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,LeBron James,SF,LAL,12000.0,19.22,58.9,2.8
1,Kent Bazemore,SG,ATL,5600.0,16.96,17.9,1.3
2,Chris Paul,PG,HOU,8400.0,16.94,41.2,-1.0
3,DeMar DeRozan,SG,SA,8400.0,16.52,32.0,-1.0
4,Stephen Curry,PG,GS,9600.0,15.48,39.0,2.3
5,Kelly Jr,SF,PHO,6700.0,13.7,0.0,-1.0
6,Kevin Durant,SF,GS,10000.0,13.0,36.4,2.3
7,Blake Griffin,PF,DET,8800.0,12.48,48.0,2.0
8,Khris Middleton,SG,MIL,7000.0,12.1,29.3,1.7
9,Trae Young,PG,ATL,8200.0,12.02,45.2,-1.0
10,Ivan Rabb,PF,MEM,4600.0,11.56,12.5,-1.0
11,Domantas Sabonis,PF,IND,6600.0,11.54,37.4,1.5
12,James Harden,SG,HOU,12500.0,11.48,37.0,2.8
13,Andrew Wiggins,SG,MIN,7100.0,11.44,19.1,1.7
14,Larry Jr,PF,CLE,7000.0,11.3,0.0,1.0
15,Kyle Kuzma,PF,LAL,6900.0,10.6,28.8,1.6
16,Taj Gibson,PF,MIN,4500.0,10.1,17.9,-1.0
17,Ben Simmons,PG,PHI,9000.0,9.9,34.4,1.9
18,Collin Sexton,PG,CLE,5500.0,9.46,15.7,-1.0
19,Rudy Gay,SF,SA,6400.0,9.42,14.6,1.6
20,Devin Booker,SG,PHO,8700.0,9.14,34.3,-1.0
21,Karl-Anthony Towns,C1B,MIN,10800.0,8.92,68.7,2.3
22,Kemba Walker,PG,CHA,9200.0,8.9,30.6,2.3
23,Lauri Markkanen,PF,CHI,8900.0,8.86,47.9,-1.0
24,Zach LaVine,SG,CHI,8000.0,8.44,38.1,-1.0
25,Dario Saric,PF,MIN,5000.0,8.44,0.0,-1.0
26,D'Angelo Russell,SG,BKN,9100.0,8.42,46.4,-1.0
27,Josh Jackson,PF,PHO,5200.0,8.08,12.9,-1.0
28,Damian Lillard,PG,POR,10100.0,8.08,39.8,2.3
29,John Collins,PF,ATL,7700.0,7.98,36.9,-1.0
30,Buddy Hield,SG,SAC,7000.0,7.74,31.6,1.6
31,Luol Deng,SF,MIN,3800.0,7.48,23.8,-1.0
32,CJ McCollum,SG,POR,7000.0,7.46,46.4,1.7
33,Delon Wright,SG,MEM,5300.0,7.26,24.2,-1.0
34,Jahlil Okafor,C1B,NO,4800.0,7.25,12.3,-1.0
35,Eric Bledsoe,PG,MIL,6900.0,7.24,18.0,-1.0
36,Jerryd Bayless,PG,MIN,3500.0,7.18,3.0,-1.0
37,Tobias Harris,PF,PHI,7400.0,7.12,49.5,-1.0
38,Ivica Zubac,C1B,LAC,4700.0,7.11,23.1,-1.0
39,Mike Conley,PG,MEM,7600.0,7.1,40.9,-1.0
40,Bojan Bogdanovic,SF,IND,6200.0,6.76,30.8,1.5
41,Danilo Gallinari,SF,LAC,7100.0,6.74,26.4,1.7
42,De'Aaron Fox,PG,SAC,7800.0,6.68,34.1,-1.0
43,Davis Bertans,SF,SA,4200.0,6.6,14.3,-1.0
44,JJ Redick,SF,PHI,5400.0,6.54,0.0,-1.0
45,Cedi Osman,SF,CLE,4800.0,6.48,41.9,-1.0
46,Darren Collison,PG,IND,6300.0,6.46,35.1,1.0
47,Klay Thompson,SG,GS,7300.0,6.44,33.9,-1.0
48,Brandon Ingram,SF,LAL,6500.0,6.32,48.2,-1.0
49,Jordan Clarkson,SG,CLE,5300.0,6.28,30.0,-1.0
