Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,James Harden,SG,HOU,13600.0,64.76,54.7,2.7
1,Terry Rozier,PG,BOS,7600.0,40.86,24.6,-1.0
2,Paul George,SF,OKC,11400.0,31.2,62.9,2.7
3,Will Barton,SF,DEN,6500.0,30.96,21.8,-1.0
4,Kenneth Faried,PF,HOU,7900.0,30.12,30.7,-1.0
5,Jayson Tatum,PF,BOS,6600.0,26.94,26.5,1.6
6,Kyrie Irving,PG,BOS,10500.0,25.1,46.0,2.1
7,Nikola Jokic,C1B,DEN,11500.0,25.03,61.1,2.0
8,Donovan Mitchell,SG,UTA,8800.0,24.82,26.1,-1.0
9,Marcus Morris,PF,BOS,5500.0,22.04,31.5,-1.0
10,Russell Westbrook,PG,OKC,11600.0,21.82,51.4,2.7
11,Jaylen Brown,SG,BOS,5500.0,21.66,25.9,-1.0
12,Mason Plumlee,C1B,DEN,4100.0,18.86,22.0,-1.0
13,Kemba Walker,PG,CHA,8600.0,18.46,26.6,2.1
14,Justise Winslow,SF,MIA,6600.0,16.48,19.9,1.4
15,John Collins,PF,ATL,7200.0,16.46,28.3,-1.0
16,Taurean Prince,SF,ATL,5000.0,16.1,11.9,-1.0
17,Noah Vonleh,PF,NY,5500.0,15.02,28.7,1.1
18,Paul Millsap,PF,DEN,5400.0,14.62,25.2,1.4
19,Nerlens Noel,C1B,OKC,4200.0,12.51,20.4,-1.0
20,Trae Young,PG,ATL,7300.0,12.38,46.1,-1.0
21,Josh Richardson,SF,MIA,6500.0,10.94,32.3,1.4
22,PJ Tucker,PF,HOU,4800.0,10.28,0.0,-1.0
23,Eric Gordon,SG,HOU,5300.0,10.16,22.9,-1.0
24,James Johnson,PF,MIA,3800.0,10.0,15.6,-1.0
25,Marcus Smart,SG,BOS,5300.0,9.08,11.4,-1.0
26,Jerami Grant,PF,OKC,6000.0,8.76,19.9,-1.0
27,Al Horford,C1B,BOS,7900.0,8.61,32.8,1.6
28,Gordon Hayward,SF,BOS,5300.0,8.36,26.6,1.4
29,Monte Morris,SG,DEN,4500.0,8.0,42.2,-1.0
30,Derrick Favors,PF,UTA,5300.0,7.94,36.4,1.4
31,DeAndre' Bembry,SF,ATL,4000.0,7.5,19.6,-1.0
32,Royce O'Neale,SF,UTA,3600.0,6.66,1.7,-1.0
33,Hassan Whiteside,C1B,MIA,7600.0,6.45,33.7,-1.0
34,Nicolas Batum,SF,CHA,5100.0,6.32,34.5,-1.0
35,Dwyane Wade,SG,MIA,5300.0,6.06,23.2,1.6
36,Ricky Rubio,PG,UTA,6300.0,6.06,41.9,1.5
37,Joe Ingles,SF,UTA,5800.0,5.92,35.9,-1.0
38,Jeremy Lamb,SG,CHA,5700.0,5.72,15.6,1.5
39,Justin Holiday,SG,MEM,4300.0,5.68,21.3,-1.0
40,Marc Gasol,C1B,MEM,8200.0,5.58,21.7,-1.0
41,Luke Kornet,PF,NY,5500.0,5.56,13.4,-1.0
42,Rudy Gobert,C1B,UTA,9200.0,5.22,45.1,1.8
43,Allonzo Trier,SG,NY,4000.0,5.16,15.4,-1.0
44,JaMychal Green,PF,MEM,3600.0,5.16,0.0,-1.0
45,Trey Lyles,PF,DEN,3500.0,4.96,5.7,-1.0
46,Jeremy Lin,PG,ATL,3900.0,4.84,9.2,-1.0
47,Dennis Schroder,SG,OKC,5000.0,4.76,0.0,1.5
48,Aron Baynes,C1B,BOS,3500.0,4.66,20.6,-1.0
49,Tyler Johnson,PG,MIA,5300.0,4.52,10.7,-1.0
50,Steven Adams,C1B,OKC,7300.0,4.48,30.4,1.0
51,Marvin Williams,PF,CHA,5000.0,4.18,23.8,-1.0
52,Dwayne Bacon,SF,CHA,3500.0,4.0,0.0,0.0
53,Enes Kanter,C1B,NY,5600.0,3.86,13.9,-1.0
54,Terrance Ferguson,SG,OKC,4500.0,3.8,3.0,-1.0
55,Bam Adebayo,PF,MIA,4400.0,3.76,23.8,-1.0
56,Bismack Biyombo,C1B,CHA,3900.0,3.74,19.9,-1.0
57,Kevin Knox,SF,NY,5000.0,3.4,32.0,-1.0
58,Michael Kidd-Gilchrist,SF,CHA,3900.0,3.1,20.8,-1.0
59,Kevin Huerter,SG,ATL,4700.0,3.1,26.9,-1.0
60,Jae Crowder,SF,UTA,4500.0,3.02,25.1,-1.0
61,Gerald Green,SF,HOU,3500.0,2.98,12.9,-1.0
62,James III,SF,HOU,3800.0,2.96,0.0,0.0
63,Dion Waiters,SG,MIA,3900.0,2.8,14.8,-1.0
64,Malik Beasley,SG,DEN,4500.0,2.64,42.9,-1.0
65,Austin Rivers,SG,HOU,3800.0,2.54,8.5,-1.0
66,Dewayne Dedmon,C1B,ATL,6000.0,2.44,37.4,1.0
67,Chris Paul,PG,HOU,7300.0,2.34,31.6,-1.0
68,Lance Thomas,SF,NY,3500.0,2.08,0.0,0.0
69,Mario Hezonja,SF,NY,4400.0,2.08,14.6,-1.0
70,Torrey Craig,SG,DEN,3600.0,2.02,35.8,-1.0
71,Daniel Theis,PF,BOS,3700.0,1.98,0.0,0.0
72,Kyle Korver,SG,UTA,3500.0,1.92,24.7,-1.0
73,Hamidou Diallo,SG,OKC,3500.0,1.88,7.2,-1.0
74,Damyean Dotson,SG,NY,3600.0,1.84,27.2,-1.0
75,Alex Len,C1B,ATL,4500.0,1.83,10.8,1.2
76,Omari Spellman,PF,ATL,3500.0,1.72,15.4,-1.0
77,Jevon Carter,PG,MEM,3500.0,1.62,26.9,-1.0
78,Ivan Rabb,PF,MEM,3600.0,1.4,26.0,-1.0
79,Brad Wanamaker,PG,BOS,3500.0,1.34,0.0,0.0
80,Bruno Caboclo,SF,MEM,3900.0,1.34,17.3,-1.0
81,Miles Bridges,SF,CHA,3600.0,1.3,4.8,-1.0
82,Wayne Ellington,SG,MIA,4300.0,1.28,3.0,-1.0
83,Tony Parker,PG,CHA,3800.0,1.22,23.7,-1.0
84,Kelly Olynyk,PF,MIA,3500.0,1.2,32.4,-1.0
85,Malik Monk,SG,CHA,4100.0,1.12,26.6,-1.0
86,Mitchell Robinson,C1B,NY,5000.0,1.09,18.6,0.9
