Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,LeBron James,SF,LAL,12400.0,43.4,54.4,2.8
1,Kent Bazemore,SG,ATL,5200.0,26.4,13.4,1.4
2,Kelly Jr,SF,PHO,7300.0,25.82,0.0,-1.0
3,Jabari Parker,SF,WAS,5500.0,23.1,20.0,-1.0
4,Bradley Beal,SG,WAS,9900.0,22.72,57.2,1.9
5,Eric Bledsoe,PG,MIL,7200.0,19.5,51.3,-1.0
6,Giannis Antetokounmpo,SF,MIL,11000.0,18.16,48.0,2.8
7,Julius Randle,PF,NO,8800.0,18.08,28.1,-1.0
8,D'Angelo Russell,SG,BKN,9300.0,17.96,32.5,-1.0
9,Pascal Siakam,PF,TOR,7500.0,17.62,23.8,1.6
10,Khris Middleton,SG,MIL,7200.0,16.48,33.0,1.7
11,Kyle Kuzma,PF,LAL,7000.0,16.38,22.7,1.7
12,Zach LaVine,SG,CHI,8300.0,16.24,69.3,-1.0
13,Brandon Ingram,SF,LAL,7400.0,16.22,46.6,-1.0
14,Kyle Lowry,PG,TOR,7700.0,15.96,48.4,-1.0
15,Lauri Markkanen,PF,CHI,9000.0,15.7,59.4,-1.0
16,Trae Young,PG,ATL,8800.0,15.5,79.6,-1.0
17,Devin Booker,SG,PHO,8600.0,14.78,40.7,-1.0
18,Tyler Johnson,PG,PHO,5700.0,14.7,18.1,-1.0
19,Kawhi Leonard,SF,TOR,9500.0,14.64,56.1,2.3
20,Marcus Morris,PF,BOS,4900.0,13.84,29.8,-1.0
21,De'Aaron Fox,PG,SAC,8000.0,13.32,38.0,-1.0
22,Cheick Diallo,PF,NO,4300.0,13.18,35.7,-1.0
23,Jaylen Brown,SG,BOS,5000.0,12.74,17.1,-1.0
24,Kemba Walker,PG,CHA,9300.0,12.58,49.3,2.3
25,Caris LeVert,SG,BKN,6300.0,12.5,28.4,-1.0
26,Kyrie Irving,PG,BOS,9900.0,12.26,37.2,2.0
27,Bobby Portis,PF,WAS,6700.0,11.84,17.2,-1.0
28,Nicolas Batum,SF,CHA,6100.0,11.68,32.7,-1.0
29,Chasson Randle,SG,WAS,3500.0,11.6,3.0,-1.0
30,Elfrid Payton,PG,NO,6400.0,10.92,33.2,-1.0
31,Buddy Hield,SG,SAC,7300.0,10.4,36.7,1.7
32,Danilo Gallinari,SF,LAC,6800.0,10.34,33.3,1.7
33,Ryan Arcidiacono,PG,CHI,3900.0,9.76,17.7,-1.0
34,Nikola Mirotic,SF,MIL,5800.0,9.44,21.0,-1.0
35,Jahlil Okafor,C1B,NO,3700.0,9.36,6.7,-1.0
36,Jayson Tatum,PF,BOS,6400.0,9.22,35.1,1.6
37,Gordon Hayward,SF,BOS,4900.0,9.16,13.8,1.4
38,Jeremy Lamb,SG,CHA,6400.0,9.14,26.2,1.7
39,Marcus Smart,SG,BOS,5400.0,9.12,23.4,-1.0
40,Miles Bridges,SF,CHA,4000.0,9.1,15.7,-1.0
41,Josh Jackson,PF,PHO,5500.0,8.72,12.1,-1.0
42,Otto Jr,SF,CHI,7200.0,8.72,0.0,-1.0
43,Deandre Ayton,C1B,PHO,7600.0,8.38,34.1,-1.0
44,Malcolm Brogdon,SG,MIL,6400.0,8.16,29.4,-1.0
45,Damian Lillard,PG,POR,9400.0,8.02,41.6,2.2
46,DeAndre' Bembry,SF,ATL,4500.0,7.86,25.4,-1.0
47,CJ McCollum,SG,POR,6900.0,7.58,47.3,1.7
48,Jrue Holiday,SG,NO,9000.0,7.1,41.5,2.1
49,Trevor Ariza,SF,WAS,6600.0,6.96,14.2,-1.0
50,Lou Williams,SG,LAC,7600.0,6.5,27.6,1.8
