Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Bradley Beal,SG,WAS,9800.0,26.56,38.6,2.0
1,Tomas Satoransky,PG,WAS,6300.0,25.38,0.0,-1.0
2,Paul George,SF,OKC,10000.0,22.36,37.3,2.7
3,Jeff Green,SF,WAS,5800.0,21.68,20.7,-1.0
4,Bismack Biyombo,C1B,CHA,4000.0,20.6,16.2,-1.0
5,Luke Kornet,PF,NY,5200.0,20.54,14.4,-1.0
6,Tyus Jones,PG,MIN,6200.0,18.58,16.2,-1.0
7,Lou Williams,SG,LAC,6800.0,18.08,48.6,1.8
8,Victor Oladipo,SG,IND,9200.0,17.78,27.9,-1.0
9,Draymond Green,PF,GS,7100.0,17.5,35.2,0.9
10,Russell Westbrook,PG,OKC,11800.0,17.12,57.0,2.7
11,Karl-Anthony Towns,C1B,MIN,11000.0,17.11,30.3,2.1
12,Kevin Durant,SF,GS,10300.0,15.62,40.2,2.1
13,TJ Warren,SF,PHO,6200.0,15.22,29.3,-1.0
14,Kawhi Leonard,SF,TOR,10200.0,14.68,64.8,2.3
15,Ben Simmons,PG,PHI,9500.0,14.46,43.5,2.1
16,Kemba Walker,PG,CHA,8900.0,13.9,29.3,2.3
17,Joel Embiid,C1B,PHI,11500.0,13.83,38.0,2.8
18,Devonte' Graham,PG,CHA,4000.0,13.56,10.2,-1.0
19,Fred VanVleet,PG,TOR,5400.0,13.48,23.0,-1.0
20,Trevor Ariza,SF,WAS,6300.0,13.46,20.8,-1.0
21,Justise Winslow,SF,MIA,7000.0,13.46,30.8,1.3
22,Stephen Curry,PG,GS,10400.0,12.98,45.4,2.2
23,Nikola Jokic,C1B,DEN,10700.0,12.92,57.2,1.9
24,Danilo Gallinari,SF,LAC,7500.0,12.7,37.0,1.7
25,Noah Vonleh,PF,NY,6100.0,12.62,17.3,0.9
26,Larry Jr,PF,CLE,5800.0,12.4,0.0,1.0
27,Tobias Harris,PF,LAC,7700.0,12.04,33.7,-1.0
28,De'Aaron Fox,PG,SAC,8200.0,11.92,39.1,-1.0
29,Pascal Siakam,PF,TOR,7300.0,11.86,31.5,1.6
30,Serge Ibaka,PF,TOR,7000.0,11.76,29.2,1.7
31,Emmanuel Mudiay,PG,NY,6100.0,11.72,15.4,-1.0
32,Alec Burks,SG,CLE,4500.0,10.4,32.4,-1.0
33,Deandre Ayton,C1B,PHO,7800.0,9.99,38.4,-1.0
34,Thaddeus Young,PF,IND,6000.0,9.96,42.5,1.4
35,Montrezl Harrell,PF,LAC,7600.0,9.88,48.7,1.7
36,Darren Collison,PG,IND,5900.0,9.66,35.9,1.3
