Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Devin Booker,SG,PHO,7900.0,41.6,31.5,-1.0
1,Pascal Siakam,PF,TOR,5800.0,40.72,37.1,1.6
2,LeBron James,SF,LAL,12000.0,40.56,29.4,2.8
3,Derrick Rose,PG,MIN,6100.0,39.04,0.0,0.0
4,Rajon Rondo,PG,LAL,5600.0,35.16,17.7,-1.0
5,DeMar DeRozan,SG,SA,9900.0,33.96,42.9,-1.0
6,Josh Jackson,PF,PHO,3600.0,32.82,8.9,-1.0
7,LaMarcus Aldridge,PF,SA,8100.0,32.52,21.7,-1.0
8,Kyle Lowry,PG,TOR,8900.0,31.94,58.7,-1.0
9,Serge Ibaka,PF,TOR,6500.0,29.74,54.0,1.7
10,Damian Lillard,PG,POR,9700.0,28.12,34.5,2.0
11,Elie Okobo,PG,PHO,4100.0,26.06,0.0,-1.0
12,Kyle Anderson,SF,MEM,4500.0,22.64,17.5,-1.0
13,JaVale McGee,C1B,LAL,7700.0,22.26,22.2,1.3
14,Josh Okogie,SG,MIN,5600.0,21.72,11.1,-1.0
15,Deandre Ayton,C1B,PHO,8000.0,20.58,37.6,-1.0
16,Nikola Vucevic,C1B,ORL,9000.0,20.51,33.1,2.2
17,Aaron Gordon,PF,ORL,7600.0,19.92,37.6,1.6
18,CJ McCollum,SG,POR,6800.0,19.74,25.1,1.7
19,Jaren Jr,PF,MEM,5500.0,19.12,0.0,-1.0
20,Karl-Anthony Towns,C1B,MIN,9400.0,18.79,32.5,2.0
21,Mike Conley,PG,MEM,7800.0,18.7,24.7,-1.0
22,Kyle Kuzma,PF,LAL,6700.0,18.4,30.0,1.6
23,Evan Fournier,SG,ORL,5800.0,17.06,33.7,-1.0
24,Al-Farouq Aminu,PF,POR,5100.0,17.04,15.2,-1.0
25,Isaiah Canaan,PG,PHO,3900.0,17.02,16.4,-1.0
26,Zach Collins,PF,POR,4900.0,16.7,11.4,-1.0
27,Brandon Ingram,PF,LAL,6900.0,15.18,23.7,-1.0
28,Bryn Forbes,PG,SA,4000.0,12.18,16.2,-1.0
29,Garrett Temple,SG,MEM,4400.0,11.6,17.5,-1.0
30,Danny Green,SG,TOR,5300.0,11.58,28.1,-1.0
31,Taj Gibson,PF,MIN,4900.0,11.3,27.6,-1.0
32,Lance Stephenson,SF,LAL,4500.0,11.22,3.2,-1.0
33,Tyus Jones,PG,MIN,4800.0,10.36,13.2,-1.0
34,Jusuf Nurkic,C1B,POR,7100.0,10.19,36.4,-1.0
35,Evan Turner,SF,POR,5200.0,10.0,15.0,-1.0
36,Marc Gasol,C1B,MEM,8300.0,9.72,26.1,-1.0
37,Trevor Ariza,SF,PHO,5000.0,9.56,36.3,-1.0
38,Lonzo Ball,PG,LAL,6000.0,9.38,32.8,-1.0
39,Fred VanVleet,PG,TOR,4600.0,9.2,1.0,-1.0
40,Josh Hart,SG,LAL,4100.0,8.72,22.5,-1.0
41,DJ Augustin,PG,ORL,4100.0,8.64,0.0,-1.0
42,Jonas Valanciunas,C1B,TOR,6100.0,8.58,34.1,-1.0
43,Andrew Wiggins,SF,MIN,6600.0,7.92,27.7,1.5
44,Terrence Ross,SG,ORL,4500.0,7.66,26.6,-1.0
45,Quincy Pondexter,SG,SA,3500.0,5.6,5.5,-1.0
46,OG Anunoby,SF,TOR,3500.0,5.52,11.2,-1.0
47,Norman Powell,SF,TOR,3500.0,5.3,6.1,-1.0
48,Marco Belinelli,SG,SA,4000.0,5.0,21.6,-1.0
49,Ryan Anderson,PF,PHO,3600.0,4.96,12.4,-1.0
50,James Nunnally,SF,MIN,3500.0,4.64,5.0,-1.0
51,Troy Daniels,SG,PHO,3500.0,4.62,0.0,0.0
52,Chimezie Metu,PF,SA,3500.0,4.6,2.4,-1.0
53,Patty Mills,PG,SA,3700.0,4.26,27.1,-1.0
54,Caleb Swanigan,PF,POR,3700.0,3.5,5.0,-1.0
55,Mikal Bridges,SF,PHO,3900.0,3.42,23.2,-1.0
56,Nik Stauskas,SG,POR,3800.0,3.36,11.8,-1.0
57,CJ Miles,SF,TOR,3500.0,3.22,0.0,-1.0
58,Pau Gasol,C1B,SA,4800.0,2.72,35.1,-1.0
59,MarShon Brooks,SG,MEM,3500.0,2.7,24.1,-1.0
60,Dante Cunningham,SF,SA,3600.0,2.5,14.1,-1.0
61,Shelvin Mack,PG,MEM,4200.0,2.34,38.2,-1.0
62,Jonathon Simmons,SF,ORL,4100.0,2.32,10.4,-1.0
63,Kentavious Caldwell-Pope,SG,LAL,3500.0,2.02,0.0,-1.0
64,Anthony Tolliver,PF,MIN,3900.0,2.02,10.8,-1.0
65,Johnathan Williams,PF,LAL,3500.0,1.94,0.0,0.0
66,Mohamed Bamba,C1B,ORL,4700.0,1.86,29.7,-1.0
67,Wayne Selden,SG,MEM,3500.0,1.76,6.2,-1.0
68,Dillon Brooks,SG,MEM,4100.0,1.46,21.2,-1.0
69,Omri Casspi,SF,MEM,3500.0,1.32,8.0,-1.0
70,Lorenzo Brown,PG,TOR,3500.0,1.28,0.0,0.0
71,Seth Curry,PG,POR,3700.0,1.16,8.1,-1.0
72,Jerian Grant,PG,ORL,4000.0,1.14,20.9,-1.0
73,Davis Bertans,SF,SA,3500.0,1.1,13.0,-1.0
