Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Paul George,SF,OKC,10400.0,41.18,38.3,2.7
1,Troy Jr,SF,WAS,3500.0,38.14,0.0,-1.0
2,Kyle Kuzma,PF,LAL,6300.0,34.1,29.4,1.7
3,Kevin Durant,SF,GS,9400.0,33.18,50.3,2.0
4,Devin Booker,SG,PHO,10700.0,33.08,69.0,-1.0
5,Quinn Cook,PG,GS,3500.0,32.86,9.2,-1.0
6,Damian Lillard,PG,POR,11000.0,30.64,27.7,2.0
7,Russell Westbrook,PG,OKC,11200.0,28.48,55.2,2.7
8,Bradley Beal,SG,WAS,10000.0,27.54,40.4,2.0
9,Delon Wright,SG,MEM,6200.0,27.48,22.9,-1.0
10,Dennis Schroder,SG,OKC,5900.0,27.14,0.0,1.3
11,Bobby Portis,PF,WAS,6500.0,26.66,21.8,-1.0
12,Shaquille Harrison,PG,CHI,4800.0,25.48,42.0,-1.0
13,Jabari Parker,SF,WAS,6500.0,25.08,49.5,-1.0
14,Stephen Curry,PG,GS,9300.0,24.68,55.5,2.1
15,De'Anthony Melton,PG,PHO,3500.0,20.72,16.4,-1.0
16,JaVale McGee,C1B,LAL,7500.0,18.21,38.1,1.3
17,Mikal Bridges,SF,PHO,5500.0,16.54,21.3,-1.0
18,Thomas Bryant,C1B,WAS,6700.0,16.07,50.3,1.5
19,Jonas Valanciunas,C1B,MEM,8400.0,15.42,48.6,-1.0
20,Deandre Ayton,C1B,PHO,8300.0,14.22,31.5,-1.0
21,Tyler Dorsey,SG,MEM,5000.0,13.88,18.2,-1.0
22,Rajon Rondo,PG,LAL,6500.0,13.86,20.0,-1.0
23,Ryan Arcidiacono,PG,CHI,3600.0,13.42,16.5,-1.0
24,Kentavious Caldwell-Pope,SG,LAL,5400.0,13.04,14.8,-1.0
25,Klay Thompson,SG,GS,7900.0,12.98,17.2,-1.0
26,Justin Holiday,SG,MEM,4400.0,12.16,28.8,-1.0
27,Cory Joseph,PG,IND,4400.0,11.7,9.3,-1.0
