Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Derrick Rose,PG,MIN,6000.0,26.18,35.7,-1.0
1,Kemba Walker,PG,CHA,8600.0,25.04,54.9,2.1
2,Blake Griffin,PF,DET,9800.0,19.82,35.3,2.0
3,Ben Simmons,PG,PHI,9700.0,17.42,64.3,2.0
4,Justise Winslow,SF,MIA,5600.0,16.44,20.9,1.2
5,Victor Oladipo,SG,IND,9000.0,16.04,54.0,-1.0
6,JJ Redick,SG,PHI,5200.0,15.38,0.0,-1.0
7,Nemanja Bjelica,SF,SAC,6500.0,15.3,30.1,-1.0
8,Evan Fournier,SG,ORL,6900.0,15.14,34.8,-1.0
9,John Wall,PG,WAS,9900.0,14.96,51.4,-1.0
10,Josh Richardson,SF,MIA,7600.0,14.68,27.0,1.4
11,Trae Young,PG,ATL,7400.0,14.08,22.3,-1.0
12,Ricky Rubio,PG,UTA,6600.0,14.08,30.7,1.4
13,Tyus Jones,PG,MIN,4000.0,13.76,17.1,-1.0
14,Jayson Tatum,PF,BOS,6600.0,13.26,44.6,1.6
15,Bam Adebayo,C1B,MIA,4100.0,13.21,3.2,-1.0
16,Aaron Gordon,PF,ORL,7900.0,13.08,34.4,1.5
17,Kelly Jr,SF,WAS,4500.0,13.02,0.0,-1.0
18,Andre Drummond,C1B,DET,10200.0,12.84,49.7,1.8
19,Rodney McGruder,SG,MIA,4900.0,11.82,24.3,-1.0
20,Marcus Morris,PF,BOS,5100.0,11.76,29.0,-1.0
21,Markieff Morris,PF,WAS,4900.0,11.52,14.5,-1.0
22,Robert Covington,SF,PHI,6600.0,11.52,24.1,-1.0
23,Buddy Hield,SG,SAC,7400.0,11.38,29.5,1.7
24,Karl-Anthony Towns,C1B,MIN,9600.0,11.26,62.3,2.1
25,Domantas Sabonis,PF,IND,6500.0,10.74,32.7,1.5
26,Kent Bazemore,SG,ATL,6800.0,10.5,14.1,1.2
27,Joe Ingles,SF,UTA,5700.0,10.2,48.5,-1.0
28,Nicolas Batum,SF,CHA,6000.0,9.64,15.4,-1.0
29,Joel Embiid,C1B,PHI,11000.0,9.63,78.6,2.8
30,DeAndre' Bembry,SF,ATL,4900.0,9.36,10.6,-1.0
31,Dwight Howard,C1B,WAS,6900.0,9.08,17.6,-1.0
32,Taj Gibson,PF,MIN,5300.0,8.92,21.8,-1.0
33,Marvin III,PF,SAC,4900.0,8.82,13.4,1.7
34,Jeff Green,SF,WAS,3700.0,8.78,20.6,-1.0
35,Rondae Hollis-Jefferson,PF,BKN,4800.0,8.66,20.6,-1.0
36,Caris LeVert,SG,BKN,7700.0,8.62,32.9,-1.0
37,Terrence Ross,SG,ORL,4800.0,8.54,26.9,-1.0
38,Willie Cauley-Stein,C1B,SAC,7300.0,8.46,31.5,1.4
39,Dario Saric,PF,PHI,5200.0,8.36,0.0,-1.0
40,Bradley Beal,SG,WAS,8500.0,8.26,46.8,2.3
41,Jimmy Butler,SG,MIN,9500.0,8.1,37.6,-1.0
42,Trey Lyles,PF,DEN,5000.0,8.0,19.6,-1.0
43,Josh Okogie,SG,MIN,4500.0,7.82,7.9,-1.0
44,Nikola Vucevic,C1B,ORL,8600.0,7.68,49.3,2.0
45,Kelly Olynyk,PF,MIA,4600.0,7.38,26.8,-1.0
46,DJ Augustin,PG,ORL,4800.0,7.26,0.0,-1.0
47,Tyler Johnson,PG,MIA,4700.0,7.24,22.9,-1.0
48,D'Angelo Russell,PG,BKN,6400.0,6.9,39.3,-1.0
49,Jae Crowder,SF,UTA,5000.0,6.7,38.2,-1.0
50,Jamal Murray,PG,DEN,7500.0,6.62,26.9,1.7
51,Terry Rozier,PG,BOS,6200.0,6.44,33.7,-1.0
52,Nikola Jokic,C1B,DEN,9300.0,6.21,69.7,2.0
53,Michael Kidd-Gilchrist,SF,CHA,3800.0,6.02,29.4,-1.0
54,Royce O'Neale,SF,UTA,3600.0,5.54,4.8,-1.0
55,Hassan Whiteside,C1B,MIA,9100.0,5.45,44.5,-1.0
56,Marvin Williams,PF,CHA,4200.0,5.42,8.7,-1.0
57,Donovan Mitchell,SG,UTA,8800.0,5.2,31.9,-1.0
58,Darren Collison,PG,IND,4600.0,5.16,34.6,1.1
59,Gordon Hayward,SF,BOS,5400.0,5.16,26.7,1.3
60,De'Aaron Fox,PG,SAC,7500.0,5.16,44.8,-1.0
61,Ish Smith,PG,DET,5100.0,5.12,18.7,-1.0
62,Omari Spellman,PF,ATL,4200.0,5.06,28.0,-1.0
63,Jeremy Lamb,SG,CHA,4800.0,5.04,30.1,1.6
64,Al Horford,C1B,BOS,6600.0,4.85,29.3,1.2
65,Derrick Favors,PF,UTA,5300.0,4.74,22.7,1.5
66,Myles Turner,C1B,IND,5400.0,4.65,18.2,-1.0
67,Paul Millsap,PF,DEN,5600.0,4.4,24.2,1.4
68,Dante Exum,PG,UTA,3500.0,4.14,1.7,-1.0
69,Taurean Prince,SF,ATL,6600.0,4.06,16.0,-1.0
70,Otto Jr,SF,WAS,6600.0,4.02,0.0,-1.0
71,Malik Monk,SG,CHA,4500.0,4.0,21.6,-1.0
72,Allen Crabbe,SG,BKN,3700.0,3.94,10.4,-1.0
73,Reggie Jackson,PG,DET,5800.0,3.88,18.9,-1.0
74,Tyreke Evans,SF,IND,4400.0,3.78,8.5,-1.0
75,Bojan Bogdanovic,SF,IND,4400.0,3.76,23.9,1.5
76,Gary Harris,SG,DEN,6800.0,3.74,14.4,-1.0
77,Jaylen Brown,SG,BOS,5000.0,3.68,18.3,-1.0
78,Grayson Allen,SG,UTA,3500.0,3.64,0.0,0.0
79,Kevin Huerter,SG,ATL,3900.0,3.6,13.7,-1.0
80,Joe Harris,SF,BKN,4300.0,3.56,15.8,-1.0
81,Jarrett Allen,C1B,BKN,6400.0,3.46,49.8,1.1
82,Derrick Jr,SF,MIA,3500.0,3.44,0.0,-1.0
83,Marcus Smart,SG,BOS,5100.0,3.4,36.6,-1.0
84,Thaddeus Young,PF,IND,5400.0,3.38,9.3,1.1
85,Jeremy Lin,PG,ATL,4000.0,3.34,37.6,-1.0
86,Austin Rivers,SG,WAS,3600.0,3.24,1.7,-1.0
87,Rudy Gobert,C1B,UTA,8700.0,3.2,44.0,2.0
88,Spencer Dinwiddie,PG,BKN,5300.0,2.88,31.2,1.5
89,Frank Mason,SG,SAC,3700.0,2.86,11.1,-1.0
90,Troy Jr,SF,WAS,3500.0,2.8,0.0,0.0
91,Justin Jackson,SF,SAC,3500.0,2.72,4.2,-1.0
92,James Nunnally,SF,MIN,3500.0,2.68,2.0,-1.0
93,Iman Shumpert,SG,SAC,3700.0,2.68,24.4,-1.0
94,Tony Parker,PG,CHA,3900.0,2.68,12.4,-1.0
95,Monte Morris,SG,DEN,3800.0,2.66,28.2,-1.0
96,Cody Zeller,C1B,CHA,4400.0,2.49,24.8,-1.0
97,Miles Bridges,SF,CHA,3800.0,2.42,23.3,-1.0
98,Ed Davis,PF,BKN,3900.0,2.34,12.2,-1.0
99,Jared Terrell,SG,MIN,3500.0,2.2,0.0,0.0
100,Glenn III,SF,DET,3700.0,2.18,18.2,-1.0
101,Reggie Bullock,SG,DET,4200.0,2.1,21.6,-1.0
102,Markelle Fultz,SG,PHI,4900.0,2.04,17.0,-1.0
103,Juancho Hernangomez,SF,DEN,3900.0,2.02,0.0,0.0
104,Alex Len,C1B,ATL,4900.0,2.01,3.9,1.2
105,Yogi Ferrell,PG,SAC,3500.0,1.9,13.4,-1.0
106,Cory Joseph,PG,IND,3900.0,1.88,22.0,-1.0
107,Mason Plumlee,C1B,DEN,4100.0,1.83,10.6,-1.0
108,Ian Mahinmi,C1B,WAS,3500.0,1.82,0.0,0.0
109,Mohamed Bamba,C1B,ORL,4300.0,1.6,26.9,-1.0
110,Jonathon Simmons,SF,ORL,3700.0,1.5,10.2,-1.0
111,Jared Dudley,SF,BKN,3500.0,1.48,11.3,-1.0
112,Dewayne Dedmon,C1B,ATL,4400.0,1.48,22.8,0.9
113,Alec Burks,SG,UTA,3700.0,1.38,5.5,-1.0
114,Stanley Johnson,SF,DET,3800.0,1.38,42.4,-1.0
115,Landry Shamet,PG,PHI,3600.0,1.3,10.5,-1.0
116,TJ McConnell,PG,PHI,3500.0,1.18,0.0,-1.0
117,Alex Poythress,PF,ATL,3500.0,1.16,5.4,-1.0
118,Torrey Craig,SG,DEN,3500.0,1.1,5.7,-1.0
119,Zaza Pachulia,C1B,DET,3500.0,1.06,15.2,-1.0
