Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Russell Westbrook,PG,OKC,11700.0,40.36,37.8,2.8
1,LeBron James,SF,LAL,12300.0,30.38,58.8,2.7
2,Bam Adebayo,PF,MIA,5200.0,23.7,43.2,-1.0
3,Kelly Jr,SF,PHO,7100.0,21.58,0.0,-1.0
4,Kevin Durant,SF,GS,9500.0,19.36,43.5,2.3
5,DeMar DeRozan,SG,SA,8700.0,18.72,31.7,-1.0
6,Ben Simmons,PG,PHI,9200.0,17.46,59.5,1.9
7,Ivan Rabb,PF,MEM,4400.0,16.98,7.4,-1.0
8,Stephen Curry,PG,GS,9400.0,16.96,45.8,2.3
9,Devin Booker,SG,PHO,8600.0,16.06,34.8,-1.0
10,Kelly Olynyk,PF,MIA,5400.0,15.86,45.2,-1.0
11,Josh Richardson,SF,MIA,6500.0,14.48,31.5,1.6
12,Julius Randle,PF,NO,9000.0,13.82,50.0,-1.0
13,Joakim Noah,C1B,MEM,5800.0,13.49,33.1,-1.0
14,Giannis Antetokounmpo,SF,MIL,11200.0,13.24,76.8,2.8
15,Tyler Johnson,PG,PHO,5700.0,12.46,11.4,-1.0
16,Kyle Kuzma,PF,LAL,7000.0,12.12,26.7,1.6
17,Khris Middleton,SG,MIL,7200.0,12.12,46.8,1.7
18,D'Angelo Russell,SG,BKN,9300.0,12.04,25.2,-1.0
19,Mike Conley,PG,MEM,8000.0,12.04,15.2,-1.0
20,LaMarcus Aldridge,PF,SA,8300.0,11.66,46.5,-1.0
21,Elfrid Payton,PG,NO,6500.0,11.5,29.4,-1.0
22,Brandon Ingram,SF,LAL,7400.0,11.4,31.9,-1.0
23,Thaddeus Young,PF,IND,6600.0,11.24,36.7,1.2
24,Tobias Harris,PF,PHI,8000.0,11.22,31.3,-1.0
25,Jamal Murray,PG,DEN,6600.0,10.74,31.6,1.6
26,Nikola Mirotic,SF,MIL,6000.0,10.7,13.7,-1.0
27,Dennis Schroder,SG,OKC,5100.0,10.32,0.0,1.7
28,Justin Holiday,SG,MEM,3900.0,9.88,1.0,-1.0
29,Rajon Rondo,PG,LAL,5600.0,9.82,18.8,-1.0
30,Cheick Diallo,PF,NO,4700.0,9.76,31.5,-1.0
31,Nikola Jokic,C1B,DEN,11100.0,9.42,51.3,2.1
32,Caris LeVert,SG,BKN,6200.0,9.32,21.4,-1.0
33,Donovan Mitchell,SG,UTA,8900.0,8.84,64.6,-1.0
34,Will Barton,SF,DEN,5600.0,8.76,24.1,-1.0
35,Darren Collison,PG,IND,6600.0,8.68,38.6,1.4
36,Nikola Vucevic,C1B,ORL,10400.0,8.5,50.1,1.9
37,Rudy Gay,SF,SA,5600.0,8.24,35.1,1.4
38,DeMarcus Cousins,C1B,GS,8500.0,8.15,42.6,-1.0
39,Dwyane Wade,SG,MIA,6400.0,8.1,21.8,1.7
40,Ricky Rubio,PG,UTA,6800.0,7.94,23.1,1.6
41,JJ Redick,SF,PHI,5400.0,7.9,0.0,-1.0
42,Avery Bradley,SG,MEM,5400.0,7.66,28.5,-1.0
43,Luka Doncic,SG,DAL,9700.0,7.56,39.8,-1.0
44,Jonas Valanciunas,C1B,MEM,7800.0,7.54,39.0,-1.0
45,Jonathan Isaac,SF,ORL,5800.0,7.36,29.6,-1.0
46,Draymond Green,PF,GS,6100.0,7.28,37.8,0.9
47,Paul Millsap,PF,DEN,7800.0,7.26,46.4,1.4
48,Terrence Ross,SG,ORL,5300.0,7.12,31.1,-1.0
49,Jimmy Butler,SG,PHI,8400.0,6.82,38.8,-1.0
50,Evan Fournier,SG,ORL,5600.0,6.72,34.0,-1.0
51,Wesley Matthews,SG,IND,4600.0,6.7,26.0,-1.0
52,Jahlil Okafor,C1B,NO,4300.0,6.69,13.9,-1.0
53,Josh Jackson,PF,PHO,5200.0,6.38,22.4,-1.0
54,Joe Ingles,SF,UTA,6500.0,6.32,32.6,-1.0
55,Aaron Gordon,PF,ORL,7300.0,6.06,30.6,1.3
56,DJ Augustin,PG,ORL,4800.0,5.98,0.0,-1.0
57,Bojan Bogdanovic,SF,IND,6100.0,5.98,35.1,1.7
58,Deandre Ayton,C1B,PHO,7600.0,5.88,50.5,-1.0
59,Jrue Holiday,SG,NO,9100.0,5.82,46.1,1.9
60,Steven Adams,C1B,OKC,6700.0,5.7,39.6,1.2
61,Derrick Jr,SF,MIA,3500.0,5.4,0.0,-1.0
62,Jae Crowder,SF,UTA,5000.0,5.38,24.0,-1.0
63,Derrick Favors,PF,UTA,6900.0,5.32,54.6,1.1
64,Brook Lopez,C1B,MIL,6200.0,5.25,48.6,1.1
65,Dion Waiters,SG,MIA,5100.0,4.94,26.1,-1.0
66,Rudy Gobert,C1B,UTA,9600.0,4.86,19.3,1.5
67,Jerami Grant,PF,OKC,6000.0,4.86,20.7,-1.0
68,Cory Joseph,PG,IND,4500.0,4.84,22.1,-1.0
69,Royce O'Neale,SF,UTA,4100.0,4.58,14.6,-1.0
70,Justise Winslow,SF,MIA,6300.0,4.18,26.8,1.5
71,Joe Harris,SF,BKN,4900.0,4.08,20.6,-1.0
72,Tim Jr,SG,DAL,5900.0,3.82,0.0,-1.0
73,Reggie Bullock,SG,LAL,4800.0,3.78,9.4,-1.0
74,Bruno Caboclo,SF,MEM,3600.0,3.74,33.2,-1.0
75,Bryn Forbes,PG,SA,3600.0,3.74,24.3,-1.0
76,Ersan Ilyasova,PF,MIL,3800.0,3.56,11.6,-1.0
77,Mikal Bridges,SF,PHO,5000.0,3.22,27.0,-1.0
78,Jonah Bolden,PF,PHI,3900.0,3.14,23.6,-1.0
79,Ed Davis,PF,BKN,4200.0,3.12,9.1,-1.0
80,Gary Harris,SF,DEN,4400.0,2.8,14.0,-1.0
81,Kenrich Williams,SF,NO,5000.0,2.8,18.0,-1.0
82,Khem Birch,PF,ORL,3600.0,2.8,15.1,-1.0
83,Terrance Ferguson,SG,OKC,3600.0,2.78,7.2,-1.0
84,Dirk Nowitzki,PF,DAL,4100.0,2.76,16.9,-1.0
85,Malik Beasley,SG,DEN,3900.0,2.74,16.1,-1.0
86,Alfonzo McKinnie,SF,GS,3500.0,2.62,2.7,-1.0
87,Jarrett Allen,C1B,BKN,6700.0,2.55,9.6,0.9
88,Allen Crabbe,SG,BKN,3900.0,2.52,9.8,-1.0
89,Tyler Dorsey,SG,MEM,3500.0,2.48,0.0,-1.0
90,Richaun Holmes,PF,PHO,4000.0,2.46,17.8,-1.0
91,James Johnson,PF,MIA,4300.0,2.44,0.0,0.0
92,Raymond Felton,PG,OKC,3600.0,2.4,14.5,-1.0
93,Maxi Kleber,PF,DAL,3900.0,2.38,11.5,-1.0
94,Tyreke Evans,SF,IND,3500.0,2.36,4.6,-1.0
95,Markieff Morris,PF,OKC,4200.0,2.36,18.1,-1.0
96,Davis Bertans,SF,SA,3700.0,2.3,12.4,-1.0
97,Isaiah Canaan,PG,MIL,3500.0,2.28,1.7,-1.0
98,Dwight Powell,PF,DAL,6000.0,2.26,32.6,-1.0
99,Patty Mills,PG,SA,4000.0,2.24,3.7,-1.0
100,Marco Belinelli,SG,SA,3800.0,2.22,5.5,-1.0
101,DeMarre Carroll,SF,BKN,4400.0,2.2,15.2,-1.0
