Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Walter Jr,SG,CHI,6000.0,85.9,0.0,-1.0
1,Shaquille Harrison,PG,CHI,7000.0,85.9,12.0,-1.0
2,Tobias Harris,PF,PHI,6900.0,85.9,27.7,-1.0
3,JaKarr Sampson,SF,CHI,5500.0,85.9,46.1,-1.0
4,Ben Simmons,PG,PHI,9500.0,85.9,32.8,1.8
5,D'Angelo Russell,SG,BKN,9000.0,73.2,45.4,-1.0
6,Joel Embiid,C1B,PHI,12200.0,72.9,46.5,2.8
7,Wayne Selden,SG,CHI,3900.0,63.12,9.9,-1.0
8,Ryan Arcidiacono,PG,CHI,3700.0,52.18,12.4,-1.0
9,JJ Redick,SF,PHI,6100.0,48.28,0.0,-1.0
10,DeMarre Carroll,SF,BKN,4600.0,34.58,16.0,-1.0
11,Antonio Blakeney,SG,CHI,3600.0,33.12,0.0,0.0
12,Jonah Bolden,PF,PHI,5000.0,32.42,20.6,-1.0
13,Eric Bledsoe,PG,MIL,8000.0,28.82,59.3,-1.0
14,Joe Harris,SF,BKN,5200.0,27.2,24.7,-1.0
15,Spencer Dinwiddie,PG,BKN,5200.0,26.76,17.1,1.7
16,Khris Middleton,SG,MIL,6900.0,23.74,32.3,1.7
17,Sterling Brown,SG,MIL,4500.0,22.74,21.3,-1.0
18,Ed Davis,PF,BKN,4000.0,20.7,12.4,-1.0
19,Brook Lopez,C1B,MIL,6800.0,18.85,27.1,1.3
20,Pat Connaughton,SG,MIL,5200.0,15.48,33.1,-1.0
21,Caris LeVert,SG,BKN,6100.0,13.52,33.4,-1.0
22,Mike Scott,PF,PHI,4400.0,11.4,12.9,-1.0
23,DJ Wilson,PF,MIL,3600.0,11.22,0.0,-1.0
24,Rodions Kurucs,PF,BKN,3600.0,9.68,20.5,-1.0
25,Brandon Sampson,SG,CHI,3500.0,8.58,12.6,-1.0
26,Zhaire Smith,SG,PHI,3500.0,8.16,7.1,-1.0
27,Ersan Ilyasova,PF,MIL,3500.0,8.06,23.4,-1.0
28,Timothe Luwawu-Cabarrot,SG,CHI,4100.0,7.9,0.0,-1.0
29,Robin Lopez,C1B,CHI,5300.0,7.16,0.0,-1.0
30,Jarrett Allen,C1B,BKN,6000.0,6.03,18.4,1.0
31,Boban Marjanovic,C1B,PHI,3500.0,5.89,19.9,-1.0
32,Cristiano Felicio,C1B,CHI,4000.0,3.87,0.0,-1.0
33,George Hill,PG,MIL,4200.0,3.84,16.0,-1.0
34,Rondae Hollis-Jefferson,PF,BKN,3700.0,3.82,0.0,0.0
35,Tim Frazier,PG,MIL,3500.0,3.38,12.7,-1.0
36,Jonathon Simmons,SF,PHI,3500.0,3.16,0.0,0.0
37,TJ McConnell,PG,PHI,3500.0,2.74,0.0,-1.0
38,Greg Monroe,C1B,PHI,3500.0,2.31,17.4,-1.0
39,Rawle Alkins,SG,CHI,3700.0,1.8,12.8,-1.0
40,Jared Dudley,SF,BKN,3500.0,1.24,30.7,-1.0
