Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,James Harden,SG,HOU,13000.0,69.14,80.5,2.8
1,Kawhi Leonard,SF,TOR,10300.0,67.34,32.7,2.0
2,De'Aaron Fox,PG,SAC,8700.0,57.92,30.4,-1.0
3,Kevin Durant,SF,GS,10100.0,51.08,39.9,2.0
4,Draymond Green,PF,GS,6900.0,50.42,42.2,0.8
5,Stephen Curry,PG,GS,10400.0,46.26,42.6,1.9
6,Fred VanVleet,PG,TOR,5700.0,44.5,20.0,-1.0
7,Nemanja Bjelica,SF,SAC,6500.0,38.7,29.7,-1.0
8,Austin Rivers,SG,HOU,3800.0,38.58,31.8,-1.0
9,Nikola Jokic,C1B,DEN,10300.0,36.59,51.6,1.9
10,Pascal Siakam,PF,TOR,7000.0,33.6,29.7,1.4
11,Buddy Hield,SG,SAC,7000.0,30.88,36.4,1.5
12,Gerald Green,SF,HOU,3700.0,28.48,29.8,-1.0
13,Willie Cauley-Stein,C1B,SAC,7600.0,25.08,23.7,1.1
14,PJ Tucker,PF,HOU,4400.0,22.58,0.0,-1.0
15,LaMarcus Aldridge,PF,SA,9000.0,20.34,29.9,-1.0
16,Serge Ibaka,PF,TOR,6600.0,19.68,24.7,1.5
17,Jamal Murray,PG,DEN,8000.0,19.32,52.4,1.7
18,OG Anunoby,SF,TOR,3600.0,17.88,2.9,-1.0
19,Iman Shumpert,SG,SAC,4700.0,17.06,5.7,-1.0
20,Danuel House,SF,HOU,4600.0,16.6,28.3,-1.0
21,Rudy Gay,SF,SA,5700.0,16.02,27.9,1.5
22,Juancho Hernangomez,SF,DEN,5200.0,15.28,0.0,0.0
23,Klay Thompson,SG,GS,7400.0,15.24,52.0,-1.0
24,Bogdan Bogdanovic,SG,SAC,6700.0,14.26,25.0,1.3
25,DeMar DeRozan,SG,SA,8800.0,14.24,57.3,-1.0
26,Bryn Forbes,PG,SA,4400.0,11.74,31.1,-1.0
27,Clint Capela,C1B,HOU,8600.0,10.09,63.7,-1.0
28,Delon Wright,SG,TOR,3800.0,10.08,27.3,-1.0
29,Jonas Jerebko,PF,GS,3600.0,9.74,5.0,-1.0
30,Kevon Looney,C1B,GS,4300.0,9.65,28.4,-1.0
31,Derrick White,PG,SA,6100.0,8.98,28.0,-1.0
32,Davis Bertans,SF,SA,4000.0,8.38,14.3,-1.0
33,Monte Morris,SG,DEN,4600.0,8.38,3.2,-1.0
34,Pau Gasol,C1B,SA,3900.0,7.54,0.0,0.0
35,Trey Lyles,PF,DEN,3700.0,7.08,4.4,-1.0
36,Gary Harris,SF,DEN,4800.0,6.96,15.6,-1.0
37,Malik Beasley,SG,DEN,4900.0,6.76,13.6,-1.0
38,Andre Iguodala,SG,GS,4800.0,6.2,17.2,-1.0
39,Paul Millsap,PF,DEN,6200.0,6.1,20.2,1.3
40,Danny Green,SG,TOR,4200.0,6.04,9.3,-1.0
41,Jakob Poeltl,C1B,SA,3800.0,5.26,0.0,0.0
42,Greg Monroe,C1B,TOR,3900.0,4.81,25.2,-1.0
43,Mason Plumlee,C1B,DEN,5000.0,4.6,35.0,-1.0
44,Justin Jackson,SF,SAC,3500.0,3.82,19.5,-1.0
45,Marco Belinelli,SG,SA,3700.0,3.8,12.4,-1.0
46,Torrey Craig,SG,DEN,4400.0,3.7,11.8,-1.0
47,Patty Mills,PG,SA,3500.0,2.98,17.2,-1.0
48,Chris Boucher,PF,TOR,3500.0,2.06,8.4,-1.0
49,James III,SF,HOU,4000.0,2.0,0.0,0.0
50,Norman Powell,SF,TOR,3900.0,2.0,29.6,-1.0
51,Kosta Koufos,C1B,SAC,3500.0,1.62,5.2,-1.0
52,Harry III,PF,SAC,3600.0,1.34,16.5,-1.0
53,Shaun Livingston,PG,GS,3600.0,1.22,14.4,-1.0
54,Yogi Ferrell,PG,SAC,3600.0,1.06,14.0,-1.0
