Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Rajon Rondo,PG,LAL,7200.0,27.6,29.0,-1.0
1,Domantas Sabonis,PF,IND,6200.0,26.22,43.4,1.5
2,LeBron James,SF,LAL,11000.0,24.96,41.8,2.8
3,Gordon Hayward,SF,BOS,4900.0,24.4,17.6,1.4
4,Buddy Hield,SG,SAC,6800.0,22.6,48.3,1.7
5,Royce O'Neale,SF,UTA,4200.0,21.18,13.6,-1.0
6,Marvin III,PF,SAC,6500.0,18.58,21.2,1.7
7,Russell Westbrook,PG,OKC,11300.0,18.08,66.3,2.7
8,Donovan Mitchell,SG,UTA,9800.0,18.06,38.6,-1.0
9,Kyrie Irving,PG,BOS,9900.0,17.08,65.0,2.3
10,Paul George,SF,OKC,10000.0,16.62,51.7,2.8
11,Luka Doncic,SG,DAL,9600.0,15.98,53.7,-1.0
12,Jayson Tatum,PF,BOS,6700.0,15.68,22.3,1.6
13,Dwight Powell,PF,DAL,6800.0,14.88,29.0,-1.0
14,Bojan Bogdanovic,SF,IND,6700.0,14.86,33.3,1.5
15,Kyle Kuzma,PF,LAL,6500.0,14.22,23.1,1.6
16,Marcus Morris,PF,BOS,5100.0,14.06,44.6,-1.0
17,Nikola Vucevic,C1B,ORL,10500.0,13.88,40.2,1.9
18,Dennis Schroder,SG,OKC,5000.0,13.58,0.0,1.4
19,De'Aaron Fox,PG,SAC,7800.0,13.4,48.9,-1.0
20,Aaron Gordon,PF,ORL,7300.0,13.36,38.2,1.5
21,Cedi Osman,SF,CLE,6300.0,12.86,21.6,-1.0
22,Thaddeus Young,PF,IND,6800.0,12.68,24.8,1.2
23,Will Barton,SF,DEN,5900.0,12.42,23.9,-1.0
24,Jonathan Isaac,SF,ORL,6500.0,12.42,15.4,-1.0
25,Kawhi Leonard,SF,TOR,9700.0,12.38,42.6,2.3
26,Willie Cauley-Stein,C1B,SAC,5600.0,12.17,34.6,1.3
27,Evan Fournier,SG,ORL,5700.0,11.98,22.3,-1.0
28,Bogdan Bogdanovic,SG,SAC,5300.0,11.94,0.0,1.5
29,Harrison Barnes,SF,SAC,5600.0,11.64,35.0,-1.0
30,Kevin Love,PF,CLE,8700.0,11.18,20.1,-1.0
31,Pascal Siakam,PF,TOR,7800.0,10.46,40.0,1.6
32,Jamal Murray,PG,DEN,7700.0,10.42,31.5,1.7
33,Karl-Anthony Towns,C1B,MIN,11700.0,10.32,46.4,2.0
34,Jaylen Brown,SG,BOS,5000.0,10.26,23.2,-1.0
35,DJ Augustin,PG,ORL,4600.0,10.14,0.0,-1.0
36,Jordan Clarkson,SG,CLE,5200.0,10.04,24.8,-1.0
37,Jerami Grant,PF,OKC,5500.0,9.98,16.9,-1.0
38,Taj Gibson,PF,MIN,4500.0,9.82,19.5,-1.0
39,Wesley Matthews,SG,IND,4600.0,9.78,29.4,-1.0
40,Terrence Ross,SG,ORL,5900.0,9.62,31.8,-1.0
41,Ante Zizic,C1B,CLE,4400.0,9.1,0.0,-1.0
42,Paul Millsap,PF,DEN,6900.0,8.88,50.1,1.5
43,Cory Joseph,PG,IND,4100.0,8.68,14.6,-1.0
44,Nikola Jokic,C1B,DEN,10200.0,8.24,40.8,2.2
45,Dario Saric,PF,MIN,4100.0,8.24,0.0,-1.0
46,Darren Collison,PG,IND,7100.0,8.16,42.7,1.2
47,Myles Turner,C1B,IND,7600.0,7.89,21.2,-1.0
48,Harry III,PF,SAC,4400.0,7.86,15.8,-1.0
49,Marcus Smart,SG,BOS,5500.0,7.48,19.2,-1.0
50,Andrew Wiggins,SG,MIN,6300.0,7.26,20.6,1.6
51,Josh Hart,SG,LAL,4300.0,7.14,15.2,-1.0
52,Joe Ingles,SF,UTA,6100.0,7.08,33.0,-1.0
53,Derrick Favors,PF,UTA,6400.0,6.86,39.2,1.5
54,Collin Sexton,PG,CLE,5800.0,6.84,31.3,-1.0
55,Al Horford,C1B,BOS,6900.0,6.83,32.0,1.5
56,Nemanja Bjelica,SF,SAC,5200.0,6.5,21.2,-1.0
57,Steven Adams,C1B,OKC,6700.0,6.49,24.1,1.3
58,Jae Crowder,SF,UTA,5400.0,6.34,27.6,-1.0
59,Jeremy Lin,PG,TOR,3500.0,6.26,20.9,-1.0
60,Dorian Finney-Smith,SF,DAL,4500.0,6.16,7.2,-1.0
61,Tyus Jones,PG,MIN,4400.0,6.12,32.1,-1.0
62,Keita Bates-Diop,SF,MIN,4200.0,5.88,11.3,-1.0
63,Marc Gasol,C1B,TOR,6500.0,5.71,33.4,-1.0
64,Danny Green,SG,TOR,4600.0,5.58,13.8,-1.0
65,Gary Harris,SF,DEN,4900.0,5.54,13.2,-1.0
66,Josh Okogie,SG,MIN,3600.0,5.1,6.2,-1.0
67,Brandon Knight,PG,CLE,4300.0,5.0,17.7,-1.0
68,JaVale McGee,C1B,LAL,4800.0,4.53,23.8,1.3
69,Jalen Brunson,PG,DAL,5900.0,4.32,33.0,-1.0
70,Jordan Loyd,PG,TOR,3500.0,4.32,0.0,-1.0
71,David Nwaba,SG,CLE,4100.0,4.2,7.2,-1.0
72,Brad Wanamaker,PG,BOS,3500.0,4.08,0.0,0.0
73,Trey Lyles,PF,DEN,3800.0,4.06,0.0,0.0
74,Tim Jr,SG,DAL,4800.0,4.04,0.0,-1.0
75,Chris Boucher,PF,TOR,3500.0,3.92,11.6,-1.0
76,Marquese Chriss,PF,CLE,3500.0,3.42,12.2,-1.0
77,Johnathan Williams,PF,LAL,3700.0,3.4,1.6,-1.0
78,Rudy Gobert,C1B,UTA,9600.0,3.37,32.1,2.0
79,Terrance Ferguson,SG,OKC,3500.0,3.36,13.2,-1.0
80,Malik Beasley,SG,DEN,3700.0,3.26,12.2,-1.0
81,Mason Plumlee,C1B,DEN,4700.0,3.25,22.2,-1.0
82,Moritz Wagner,C1B,LAL,3800.0,2.72,3.2,-1.0
83,Ricky Rubio,PG,UTA,6100.0,2.58,26.6,1.5
84,Wes Iwundu,SF,ORL,3600.0,2.48,0.0,0.0
85,Monte Morris,SG,DEN,3900.0,2.4,20.0,-1.0
86,Dante Exum,PG,UTA,3500.0,2.34,-2.0,-1.0
87,Norman Powell,SF,TOR,3500.0,2.32,41.6,-1.0
88,Reggie Bullock,SG,LAL,3600.0,2.22,15.6,-1.0
89,Kyle Korver,SG,UTA,3900.0,2.22,19.4,-1.0
90,Maxi Kleber,PF,DAL,3900.0,2.18,28.7,-1.0
91,OG Anunoby,SF,TOR,3600.0,1.98,16.8,-1.0
92,Alex Caruso,PG,LAL,3600.0,1.86,28.5,-1.0
93,Jerian Grant,PG,ORL,3500.0,1.78,14.1,-1.0
94,Nik Stauskas,SG,CLE,3800.0,1.66,12.9,-1.0
95,Nerlens Noel,C1B,OKC,3700.0,1.57,4.3,-1.0
96,Gorgui Dieng,C1B,MIN,3500.0,1.43,12.9,-1.0
97,Khem Birch,PF,ORL,3600.0,1.38,32.7,-1.0
98,Isaiah Thomas,PG,DEN,3500.0,1.3,0.0,0.0
