Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Paul George,SF,OKC,9800.0,33.22,45.6,2.7
1,Russell Westbrook,PG,OKC,11600.0,23.64,59.7,2.7
2,Stephen Curry,PG,GS,9600.0,21.54,32.9,2.1
3,Ben Simmons,PG,PHI,9700.0,21.12,29.2,1.6
4,Joel Embiid,C1B,PHI,11400.0,20.56,29.7,2.7
5,Giannis Antetokounmpo,SF,MIL,11800.0,18.96,53.9,2.8
6,Kevin Durant,SF,GS,10000.0,16.58,38.1,1.8
7,Noah Vonleh,PF,NY,5500.0,16.16,11.4,1.1
8,Dario Saric,PF,MIN,5300.0,14.9,0.0,-1.0
9,Devin Booker,SG,PHO,8400.0,14.2,54.4,-1.0
10,De'Aaron Fox,PG,SAC,7500.0,14.12,0.2,-1.0
11,James Harden,SG,HOU,11700.0,13.86,71.7,2.7
12,Rudy Gay,SF,SA,6300.0,13.8,38.7,1.6
13,DeMar DeRozan,SG,SA,8700.0,13.64,37.7,-1.0
14,Jimmy Butler,SG,PHI,7600.0,13.02,15.6,-1.0
15,Damian Lillard,PG,POR,8800.0,12.74,55.6,2.1
16,Emmanuel Mudiay,PG,NY,6300.0,12.24,46.2,-1.0
17,Blake Griffin,PF,DET,9500.0,12.0,40.5,2.2
18,Karl-Anthony Towns,C1B,MIN,10200.0,11.88,43.3,2.1
19,Kevin Knox,PF,NY,6900.0,11.68,22.0,-1.0
20,Andre Drummond,C1B,DET,9800.0,11.51,31.3,1.8
21,Draymond Green,PF,GS,6800.0,10.86,27.9,0.8
22,Eric Bledsoe,PG,MIL,7900.0,10.84,0.0,-1.0
23,Lauri Markkanen,PF,CHI,7000.0,10.84,43.0,-1.0
24,Klay Thompson,SG,GS,6800.0,10.78,38.5,-1.0
25,Derrick Rose,PG,MIN,6100.0,10.46,29.9,-1.0
26,De'Anthony Melton,PG,PHO,5700.0,9.9,9.2,-1.0
27,Furkan Korkmaz,SG,PHI,4300.0,9.64,11.3,-1.0
28,Danilo Gallinari,SF,LAC,7100.0,9.5,29.5,1.6
29,Buddy Hield,SG,SAC,6400.0,9.08,23.7,1.7
30,Chris Paul,PG,HOU,8100.0,8.54,37.1,-1.0
31,JJ Redick,SG,PHI,5700.0,8.34,0.0,-1.0
32,Justin Holiday,SG,CHI,5800.0,8.24,22.1,-1.0
33,Kris Dunn,PG,CHI,7200.0,8.2,23.9,-1.0
34,Josh Jackson,PF,PHO,5600.0,8.18,29.9,-1.0
35,Tobias Harris,PF,LAC,7700.0,7.96,55.7,-1.0
36,Dennis Schroder,SG,OKC,5900.0,7.8,0.0,1.5
37,Enes Kanter,C1B,NY,7000.0,7.57,33.0,-1.0
38,Andrew Wiggins,SG,MIN,6300.0,7.46,27.0,1.7
39,Steven Adams,C1B,OKC,7300.0,7.1,34.1,1.3
40,Reggie Jackson,PG,DET,5400.0,7.08,19.4,-1.0
