Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Trae Young,PG,ATL,8300.0,32.16,40.6,-1.0
1,Alex Len,C1B,ATL,4700.0,30.15,41.6,1.3
2,Bradley Beal,SG,WAS,11200.0,28.94,45.7,2.1
3,Bam Adebayo,PF,MIA,5900.0,27.42,16.5,-1.0
4,Stephen Curry,PG,GS,9200.0,24.46,41.3,1.9
5,Russell Westbrook,PG,OKC,11700.0,22.32,65.9,2.8
6,James Harden,SG,HOU,12200.0,22.28,54.6,2.8
7,Tomas Satoransky,PG,WAS,6800.0,20.14,0.0,-1.0
8,Royce O'Neale,SF,UTA,4300.0,19.36,14.7,-1.0
9,Donovan Mitchell,SG,UTA,9400.0,18.02,36.0,-1.0
10,Dennis Schroder,SG,OKC,5300.0,17.12,0.0,1.6
11,Clint Capela,C1B,HOU,8400.0,17.06,36.1,-1.0
12,Blake Griffin,PF,DET,8100.0,16.78,25.3,2.0
13,Bobby Portis,PF,WAS,6900.0,16.72,13.7,-1.0
14,Taurean Prince,SF,ATL,5200.0,13.8,25.1,-1.0
15,DeMarcus Cousins,C1B,GS,8500.0,13.41,49.1,-1.0
16,Draymond Green,PF,GS,6600.0,13.28,17.5,1.0
17,Klay Thompson,SG,GS,8000.0,13.04,40.2,-1.0
18,Aaron Gordon,PF,ORL,7100.0,13.02,33.8,1.6
19,John Collins,PF,ATL,8800.0,12.9,50.9,-1.0
20,Jonathan Isaac,SF,ORL,6000.0,11.78,24.6,-1.0
21,Andre Drummond,C1B,DET,10200.0,11.73,0.0,1.8
22,Jabari Parker,SF,WAS,5800.0,11.72,31.3,-1.0
23,Nikola Vucevic,C1B,ORL,10000.0,11.6,42.8,2.2
24,Trevor Ariza,SF,WAS,6400.0,11.46,4.6,-1.0
25,Jeff Green,SF,WAS,4500.0,11.4,12.2,-1.0
26,Kelly Jr,SF,PHO,7000.0,11.2,0.0,-1.0
27,Josh Richardson,SF,MIA,6200.0,10.88,37.1,1.3
28,Gerald Green,SF,HOU,3600.0,10.82,9.2,-1.0
29,Justise Winslow,SF,MIA,5800.0,10.8,31.0,1.2
30,Jerami Grant,PF,OKC,5900.0,10.72,26.4,-1.0
31,Kent Bazemore,SG,ATL,5200.0,10.22,5.9,1.3
32,Kelly Olynyk,PF,MIA,5600.0,10.0,17.1,-1.0
33,Evan Fournier,SG,ORL,5400.0,9.98,17.8,-1.0
34,Terrence Ross,SG,ORL,5600.0,9.9,14.1,-1.0
35,Devin Booker,SG,PHO,9000.0,9.86,39.8,-1.0
36,Paul George,SF,OKC,10000.0,9.5,50.3,2.8
37,Mike Conley,PG,MEM,9200.0,9.02,37.3,-1.0
38,Bruno Caboclo,SF,MEM,3600.0,8.86,7.6,-1.0
39,D'Angelo Russell,SG,BKN,8000.0,8.24,35.3,-1.0
40,Andre Iguodala,SG,GS,4300.0,8.14,15.0,-1.0
41,Joe Harris,SF,BKN,4500.0,8.06,24.2,-1.0
42,Tyler Johnson,PG,PHO,5500.0,8.02,18.8,-1.0
43,Alfonzo McKinnie,SF,GS,3500.0,7.9,11.0,-1.0
44,Kevin Huerter,SG,ATL,4500.0,7.78,33.0,-1.0
45,Delon Wright,SG,MEM,5300.0,7.54,35.1,-1.0
46,Rodions Kurucs,PF,BKN,4600.0,7.46,20.5,-1.0
47,Kevon Looney,C1B,GS,3500.0,7.03,19.7,-1.0
48,Reggie Jackson,PG,DET,5100.0,6.64,10.7,-1.0
49,Joe Ingles,SF,UTA,6100.0,6.54,33.4,-1.0
50,Derrick Favors,PF,UTA,6400.0,6.38,41.9,1.5
51,Steven Adams,C1B,OKC,6900.0,6.09,29.9,1.5
52,Deandre Ayton,C1B,PHO,8100.0,5.69,21.8,-1.0
53,Spencer Dinwiddie,PG,BKN,6800.0,5.66,34.0,1.5
54,Chris Paul,PG,HOU,8500.0,5.46,32.7,-1.0
55,Goran Dragic,PG,MIA,4400.0,5.36,23.4,-1.0
56,Justin Holiday,SG,MEM,3600.0,5.34,14.6,-1.0
57,Ed Davis,PF,BKN,3600.0,5.3,24.2,-1.0
58,Eric Gordon,SG,HOU,5600.0,5.1,17.0,-1.0
59,Dwyane Wade,SG,MIA,5800.0,5.04,18.1,1.6
60,Avery Bradley,SG,MEM,6000.0,4.98,5.7,-1.0
61,Dewayne Dedmon,C1B,ATL,5800.0,4.6,28.7,1.1
62,Jarell Martin,PF,ORL,3500.0,4.58,0.0,0.0
63,DeAndre' Bembry,SF,ATL,3800.0,4.34,18.8,-1.0
64,Jae Crowder,SF,UTA,5200.0,4.24,17.6,-1.0
65,Ricky Rubio,PG,UTA,6400.0,4.22,18.6,1.4
66,Markieff Morris,PF,OKC,3500.0,4.14,0.0,0.0
67,DJ Augustin,PG,ORL,4300.0,4.14,0.0,-1.0
68,Derrick Jr,SF,MIA,3500.0,4.12,0.0,-1.0
69,Joakim Noah,C1B,MEM,4800.0,3.93,35.1,-1.0
70,Caris LeVert,SG,BKN,5300.0,3.8,21.2,-1.0
71,Zaza Pachulia,C1B,DET,3500.0,3.75,14.7,-1.0
72,Dante Exum,PG,UTA,3500.0,3.5,0.4,-1.0
73,Allen Crabbe,SG,BKN,4300.0,3.44,10.2,-1.0
74,Mikal Bridges,SF,PHO,4900.0,3.4,20.6,-1.0
75,Ish Smith,PG,DET,4300.0,3.28,6.9,-1.0
76,Jonas Valanciunas,C1B,MEM,7700.0,3.23,8.0,-1.0
77,Vince Carter,SF,ATL,3600.0,3.18,12.7,-1.0
78,Terrance Ferguson,SG,OKC,3500.0,3.16,14.3,-1.0
79,Jevon Carter,PG,MEM,3500.0,3.08,0.0,0.0
80,Luke Kennard,SG,DET,5000.0,3.06,18.6,-1.0
81,Rudy Gobert,C1B,UTA,9800.0,3.01,44.5,1.9
82,Kenneth Faried,PF,HOU,5600.0,2.84,6.6,-1.0
83,Ivan Rabb,PF,MEM,3500.0,2.8,16.5,-1.0
84,PJ Tucker,PF,HOU,4800.0,2.74,0.0,-1.0
85,Jarrett Allen,C1B,BKN,6500.0,2.68,18.5,1.2
86,Josh Jackson,PF,PHO,4400.0,2.62,11.7,-1.0
87,Dion Waiters,SG,MIA,4100.0,2.62,31.3,-1.0
