Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Josh Jackson,PF,PHO,4700.0,51.22,14.4,-1.0
1,Domantas Sabonis,PF,IND,7200.0,41.62,21.6,1.6
2,Paul George,SF,OKC,10400.0,41.0,53.4,2.7
3,Russell Westbrook,PG,OKC,12500.0,40.84,59.3,2.7
4,Ben Simmons,PG,PHI,10700.0,36.06,32.6,1.6
5,De'Anthony Melton,PG,PHO,5500.0,34.06,14.6,-1.0
6,TJ Warren,SF,PHO,5900.0,33.92,29.2,-1.0
7,Kelly Jr,SF,PHO,5600.0,33.44,0.0,-1.0
8,Brandon Ingram,SF,LAL,7300.0,29.0,29.5,-1.0
9,Kemba Walker,PG,CHA,9200.0,25.8,36.3,2.1
10,Devin Booker,SG,PHO,7700.0,24.36,38.4,-1.0
11,Furkan Korkmaz,SG,PHI,3500.0,24.18,1.5,-1.0
12,Joel Embiid,C1B,PHI,11100.0,23.82,56.6,2.8
13,Lonzo Ball,PG,LAL,7700.0,20.36,39.2,-1.0
14,Dennis Schroder,SG,OKC,6100.0,18.96,0.0,1.6
15,Kyle Kuzma,PF,LAL,7500.0,18.4,52.6,1.5
16,De'Aaron Fox,PG,SAC,8600.0,17.86,30.0,-1.0
17,Jimmy Butler,SG,PHI,8100.0,17.84,54.0,-1.0
18,Richaun Holmes,PF,PHO,4700.0,17.62,5.7,-1.0
19,Jamal Murray,PG,DEN,7600.0,15.84,33.9,1.7
20,Pascal Siakam,PF,TOR,6700.0,15.6,39.9,1.6
21,Thaddeus Young,PF,IND,6300.0,14.9,35.7,1.3
22,Kyle Lowry,PG,TOR,8000.0,14.78,40.8,-1.0
23,Nikola Jokic,C1B,DEN,11300.0,14.75,48.1,2.1
24,Bogdan Bogdanovic,SG,SAC,6200.0,14.46,22.2,1.5
25,Serge Ibaka,PF,TOR,6400.0,13.6,30.7,1.7
26,Victor Oladipo,SG,IND,8000.0,13.24,24.9,-1.0
27,Kris Dunn,PG,CHI,7200.0,12.84,10.7,-1.0
28,Fred VanVleet,PG,TOR,5000.0,12.34,26.4,-1.0
29,Malik Beasley,SG,DEN,4700.0,12.34,24.3,-1.0
30,Bismack Biyombo,C1B,CHA,4400.0,11.94,5.4,-1.0
31,Deandre Ayton,C1B,PHO,7200.0,11.86,48.4,-1.0
32,Steven Adams,C1B,OKC,7800.0,11.13,46.5,1.3
33,Jerami Grant,PF,OKC,6200.0,10.98,28.6,-1.0
34,Zach LaVine,SG,CHI,6700.0,10.24,21.0,-1.0
35,Bojan Bogdanovic,SF,IND,5500.0,10.2,10.7,1.6
36,Jonah Bolden,PF,PHI,3800.0,9.54,11.2,-1.0
37,Devonte' Graham,PG,CHA,3500.0,9.44,0.0,-1.0
38,Paul Millsap,PF,DEN,6500.0,8.6,28.6,1.4
39,Cory Joseph,PG,IND,4100.0,8.58,17.4,-1.0
40,TJ McConnell,PG,PHI,4600.0,8.28,0.0,-1.0
41,JJ Redick,SG,PHI,5500.0,7.88,0.0,-1.0
42,Lauri Markkanen,PF,CHI,6700.0,7.72,38.5,-1.0
43,Marvin Williams,PF,CHA,5500.0,7.54,31.0,-1.0
44,Jeremy Lamb,SG,CHA,5900.0,7.38,24.5,1.6
45,Josh Hart,SG,LAL,4700.0,7.16,42.5,-1.0
46,Nicolas Batum,SF,CHA,5200.0,7.0,20.5,-1.0
47,Monte Morris,SG,DEN,3700.0,6.94,14.7,-1.0
48,Chandler Hutchison,SF,CHI,3800.0,6.74,21.0,-1.0
49,Mike Muscala,C1B,PHI,3600.0,6.7,25.4,-1.0
50,Danny Green,SG,TOR,4900.0,6.38,14.7,-1.0
51,Harry III,PF,SAC,3600.0,6.3,7.8,-1.0
52,Kyle O'Quinn,C1B,IND,3700.0,6.28,0.0,0.0
53,Buddy Hield,SG,SAC,6400.0,6.18,32.7,1.7
54,Nemanja Bjelica,SF,SAC,4500.0,6.14,15.2,-1.0
55,Michael Beasley,SF,LAL,3700.0,6.02,11.4,-1.0
56,Justin Jackson,SF,SAC,3700.0,5.9,12.6,-1.0
57,Mikal Bridges,SF,PHO,3900.0,5.84,30.0,-1.0
58,Willie Cauley-Stein,C1B,SAC,7600.0,5.71,37.2,1.3
59,Delon Wright,SG,TOR,4500.0,5.42,19.5,-1.0
60,Cristiano Felicio,C1B,CHI,3500.0,5.11,0.0,-1.0
61,Norman Powell,SF,TOR,3600.0,5.04,12.2,-1.0
62,Wilson Chandler,SF,PHI,4300.0,4.5,18.6,-1.0
63,Willy Hernangomez,C1B,CHA,3900.0,4.3,0.0,-1.0
64,Lance Stephenson,SF,LAL,3500.0,4.02,10.6,-1.0
65,Kentavious Caldwell-Pope,SG,LAL,4500.0,3.92,20.9,-1.0
66,JaVale McGee,C1B,LAL,5400.0,3.65,9.4,1.3
67,Myles Turner,C1B,IND,7100.0,3.59,40.4,-1.0
68,Darren Collison,PG,IND,5800.0,3.58,24.7,1.3
69,Alex Abrines,SG,OKC,3500.0,3.56,0.0,0.0
70,Corey Brewer,SF,PHI,3500.0,3.48,0.0,0.0
71,Tony Parker,PG,CHA,3600.0,3.46,26.4,-1.0
72,Torrey Craig,SG,DEN,3700.0,3.4,21.0,-1.0
73,Svi Mykhailiuk,SG,LAL,3500.0,3.34,0.0,0.0
74,Landry Shamet,PG,PHI,3900.0,3.28,8.9,-1.0
75,Bobby Portis,PF,CHI,4800.0,3.14,30.6,-1.0
76,Terrance Ferguson,SG,OKC,3500.0,3.06,28.6,-1.0
77,Michael Kidd-Gilchrist,SF,CHA,3800.0,3.0,24.9,-1.0
78,Mason Plumlee,C1B,DEN,5000.0,2.89,19.4,-1.0
79,Marvin III,PF,SAC,6100.0,2.8,23.1,1.6
80,Iman Shumpert,SG,SAC,3700.0,2.6,10.4,-1.0
81,Tyreke Evans,SF,IND,4500.0,2.46,18.4,-1.0
82,Wayne Selden,SG,CHI,3500.0,1.98,8.0,-1.0
83,Greg Monroe,C1B,TOR,3700.0,1.86,19.0,-1.0
84,Malik Monk,SG,CHA,3800.0,1.82,5.7,-1.0
85,Ivica Zubac,C1B,LAL,3500.0,1.38,37.9,-1.0
86,Trey Lyles,PF,DEN,3500.0,1.28,22.8,-1.0
87,Gary Harris,SF,DEN,5000.0,1.18,17.2,-1.0
88,Jabari Parker,SF,CHI,4900.0,1.12,23.6,-1.0
89,Shaquille Harrison,PG,CHI,3800.0,1.1,8.5,-1.0
