"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Var.20","OWS","DWS","WS","WS.48","Var.25","OBPM","DBPM","BPM","VORP","links"
"278","206","James Harden","PG","29","HOU","78","2867","30.6",".616",".539",".449","2.5","17.8","10.0","39.5","2.7","1.7","14.5","40.5",NA,"11.4","3.8","15.2",".254",NA,"10.5","1.1","11.7","9.9","/players/h/hardeja01.html"
"279","207","Maurice Harkless","SF","25","POR","60","1415","13.2",".547",".309",".188","5.9","14.1","10.1","7.1","2.3","3.0","9.7","13.9",NA,"1.5","1.9","3.4",".114",NA,"-0.1","2.3","2.2","1.5","/players/h/harklma01.html"
"280","208","Montrezl Harrell","C","25","LAC","82","2158","23.4",".636",".019",".466","9.3","16.7","13.1","12.5","1.6","4.0","11.0","23.5",NA,"6.1","2.6","8.7",".193",NA,"2.6","1.6","4.2","3.4","/players/h/harremo01.html"
"281","209","Devin Harris","PG","35","DAL","68","1071","10.7",".527",".576",".386","1.2","9.9","5.6","16.7","1.6","1.3","12.1","18.5",NA,"0.6","0.9","1.5",".068",NA,"-1.3","-0.9","-2.2","-0.1","/players/h/harride01.html"
"282","210","Gary Harris","SG","24","DEN","57","1639","12.2",".526",".380",".226","2.7","7.9","5.3","11.0","1.6","1.0","8.9","20.0",NA,"1.1","1.5","2.6",".076",NA,"-0.7","-1.0","-1.8","0.1","/players/h/harriga01.html"
"283","211","Joe Harris","SG","27","BRK","76","2293","13.5",".645",".516",".178","2.4","10.9","6.7","11.9","0.8","0.6","13.0","17.0",NA,"3.8","1.7","5.5",".116",NA,"1.4","-0.5","1.0","1.7","/players/h/harrijo01.html"
"284","212","Tobias Harris","PF","26","TOT","82","2847","17.2",".592",".313",".245","2.6","20.8","12.0","12.5","0.8","1.0","9.8","22.8",NA,"4.5","2.6","7.1",".120",NA,"1.1","-0.6","0.5","1.8","/players/h/harrito02.html"
"285","212","Tobias Harris","PF","26","LAC","55","1903","18.2",".605",".302",".256","2.1","21.3","12.0","12.5","1.0","1.0","10.3","23.5",NA,"3.2","1.8","5.0",".127",NA,"1.6","-0.5","1.1","1.5","/players/h/harrito02.html"
"286","212","Tobias Harris","PF","26","PHI","27","944","15.3",".562",".338",".221","3.7","19.7","11.9","12.6","0.6","1.1","8.8","21.3",NA,"1.2","0.9","2.1",".105",NA,"0.1","-0.8","-0.7","0.3","/players/h/harrito02.html"
"287","213","Andrew Harrison","PG","24","TOT","17","187","5.8",".443",".472",".340","3.4","8.5","5.8","17.1","1.1","0.9","16.5","16.8",NA,"-0.1","0.0","-0.1","-0.027",NA,"-3.8","-2.7","-6.6","-0.2","/players/h/harrian01.html"
"288","213","Andrew Harrison","PG","24","MEM","1","5","4.6",".500",".500",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.9",NA,"0.0","0.0","0.0","-0.013",NA,"-4.1","-6.2","-10.3","0.0","/players/h/harrian01.html"
"289","213","Andrew Harrison","PG","24","CLE","10","144","6.6",".467",".359",".410","3.0","8.9","5.8","16.3","1.4","1.2","17.8","17.0",NA,"-0.1","0.0","-0.1","-0.022",NA,"-4.0","-2.2","-6.2","-0.2","/players/h/harrian01.html"
"290","213","Andrew Harrison","PG","24","NOP","6","38","3.1",".349",".833",".167","5.5","8.1","6.8","22.3","0.0","0.0","13.4","16.1",NA,"0.0","0.0","0.0","-0.051",NA,"-3.1","-4.3","-7.4","-0.1","/players/h/harrian01.html"
"291","214","Shaquille Harrison","PG","25","CHI","73","1430","12.4",".494",".209",".289","2.5","14.5","8.4","14.1","3.0","1.8","11.1","16.5",NA,"-0.1","1.6","1.4",".048",NA,"-2.7","1.4","-1.3","0.2","/players/h/harrish01.html"
"292","215","Josh Hart","SG","23","LAL","67","1715","9.3",".526",".591",".172","2.2","12.6","7.5","7.0","1.7","1.9","10.4","13.5",NA,"0.2","1.9","2.1",".059",NA,"-1.8","1.1","-0.7","0.6","/players/h/hartjo01.html"
"293","216","Isaiah Hartenstein","PF","20","HOU","28","221","10.0",".562",".146",".341","10.3","13.3","11.8","9.4","1.6","4.6","21.6","11.8",NA,"0.2","0.3","0.5",".101",NA,"-3.0","2.4","-0.6","0.1","/players/h/harteis01.html"
"294","217","Udonis Haslem","C","38","MIA","10","74","3.6",".360",".364",".121","4.3","34.5","19.4","4.0","0.0","0.0","7.9","21.9",NA,"-0.2","0.1","-0.1","-0.075",NA,"-10.2","-3.9","-14.1","-0.2","/players/h/hasleud01.html"
"295","218","Gordon Hayward","PF","28","BOS","72","1863","15.6",".575",".364",".294","2.9","15.5","9.2","18.4","1.6","1.1","12.8","19.0",NA,"2.6","2.3","4.9",".126",NA,"0.1","0.4","0.5","1.2","/players/h/haywago01.html"
"296","219","John Henson","C","28","MIL","14","188","17.1",".553",".463",".149","9.2","28.0","19.2","10.1","1.7","4.9","14.4","18.6",NA,"0.1","0.4","0.6",".146",NA,"-1.8","3.1","1.3","0.2","/players/h/hensojo01.html"
"297","220","Juan Hernangomez","PF","23","DEN","70","1358","11.0",".580",".576",".274","5.1","16.1","10.6","5.3","1.0","1.6","9.5","12.2",NA,"1.6","1.4","3.0",".105",NA,"-0.9","0.0","-0.9","0.4","/players/h/hernaju01.html"
"299","221","Willy Hernangomez","C","24","CHO","58","812","20.4",".587",".132",".488","15.3","26.3","20.7","11.5","1.0","2.1","13.9","22.1",NA,"1.8","0.8","2.6",".153",NA,"0.2","-0.4","-0.2","0.4","/players/h/hernawi01.html"
"300","222","Mario Hezonja","SF","23","NYK","58","1206","10.8",".497",".328",".246","2.4","18.7","10.4","11.5","2.3","0.6","14.6","21.3",NA,"-1.1","1.1","-0.1","-0.003",NA,"-3.6","-0.4","-4.0","-0.6","/players/h/hezonma01.html"
"301","223","Isaiah Hicks","PF","24","NYK","3","32","17.4",".588",".000",".625","6.4","16.7","11.4","9.4","1.5","7.9","8.9","15.0",NA,"0.1","0.0","0.1",".153",NA,"-2.6","3.2","0.6","0.0","/players/h/hicksis01.html"
"302","224","Buddy Hield","SG","26","SAC","82","2615","17.5",".587",".479",".142","4.1","12.4","8.1","11.9","1.0","1.1","9.2","25.1",NA,"4.3","1.6","5.9",".108",NA,"3.1","-2.0","1.1","2.1","/players/h/hieldbu01.html"
"303","225","Haywood Highsmith","SF","22","PHI","5","40","4.5",".414",".500",".200","0.0","12.9","6.6","6.6","1.2","0.0","8.4","12.4",NA,"0.0","0.0","0.0","-0.023",NA,"-5.5","-1.8","-7.3","-0.1","/players/h/highsha01.html"
"304","226","Nene Hilario","C","36","HOU","42","546","11.9",".552",".026",".405","6.7","18.4","12.5","6.8","1.6","2.3","7.4","11.7",NA,"0.8","0.6","1.4",".123",NA,"-3.0","1.1","-2.0","0.0","/players/h/hilarne01.html"
"305","227","George Hill","PG","32","TOT","60","1302","12.1",".554",".407",".226","3.2","8.3","5.9","14.0","1.9","0.5","11.0","15.1",NA,"1.5","1.3","2.8",".103",NA,"-0.6","-0.4","-1.0","0.3","/players/h/hillge01.html"
"306","227","George Hill","PG","32","CLE","13","344","13.5",".604",".262",".187","3.7","5.1","4.4","16.2","1.7","0.3","14.7","17.3",NA,"0.5","0.0","0.5",".066",NA,"0.3","-2.6","-2.3","0.0","/players/h/hillge01.html"
"307","227","George Hill","PG","32","MIL","47","958","11.6",".534",".465",".242","3.0","9.4","6.4","13.3","1.9","0.6","9.4","14.4",NA,"1.0","1.4","2.3",".117",NA,"-0.9","0.4","-0.5","0.4","/players/h/hillge01.html"
"308","228","Solomon Hill","SF","27","NOP","44","878","6.8",".497",".567",".180","4.1","11.5","7.8","7.6","1.2","0.9","13.9","10.4",NA,"0.1","0.4","0.5",".029",NA,"-2.1","-0.2","-2.3","-0.1","/players/h/hillso01.html"
"309","229","Aaron Holiday","PG","22","IND","50","646","11.9",".518",".485",".191","0.9","10.4","5.8","19.3","1.6","1.8","12.3","21.9",NA,"0.1","0.8","0.9",".065",NA,"-1.5","-1.1","-2.6","-0.1","/players/h/holidaa01.html"
"310","230","Jrue Holiday","SG","28","NOP","67","2402","19.4",".555",".313",".234","3.3","11.0","7.2","31.8","2.1","1.8","14.1","25.4",NA,"3.5","1.9","5.4",".108",NA,"2.9","-0.1","2.8","2.9","/players/h/holidjr01.html"
"311","231","Justin Holiday","SG","29","TOT","82","2607","10.0",".520",".598",".136","1.9","11.9","6.8","8.1","2.3","1.2","11.2","15.7",NA,"-0.4","2.5","2.1",".038",NA,"-1.3","0.6","-0.8","0.8","/players/h/holidju01.html"
"312","231","Justin Holiday","SG","29","CHI","38","1325","11.0",".531",".685",".117","1.5","12.4","6.9","9.1","2.5","1.4","10.2","15.2",NA,"0.2","1.1","1.3",".047",NA,"-0.1","0.8","0.7","0.9","/players/h/holidju01.html"
"313","231","Justin Holiday","SG","29","MEM","44","1282","8.9",".509",".509",".157","2.3","11.3","6.7","7.1","2.1","1.1","12.2","16.3",NA,"-0.6","1.4","0.8",".029",NA,"-2.6","0.3","-2.2","-0.1","/players/h/holidju01.html"
"314","232","John Holland","SF","30","CLE","1","1","0.0","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0",NA,"0.0","0.0","0.0","-0.032",NA,"-6.3","-1.0","-7.3","0.0","/players/h/hollajo02.html"
"315","233","Rondae Hollis-Jefferson","SF","24","BRK","59","1234","12.5",".464",".101",".376","7.1","19.2","13.2","11.7","1.7","1.7","10.7","21.6",NA,"-0.5","1.7","1.2",".047",NA,"-4.3","1.2","-3.0","-0.3","/players/h/holliro01.html"
"316","234","Richaun Holmes","C","25","PHO","70","1184","20.7",".647",".000",".479","10.6","20.5","15.5","7.9","1.7","5.6","10.5","17.9",NA,"3.1","1.1","4.3",".173",NA,"-0.1","1.5","1.4","1.0","/players/h/holmeri01.html"
"317","235","Rodney Hood","SG","26","TOT","72","1893","12.3",".545",".352",".231","1.4","7.9","4.6","10.0","1.5","0.5","6.9","18.1",NA,"2.1","0.5","2.6",".065",NA,"-0.2","-2.1","-2.4","-0.2","/players/h/hoodro01.html"
"318","235","Rodney Hood","SG","26","CLE","45","1234","13.0",".542",".335",".251","1.6","8.8","5.0","11.5","1.5","0.4","6.7","19.1",NA,"1.5","0.0","1.5",".059",NA,"-0.1","-2.6","-2.7","-0.2","/players/h/hoodro01.html"
"319","235","Rodney Hood","SG","26","POR","27","659","10.9",".549",".387",".189","1.2","6.0","3.6","7.1","1.5","0.9","7.5","16.3",NA,"0.6","0.5","1.1",".077",NA,"-0.5","-1.2","-1.7","0.0","/players/h/hoodro01.html"
"320","236","Al Horford","C","32","BOS","68","1973","20.2",".605",".281",".131","6.5","18.3","12.4","21.2","1.4","3.9","11.8","18.9",NA,"4.5","2.9","7.5",".181",NA,"2.1","2.7","4.8","3.4","/players/h/horfoal01.html"
"321","237","Danuel House","SF","25","HOU","39","979","12.2",".646",".706",".282","2.8","13.3","7.9","5.9","1.1","1.0","11.0","14.1",NA,"1.6","0.7","2.3",".113",NA,"0.4","-1.1","-0.6","0.3","/players/h/houseda01.html"
"322","238","Dwight Howard","C","33","WAS","9","230","17.4",".638",".000",".696","11.1","28.3","19.6","2.6","1.4","1.5","15.1","19.6",NA,"0.4","0.2","0.6",".124",NA,"-2.9","-2.3","-5.2","-0.2","/players/h/howardw01.html"
"323","239","Kevin Huerter","SG","20","ATL","75","2048","10.1",".533",".537",".085","3.0","9.7","6.3","14.5","1.5","1.1","13.8","15.7",NA,"0.7","0.7","1.5",".034",NA,"-0.9","-1.0","-1.9","0.1","/players/h/huertke01.html"
"324","240","Isaac Humphries","C","21","ATL","5","56","3.4",".357",".524",".000","7.4","13.4","10.3","0.0","0.8","0.0","0.0","15.2",NA,"-0.1","0.0","-0.1","-0.047",NA,"-6.5","-6.3","-12.8","-0.2","/players/h/humphis01.html"
"326","241","R.J. Hunter","SG","25","BOS","1","26","21.5",".612",".769",".154","4.1","8.2","6.2","18.0","1.9","0.0","0.0","23.0",NA,"0.1","0.0","0.1",".226",NA,"7.0","-3.7","3.4","0.0","/players/h/hunterj01.html"
"327","242","Chandler Hutchison","SF","22","CHI","44","895","8.8",".507",".239",".182","3.7","18.9","11.2","5.3","1.2","0.6","10.0","12.2",NA,"0.0","0.6","0.6",".030",NA,"-3.9","-0.4","-4.3","-0.5","/players/h/hutchch01.html"
"328","243","Serge Ibaka","C","29","TOR","74","2010","18.7",".582",".193",".202","8.6","23.2","16.1","7.7","0.7","4.3","10.7","22.9",NA,"2.8","3.3","6.1",".146",NA,"-0.7","1.2","0.5","1.3","/players/i/ibakase01.html"
"329","244","Andre Iguodala","SF","35","GSW","68","1578","13.1",".587",".477",".222","3.4","13.2","8.5","16.8","1.8","2.7","13.6","10.4",NA,"2.4","1.8","4.2",".129",NA,"0.2","1.7","1.9","1.6","/players/i/iguodan01.html"
"330","245","Ersan Ilyasova","PF","31","MIL","67","1231","11.6",".548",".420",".194","8.2","16.2","12.5","5.5","1.2","1.4","10.4","15.7",NA,"1.2","1.9","3.0",".119",NA,"-1.5","0.1","-1.3","0.2","/players/i/ilyaser01.html"
"331","246","Joe Ingles","PF","31","UTA","82","2568","13.4",".581",".602",".153","1.5","12.2","7.0","26.1","1.8","0.6","18.4","17.5",NA,"2.5","3.6","6.0",".113",NA,"1.0","0.8","1.8","2.5","/players/i/inglejo01.html"
"332","247","Andre Ingram","SG","33","LAL","4","15","-11.9",".000",".500",".000","7.0","6.7","6.9","0.0","3.1","0.0","14.3","19.3",NA,"-0.1","0.0","-0.1","-0.408",NA,"-16.9","-3.0","-19.9","-0.1","/players/i/ingraan01.html"
"333","248","Brandon Ingram","SF","21","LAL","52","1760","13.4",".555",".129",".396","2.5","13.0","7.8","12.9","0.7","1.4","13.1","23.2",NA,"0.6","1.4","2.0",".055",NA,"-2.2","-0.6","-2.8","-0.3","/players/i/ingrabr01.html"
"334","249","Kyrie Irving","PG","26","BOS","67","2214","24.3",".592",".350",".197","3.4","12.7","8.1","35.0","2.2","1.4","11.3","29.6",NA,"6.2","2.9","9.1",".197",NA,"6.0","0.4","6.4","4.7","/players/i/irvinky01.html"
"335","250","Jonathan Isaac","PF","21","ORL","75","1996","13.0",".537",".435",".221","5.2","17.0","11.0","5.7","1.4","4.1","10.1","16.3",NA,"0.9","3.1","4.0",".096",NA,"-1.9","2.0","0.1","1.1","/players/i/isaacjo01.html"
"336","251","Wesley Iwundu","SF","24","ORL","68","1233","8.7",".531",".288",".376","3.2","13.0","8.0","7.9","1.1","1.5","12.1","12.8",NA,"0.5","1.4","1.9",".073",NA,"-3.4","0.7","-2.7","-0.2","/players/i/iwundwe01.html"
"337","252","Demetrius Jackson","PG","24","PHI","6","39","21.0",".656",".400",".267","5.6","2.6","4.1","19.6","2.4","0.0","5.6","19.1",NA,"0.2","0.0","0.2",".231",NA,"4.4","-3.4","1.0","0.0","/players/j/jacksde01.html"
"338","253","Frank Jackson","PG","20","NOP","61","1169","9.4",".517",".378",".163","2.2","9.5","5.9","8.0","1.0","0.1","9.1","18.5",NA,"0.1","0.4","0.4",".018",NA,"-2.2","-2.8","-5.0","-0.9","/players/j/jacksfr01.html"
"339","254","Jaren Jackson","PF","19","MEM","58","1515","16.4",".591",".241",".334","5.3","15.0","10.1","7.2","1.7","5.1","12.7","22.8",NA,"1.2","2.2","3.3",".105",NA,"-1.4","1.4","0.1","0.8","/players/j/jacksja02.html"
"340","255","Josh Jackson","SG","21","PHO","79","1988","10.6",".487",".268",".253","3.6","15.9","9.7","14.1","1.8","2.3","15.6","23.9",NA,"-2.8","1.1","-1.7","-0.040",NA,"-4.3","-0.5","-4.8","-1.4","/players/j/jacksjo02.html"
"341","256","Justin Jackson","SF","23","TOT","81","1614","11.3",".561",".505",".163","2.8","11.0","6.9","8.1","0.9","0.7","5.3","14.3",NA,"2.0","0.9","2.9",".086",NA,"-0.4","-1.2","-1.6","0.2","/players/j/jacksju01.html"
"342","256","Justin Jackson","SF","23","SAC","52","1083","10.1",".546",".539",".169","2.3","11.8","6.9","8.0","1.0","1.0","6.5","12.9",NA,"1.0","0.6","1.6",".072",NA,"-0.9","-0.7","-1.6","0.1","/players/j/jacksju01.html"
"343","256","Justin Jackson","SF","23","DAL","29","531","13.9",".584",".453",".153","3.9","9.4","6.7","8.4","0.8","0.2","3.3","17.0",NA,"1.0","0.3","1.3",".114",NA,"0.7","-2.1","-1.4","0.1","/players/j/jacksju01.html"
"344","257","Reggie Jackson","PG","28","DET","82","2289","15.2",".547",".450",".225","2.1","8.5","5.2","24.7","1.2","0.3","11.4","24.5",NA,"3.1","1.9","5.0",".105",NA,"1.8","-2.0","-0.3","1.0","/players/j/jacksre01.html"
"345","258","LeBron James","SF","34","LAL","55","1937","25.6",".588",".299",".382","3.1","21.3","12.4","39.4","1.7","1.4","13.3","31.6",NA,"4.7","2.6","7.2",".179",NA,"6.2","1.9","8.1","4.9","/players/j/jamesle01.html"
"346","259","Amile Jefferson","PF","25","ORL","12","68","21.1",".692",".000",".500","9.3","24.0","16.5","6.4","2.2","3.7","4.9","13.1",NA,"0.2","0.1","0.4",".258",NA,"-0.2","2.3","2.1","0.1","/players/j/jeffeam01.html"
"347","260","John Jenkins","SG","27","TOT","26","333","9.7",".536",".552",".171","1.8","10.0","5.8","9.9","0.0","0.5","7.4","15.7",NA,"0.2","0.0","0.2",".031",NA,"-1.7","-3.6","-5.2","-0.3","/players/j/jenkijo01.html"
"348","260","John Jenkins","SG","27","WAS","4","14","20.5","1.500","1.000",".000","0.0","7.9","3.9","9.9","0.0","0.0","0.0","6.1",NA,"0.1","0.0","0.1",".202",NA,"7.4","-5.3","2.2","0.0","/players/j/jenkijo01.html"
"349","260","John Jenkins","SG","27","NYK","22","319","9.3",".518",".544",".175","1.9","10.1","5.9","9.9","0.0","0.5","7.5","16.1",NA,"0.2","0.0","0.2",".024",NA,"-2.1","-3.5","-5.6","-0.3","/players/j/jenkijo01.html"
"351","261","Jonas Jerebko","PF","31","GSW","73","1218","13.5",".588",".530",".225","6.6","18.1","12.6","10.1","1.1","1.2","9.9","15.2",NA,"2.1","1.2","3.3",".130",NA,"0.6","-0.6","0.0","0.6","/players/j/jerebjo01.html"
"352","262","Alize Johnson","PF","22","IND","14","64","6.3",".333",".125",".500","7.1","25.5","16.5","2.0","0.8","4.2","0.0","13.3",NA,"-0.1","0.1","0.0",".027",NA,"-8.3","0.2","-8.1","-0.1","/players/j/johnsal02.html"
"353","263","Amir Johnson","C","31","PHI","51","529","13.1",".574",".255",".261","9.7","19.5","14.7","16.0","1.4","1.9","20.5","17.4",NA,"0.4","0.7","1.1",".098",NA,"-1.4","0.6","-0.7","0.2","/players/j/johnsam01.html"
"354","264","B.J. Johnson","SF","23","TOT","7","49","12.8",".609",".389",".111","4.2","13.2","8.6","0.0","1.9","0.0","9.6","17.4",NA,"0.0","0.0","0.1",".066",NA,"-3.1","-5.4","-8.5","-0.1","/players/j/johnsbj01.html"
"355","264","B.J. Johnson","SF","23","ATL","6","43","14.0",".622",".375",".125","4.8","15.0","9.8","0.0","2.1","0.0","10.6","17.9",NA,"0.0","0.0","0.1",".076",NA,"-3.1","-5.4","-8.5","-0.1","/players/j/johnsbj01.html"
"356","264","B.J. Johnson","SF","23","SAC","1","6","3.7",".500",".500",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.8",NA,"0.0","0.0","0.0","-0.008",NA,"-3.6","-5.1","-8.7","0.0","/players/j/johnsbj01.html"
"357","265","James Johnson","PF","31","MIA","55","1164","10.9",".522",".393",".185","2.0","14.1","8.0","17.0","1.5","2.1","15.3","17.8",NA,"0.0","1.5","1.5",".062",NA,"-2.5","0.9","-1.6","0.1","/players/j/johnsja01.html"
"358","266","Stanley Johnson","SF","22","TOT","66","1208","9.6",".485",".489",".145","3.0","16.9","9.7","10.6","2.4","1.0","14.7","19.4",NA,"-1.1","1.6","0.5",".021",NA,"-3.2","0.6","-2.6","-0.2","/players/j/johnsst04.html"
"359","266","Stanley Johnson","SF","22","DET","48","961","9.8",".482",".519",".146","2.7","17.7","9.9","9.4","2.5","1.1","12.9","19.1",NA,"-0.7","1.4","0.7",".034",NA,"-3.0","0.9","-2.1","0.0","/players/j/johnsst04.html"
"360","266","Stanley Johnson","SF","22","NOP","18","247","8.9",".496",".374",".143","3.8","13.7","8.8","15.1","2.3","0.3","21.2","20.4",NA,"-0.3","0.2","-0.1","-0.028",NA,"-3.8","-0.9","-4.7","-0.2","/players/j/johnsst04.html"
"361","267","Tyler Johnson","PG","26","TOT","57","1529","12.4",".532",".494",".241","2.4","9.8","6.1","15.9","1.7","1.6","11.7","18.5",NA,"0.9","1.4","2.3",".071",NA,"-0.6","-0.4","-1.0","0.4","/players/j/johnsty01.html"
"362","267","Tyler Johnson","PG","26","MIA","44","1123","12.3",".540",".509",".219","1.8","9.7","5.7","14.9","1.7","1.7","12.5","19.2",NA,"0.5","1.3","1.8",".075",NA,"-0.7","0.0","-0.8","0.3","/players/j/johnsty01.html"
"363","267","Tyler Johnson","PG","26","PHO","13","406","12.8",".506",".448",".312","4.0","10.3","7.1","18.6","1.6","1.2","9.0","16.5",NA,"0.4","0.1","0.5",".060",NA,"-0.4","-1.3","-1.7","0.0","/players/j/johnsty01.html"
"364","268","Wesley Johnson","SF","31","TOT","38","534","5.5",".469",".594",".148","2.4","11.7","7.1","5.3","1.2","1.9","11.7","12.0",NA,"-0.3","0.3","0.0",".001",NA,"-3.6","-0.7","-4.3","-0.3","/players/j/johnswe01.html"
"365","268","Wesley Johnson","SF","31","NOP","26","377","6.9",".517",".568",".102","2.8","11.9","7.4","5.2","1.5","1.5","11.5","11.3",NA,"0.0","0.2","0.3",".032",NA,"-2.5","-0.4","-2.9","-0.1","/players/j/johnswe01.html"
"366","268","Wesley Johnson","SF","31","WAS","12","157","2.0",".372",".650",".250","1.4","11.2","6.2","5.6","0.6","2.7","11.9","13.6",NA,"-0.3","0.0","-0.2","-0.075",NA,"-6.3","-1.5","-7.7","-0.2","/players/j/johnswe01.html"
"367","269","Nikola Jokic","C","23","DEN","80","2504","26.3",".589",".224",".292","9.8","27.6","18.7","37.0","2.1","1.9","15.4","27.4",NA,"7.5","4.3","11.8",".226",NA,"5.7","3.8","9.5","7.3","/players/j/jokicni01.html"
"368","270","Damian Jones","C","23","GSW","24","410","15.3",".720",".000",".500","8.4","11.0","9.8","8.7","1.4","5.1","15.1","11.1",NA,"1.0","0.5","1.5",".173",NA,"0.5","2.5","3.0","0.5","/players/j/jonesda03.html"
"369","271","Derrick Jones","SF","21","MIA","60","1153","14.0",".559",".281",".377","8.8","13.3","11.1","4.7","1.9","3.3","10.2","15.6",NA,"1.2","1.7","2.9",".121",NA,"-1.3","1.5","0.2","0.6","/players/j/jonesde02.html"
"370","272","Jalen Jones","SF","25","CLE","16","214","11.7",".548",".452",".435","5.5","12.5","8.8","4.8","2.1","0.8","9.8","16.7",NA,"0.2","0.1","0.3",".056",NA,"-1.2","-2.2","-3.4","-0.1","/players/j/jonesja04.html"
"371","273","Jemerrio Jones","SF","23","LAL","6","143","12.1",".398",".303",".061","11.8","23.4","17.7","11.4","2.3","2.9","12.9","11.3",NA,"0.0","0.2","0.2",".084",NA,"-2.9","3.7","0.8","0.1","/players/j/jonesje01.html"
"372","274","Terrence Jones","PF","27","HOU","2","5","-15.8",".225",".500",".250","0.0","90.3","44.2","0.0","0.0","0.0","18.4","47.2",NA,"-0.1","0.0","-0.1","-0.661",NA,"-36.1","-16.2","-52.3","-0.1","/players/j/joneste01.html"
"373","275","Tyus Jones","PG","22","MIN","68","1560","13.7",".491",".283",".155","1.6","7.7","4.6","28.3","2.5","0.3","9.0","14.1",NA,"2.1","0.9","3.0",".091",NA,"-0.3","-1.5","-1.8","0.1","/players/j/jonesty01.html"
"374","276","DeAndre Jordan","C","30","TOT","69","2047","19.0",".674",".000",".592","11.7","35.2","23.5","11.6","1.0","3.0","21.4","15.0",NA,"4.0","3.1","7.1",".167",NA,"-0.9","3.3","2.4","2.3","/players/j/jordade01.html"
"375","276","DeAndre Jordan","C","30","DAL","50","1554","18.0",".672",".000",".613","11.2","35.9","23.6","9.5","1.0","2.9","21.3","14.4",NA,"2.7","2.5","5.3",".162",NA,"-1.4","3.4","2.0","1.6","/players/j/jordade01.html"
"376","276","DeAndre Jordan","C","30","NYK","19","493","22.1",".681",".000",".537","13.3","33.0","22.9","18.2","0.9","3.4","21.6","16.8",NA,"1.3","0.6","1.9",".181",NA,"0.6","2.9","3.6","0.7","/players/j/jordade01.html"
"377","277","Cory Joseph","PG","27","IND","82","2063","11.0",".474",".312",".078","2.1","12.6","7.5","20.7","2.2","0.9","12.4","13.7",NA,"0.5","2.9","3.5",".081",NA,"-2.0","1.4","-0.5","0.8","/players/j/josepco01.html"
"378","278","Frank Kaminsky","C","25","CHO","47","755","16.8",".587",".466",".359","5.5","18.1","11.7","12.9","0.8","1.4","10.6","22.1",NA,"1.3","0.5","1.8",".114",NA,"1.1","-1.9","-0.9","0.2","/players/k/kaminfr01.html"
"379","279","Enes Kanter","C","26","TOT","67","1640","22.3",".594",".050",".288","16.4","26.1","21.1","12.1","0.9","1.3","13.3","23.1",NA,"3.9","1.6","5.4",".159",NA,"1.5","-0.2","1.3","1.4","/players/k/kanteen01.html"
"380","279","Enes Kanter","C","26","NYK","44","1128","21.8",".585",".047",".276","15.5","27.5","21.4","13.1","0.8","1.3","13.1","22.9",NA,"2.4","0.9","3.4",".143",NA,"1.0","-0.2","0.8","0.8","/players/k/kanteen01.html"
"381","279","Enes Kanter","C","26","POR","23","512","23.5",".614",".056",".316","18.3","22.8","20.6","9.9","1.3","1.4","13.7","23.4",NA,"1.5","0.6","2.1",".196",NA,"2.5","-0.3","2.3","0.6","/players/k/kanteen01.html"
"382","280","Luke Kennard","SG","22","DET","63","1437","11.9",".560",".517",".117","0.9","13.5","7.0","12.3","0.9","0.6","9.4","18.1",NA,"1.3","1.3","2.5",".085",NA,"-0.5","-1.0","-1.5","0.2","/players/k/kennalu01.html"
"384","281","Michael Kidd-Gilchrist","PF","25","CHO","64","1179","13.3",".553",".142",".370","7.9","14.8","11.3","7.4","1.3","2.9","10.0","15.7",NA,"1.5","1.0","2.5",".100",NA,"-1.7","0.4","-1.3","0.2","/players/k/kiddgmi01.html"
"385","282","George King","SF","25","PHO","1","6","1.9","","","","0.0","18.8","9.2","0.0","0.0","0.0","","0.0",NA,"0.0","0.0","0.0","-0.001",NA,"-8.8","-1.8","-10.6","0.0","/players/k/kingge03.html"
"386","283","Maxi Kleber","PF","27","DAL","71","1502","13.1",".579",".565",".192","6.5","16.9","11.7","6.8","1.2","4.4","11.4","13.5",NA,"1.6","1.8","3.5",".111",NA,"-0.8","2.3","1.5","1.3","/players/k/klebima01.html"
"387","284","Brandon Knight","PG","27","TOT","39","736","8.9",".484",".496",".131","1.4","7.7","4.4","14.4","1.4","0.2","9.8","18.1",NA,"-0.1","0.0","0.0","-0.002",NA,"-1.9","-3.1","-5.0","-0.6","/players/k/knighbr03.html"
"388","284","Brandon Knight","PG","27","HOU","12","118","0.8",".347",".681",".234","0.9","7.7","4.2","10.6","0.8","0.0","8.8","20.9",NA,"-0.3","0.0","-0.3","-0.113",NA,"-6.9","-4.4","-11.3","-0.3","/players/k/knighbr03.html"
"389","284","Brandon Knight","PG","27","CLE","27","618","10.5",".515",".455",".108","1.5","7.7","4.5","15.1","1.5","0.3","10.1","17.6",NA,"0.3","0.0","0.2",".019",NA,"-1.0","-2.9","-3.8","-0.3","/players/k/knighbr03.html"
