Team,Date,USGMIN,FC,BC,PG,SG,PF,SF,C
ATL,2018-10-17,31.91120373592686,28.239221630663707,3.6719821052631576,0.0,3.6719821052631576,15.479486639344262,3.614036527777778,9.145698463541665
ATL,2018-10-19,41.29309319671118,33.91922579733038,7.373867399380805,3.7018852941176474,3.6719821052631576,21.15949080601093,3.614036527777778,9.145698463541665
ATL,2018-10-21,39.03237710012439,31.735567649182222,7.29680945094217,0.0,7.29680945094217,15.479486639344262,3.614036527777778,12.642044482060182
ATL,2018-10-24,10.823058658315176,3.496346018518517,7.326712639796661,3.7018852941176474,3.6248273456790128,0.0,0.0,3.496346018518517
ATL,2018-10-27,15.315611832918352,7.988899193121691,7.326712639796661,3.7018852941176474,3.6248273456790128,4.492553174603175,0.0,3.496346018518517
ATL,2018-10-29,4.492553174603175,4.492553174603175,0.0,0.0,0.0,4.492553174603175,0.0,0.0
ATL,2018-10-30,4.492553174603175,4.492553174603175,0.0,0.0,0.0,4.492553174603175,0.0,0.0
ATL,2018-11-01,3.7018852941176474,0.0,3.7018852941176474,3.7018852941176474,0.0,0.0,0.0,0.0
ATL,2018-11-03,10.823058658315176,3.496346018518517,7.326712639796661,3.7018852941176474,3.6248273456790128,0.0,0.0,3.496346018518517
ATL,2018-11-06,19.18460949445435,15.482724200336701,3.7018852941176474,3.7018852941176474,0.0,0.0,11.986378181818184,3.496346018518517
ATL,2018-11-07,12.963661834567901,0.0,12.963661834567901,0.0,12.963661834567901,0.0,0.0,0.0
ATL,2018-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATL,2018-11-11,12.770525809220677,9.145698463541667,3.6248273456790128,0.0,3.6248273456790128,0.0,0.0,9.145698463541665
ATL,2018-11-13,12.770525809220677,9.145698463541667,3.6248273456790128,0.0,3.6248273456790128,0.0,0.0,9.145698463541665
ATL,2018-11-15,21.13207664535985,21.132076645359852,0.0,0.0,0.0,0.0,11.986378181818184,9.145698463541665
ATL,2018-11-17,19.15470630559986,15.482724200336701,3.6719821052631576,0.0,3.6719821052631576,0.0,11.986378181818184,3.496346018518517
ATL,2018-11-19,15.285708644063861,7.988899193121691,7.29680945094217,0.0,7.29680945094217,4.492553174603175,0.0,3.496346018518517
ATL,2018-11-21,23.497781178134726,19.82579907287157,3.6719821052631576,0.0,3.6719821052631576,10.17255734126984,0.0,9.653241731601728
ATL,2018-11-23,8.117380520282188,4.492553174603175,3.6248273456790128,0.0,3.6248273456790128,4.492553174603175,0.0,0.0
ATL,2018-11-25,17.101389058641974,13.476561712962962,3.6248273456790128,0.0,3.6248273456790128,6.366179166666667,3.614036527777778,3.496346018518517
ATL,2018-11-27,13.487352530864197,9.862525185185184,3.6248273456790128,0.0,3.6248273456790128,6.366179166666667,0.0,3.496346018518517
ATL,2018-11-28,19.335207287157285,9.653241731601728,9.681965555555559,9.681965555555557,0.0,0.0,0.0,9.653241731601728
ATL,2018-11-30,19.72012682748538,6.366179166666667,13.353947660818717,9.681965555555557,3.6719821052631576,6.366179166666667,0.0,0.0
ATL,2018-12-03,7.29680945094217,0.0,7.29680945094217,0.0,7.29680945094217,0.0,0.0,0.0
ATL,2018-12-05,21.338364453748007,17.666382348484852,3.6719821052631576,0.0,3.6719821052631576,5.6800041666666665,11.986378181818184,0.0
ATL,2018-12-08,30.844693922558925,21.162728367003368,9.681965555555559,9.681965555555557,0.0,5.6800041666666665,11.986378181818184,3.496346018518517
ATL,2018-12-12,30.844693922558925,21.162728367003368,9.681965555555559,9.681965555555557,0.0,5.6800041666666665,11.986378181818184,3.496346018518517
ATL,2018-12-14,3.496346018518517,3.496346018518517,0.0,0.0,0.0,0.0,0.0,3.496346018518517
ATL,2018-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATL,2018-12-18,7.326712639796661,0.0,7.326712639796661,3.7018852941176474,3.6248273456790128,0.0,0.0,0.0
ATL,2018-12-21,10.940749167574438,3.614036527777779,7.326712639796661,3.7018852941176474,3.6248273456790128,0.0,3.614036527777778,0.0
ATL,2018-12-23,22.806199279140923,15.479486639344262,7.326712639796661,3.7018852941176474,3.6248273456790128,15.479486639344262,0.0,0.0
ATL,2018-12-26,13.325223836864886,9.653241731601728,3.6719821052631576,0.0,3.6719821052631576,0.0,0.0,9.653241731601728
ATL,2018-12-28,19.005228003531553,15.333245898268395,3.6719821052631576,0.0,3.6719821052631576,5.6800041666666665,0.0,9.653241731601728
ATL,2018-12-29,18.497684735471488,14.825702630208333,3.6719821052631576,0.0,3.6719821052631576,5.6800041666666665,0.0,9.145698463541665
ATL,2018-12-31,26.577648401352608,14.825702630208333,11.751945771144277,0.0,11.751945771144278,5.6800041666666665,0.0,9.145698463541665
ATL,2019-01-02,19.740844964265968,7.988899193121691,11.751945771144277,0.0,11.751945771144278,4.492553174603175,0.0,3.496346018518517
ATL,2019-01-04,19.740844964265968,7.988899193121691,11.751945771144277,0.0,11.751945771144278,4.492553174603175,0.0,3.496346018518517
ATL,2019-01-06,7.988899193121691,7.988899193121691,0.0,0.0,0.0,4.492553174603175,0.0,3.496346018518517
ATL,2019-01-08,15.018838655555555,5.680004166666667,9.338834488888889,0.0,9.338834488888889,5.6800041666666665,0.0,0.0
ATL,2019-01-09,9.294040694444444,9.294040694444446,0.0,0.0,0.0,5.6800041666666665,3.614036527777778,0.0
ATL,2019-01-11,3.6248273456790128,0.0,3.6248273456790128,0.0,3.6248273456790128,0.0,0.0,0.0
ATL,2019-01-13,12.817680568804823,9.145698463541667,3.6719821052631576,0.0,3.6719821052631576,0.0,0.0,9.145698463541665
ATL,2019-01-15,26.06652789255401,12.759734991319446,13.306792901234571,9.681965555555557,3.6248273456790128,0.0,3.614036527777778,9.145698463541665
ATL,2019-01-19,14.612731272837594,3.614036527777779,10.998694745059817,3.7018852941176474,7.29680945094217,0.0,3.614036527777778,0.0
ATL,2019-01-21,16.654756310784315,3.614036527777779,13.040719783006537,3.7018852941176474,9.338834488888889,0.0,3.614036527777778,0.0
ATL,2019-01-23,19.406898949673206,6.366179166666667,13.040719783006537,3.7018852941176474,9.338834488888889,6.366179166666667,0.0,0.0
ATL,2019-01-26,7.2860186330409356,3.614036527777779,3.6719821052631576,0.0,3.6719821052631576,0.0,3.614036527777778,0.0
ATL,2019-01-28,10.910845978719948,3.614036527777779,7.29680945094217,0.0,7.29680945094217,0.0,3.614036527777778,0.0
ATL,2019-01-30,3.6248273456790128,0.0,3.6248273456790128,0.0,3.6248273456790128,0.0,0.0,0.0
ATL,2019-02-01,3.614036527777778,3.614036527777779,0.0,0.0,0.0,0.0,3.614036527777778,0.0
ATL,2019-02-02,10.910845978719948,3.614036527777779,7.29680945094217,0.0,7.29680945094217,0.0,3.614036527777778,0.0
ATL,2019-02-04,10.910845978719948,3.614036527777779,7.29680945094217,0.0,7.29680945094217,0.0,3.614036527777778,0.0
ATL,2019-02-07,7.29680945094217,0.0,7.29680945094217,0.0,7.29680945094217,0.0,0.0,0.0
ATL,2019-02-09,3.7018852941176474,0.0,3.7018852941176474,3.7018852941176474,0.0,0.0,0.0,0.0
ATL,2019-02-10,10.068064460784313,6.366179166666667,3.7018852941176474,3.7018852941176474,0.0,6.366179166666667,0.0,0.0
ATL,2019-02-12,7.315921821895426,3.614036527777779,3.7018852941176474,3.7018852941176474,0.0,0.0,3.614036527777778,0.0
ATL,2019-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATL,2019-02-22,13.841631016666668,3.614036527777779,10.227594488888888,0.0,10.227594488888888,0.0,3.614036527777778,0.0
ATL,2019-02-23,10.227594488888888,0.0,10.227594488888888,0.0,10.227594488888888,0.0,0.0,0.0
ATL,2019-02-25,12.875138181818183,11.986378181818184,0.8887599999999999,0.0,0.8887599999999999,0.0,11.986378181818184,0.0
ATL,2019-02-27,3.614036527777778,3.614036527777779,0.0,0.0,0.0,0.0,3.614036527777778,0.0
ATL,2019-03-01,19.162685250455375,18.273925250455374,0.8887599999999999,0.0,0.8887599999999999,15.479486639344262,2.7944386111111115,0.0
ATL,2019-03-03,33.14586898782911,33.14586898782911,0.0,0.0,0.0,21.15949080601093,11.986378181818184,0.0
ATL,2019-03-04,33.14586898782911,33.14586898782911,0.0,0.0,0.0,21.15949080601093,11.986378181818184,0.0
ATL,2019-03-06,18.43973915798611,18.439739157986114,0.0,0.0,0.0,5.6800041666666665,3.614036527777778,9.145698463541665
