Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Russell Westbrook,0,1,39.0,18.0,30.0,4.0,4.0,3.0,11.0,11.0,1.0,2.0,5.0,44.0,81.3
Julius Randle,1,2,38.0,11.0,21.0,9.0,12.0,4.0,7.0,6.0,1.0,1.0,4.0,33.0,57.2
Jrue Holiday,2,3,38.0,12.0,27.0,5.0,5.0,0.0,5.0,7.0,2.0,3.0,2.0,32.0,61.5
Nerlens Noel,3,4,21.0,10.0,16.0,2.0,2.0,8.0,5.0,1.0,2.0,0.0,1.0,22.0,44.1
Dennis Jr.,4,5,31.0,7.0,10.0,3.0,8.0,0.0,2.0,7.0,1.0,0.0,1.0,19.0,33.9
Nikola Vucevic,5,6,25.0,7.0,13.0,2.0,3.0,2.0,9.0,4.0,1.0,1.0,2.0,17.0,40.2
Paul George,6,7,40.0,11.0,29.0,3.0,3.0,0.0,7.0,6.0,1.0,1.0,3.0,28.0,48.4
Dewayne Dedmon,7,8,26.0,6.0,10.0,5.0,5.0,0.0,2.0,0.0,1.0,1.0,1.0,21.0,28.4
Terrence Ross,8,9,21.0,8.0,15.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,21.0,28.2
Jonathan Isaac,9,10,26.0,6.0,9.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,16.0,28.2
DeAndre Jordan,10,11,28.0,4.0,4.0,2.0,2.0,3.0,10.0,0.0,1.0,3.0,1.0,10.0,36.6
Cody Zeller,11,12,29.0,4.0,10.0,5.0,6.0,4.0,3.0,3.0,2.0,0.0,0.0,13.0,31.9
E'Twaun Moore,12,13,17.0,6.0,7.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,15.0,22.7
Trae Young,13,14,31.0,6.0,19.0,3.0,4.0,2.0,4.0,11.0,2.0,0.0,3.0,16.0,42.7
Kenrich Williams,14,15,34.0,4.0,7.0,0.0,0.0,2.0,10.0,4.0,1.0,1.0,1.0,9.0,34.4
Kadeem Allen,15,16,24.0,5.0,9.0,3.0,4.0,0.0,2.0,9.0,0.0,0.0,2.0,14.0,27.9
Jahlil Okafor,16,17,22.0,5.0,6.0,2.0,3.0,4.0,4.0,2.0,0.0,0.0,2.0,12.0,22.6
D.J. Augustin,17,18,21.0,3.0,5.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,8.0,22.7
Wesley Iwundu,18,19,20.0,2.0,2.0,5.0,6.0,0.0,3.0,1.0,0.0,1.0,1.0,11.0,18.1
Evan Fournier,19,20,27.0,5.0,12.0,1.0,2.0,1.0,2.0,6.0,2.0,0.0,0.0,12.0,30.6
Raymond Felton,21,22,23.0,3.0,4.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,9.0,17.7
Jeremy Lamb,22,23,17.0,6.0,10.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,14.0,20.8
Anthony Davis,23,24,15.0,5.0,10.0,3.0,4.0,0.0,4.0,2.0,1.0,1.0,2.0,14.0,25.8
Kent Bazemore,24,25,26.0,7.0,14.0,2.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,16.0,24.7
Khem Birch,25,26,17.0,4.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,8.0,17.3
John Jenkins,26,27,25.0,6.0,13.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,14.0,21.0
Omari Spellman,27,28,17.0,2.0,5.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,6.0,22.8
Darius Miller,28,29,34.0,3.0,7.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,8.0,23.3
Malik Monk,29,30,24.0,7.0,16.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,15.0,22.8
Mitchell Robinson,30,31,19.0,3.0,5.0,0.0,0.0,3.0,4.0,0.0,1.0,4.0,1.0,6.0,28.4
Damyean Dotson,31,32,21.0,4.0,11.0,4.0,4.0,0.0,5.0,1.0,1.0,1.0,2.0,13.0,24.5
Cheick Diallo,32,33,17.0,3.0,4.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,6.0,16.7
Isaiah Briscoe,33,34,26.0,2.0,5.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,1.0,6.0,22.1
Jerian Grant,34,35,5.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,10.5
Nicolas Batum,35,36,25.0,3.0,7.0,3.0,4.0,1.0,6.0,2.0,1.0,1.0,3.0,9.0,23.4
Luke Kornet,36,37,31.0,3.0,16.0,2.0,2.0,1.0,2.0,0.0,4.0,1.0,0.0,11.0,29.6
Steven Adams,37,38,35.0,2.0,5.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,4.0,20.0
Jarell Martin,38,39,5.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,8.7
Alex Len,39,40,23.0,1.0,7.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,6.0,24.7
Aaron Gordon,40,41,31.0,4.0,17.0,1.0,1.0,2.0,9.0,4.0,1.0,0.0,2.0,10.0,30.2
Willy HernangÃ³mez,42,43,9.0,0.0,2.0,4.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,11.5
Kevin Knox,43,44,22.0,2.0,9.0,3.0,4.0,2.0,8.0,1.0,0.0,0.0,3.0,9.0,19.5
Frank Kaminsky,44,45,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.5
Allonzo Trier,45,46,18.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,6.2
Vince Carter,46,47,12.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.2
Marvin Williams,47,48,22.0,2.0,7.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,5.0,14.6
Melvin Frazier,48,49,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Devonte' Graham,49,50,21.0,1.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,2.0,15.4
Frank Jackson,50,51,10.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,6.5
John Collins,51,52,25.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,12.2
Noah Vonleh,52,53,16.0,2.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,4.0,12.3
Shelvin Mack,53,54,11.0,1.0,5.0,4.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,6.0,10.4
Taurean Prince,54,55,28.0,3.0,12.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,10.0,16.0
Amile Jefferson,55,56,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.2
Miles Bridges,56,57,21.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,9.4
Terrance Ferguson,57,58,36.0,2.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,15.9
Kemba Walker,58,59,27.0,4.0,20.0,2.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,10.0,22.9
Deonte Burton,59,60,14.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,6.7
Ian Clark,60,61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Frazier,62,63,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0
Patrick Patterson,63,64,15.0,2.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,7.6
Justin Anderson,64,65,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
DeAndre' Bembry,65,66,21.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,5.2
Michael Kidd-Gilchrist,66,67,13.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4
Dwayne Bacon,67,68,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Huerter,68,69,22.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,8.8
