Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
John Wall,0,1,42.0,16.0,27.0,4.0,6.0,1.0,5.0,14.0,3.0,2.0,5.0,40.0,78.2
D'Angelo Russell,1,2,29.0,13.0,19.0,1.0,1.0,1.0,5.0,7.0,2.0,0.0,0.0,32.0,55.7
Anthony Davis,2,3,38.0,10.0,19.0,5.0,6.0,3.0,9.0,7.0,3.0,3.0,1.0,27.0,68.9
Ben Simmons,3,4,31.0,9.0,15.0,4.0,5.0,4.0,7.0,14.0,1.0,0.0,0.0,22.0,59.2
Victor Oladipo,4,5,35.0,7.0,13.0,7.0,8.0,0.0,8.0,7.0,5.0,0.0,4.0,26.0,57.1
Kentavious Caldwell-Pope,5,6,27.0,9.0,12.0,3.0,3.0,1.0,5.0,5.0,1.0,0.0,0.0,25.0,42.7
Dewayne Dedmon,6,7,31.0,8.0,12.0,3.0,4.0,3.0,9.0,3.0,1.0,1.0,0.0,24.0,48.9
De'Aaron Fox,7,8,33.0,11.0,19.0,6.0,6.0,1.0,2.0,5.0,3.0,1.0,2.0,28.0,49.1
Nikola Jokic,8,9,34.0,11.0,19.0,4.0,5.0,4.0,6.0,4.0,2.0,0.0,3.0,26.0,47.0
Kawhi Leonard,9,10,38.0,12.0,21.0,4.0,4.0,2.0,12.0,4.0,0.0,0.0,4.0,29.0,47.8
Luka Doncic,10,11,35.0,9.0,15.0,9.0,14.0,0.0,6.0,9.0,1.0,0.0,5.0,28.0,46.7
John Collins,11,12,33.0,13.0,19.0,3.0,6.0,3.0,5.0,2.0,0.0,1.0,3.0,29.0,41.6
DeAndre Jordan,12,13,29.0,4.0,7.0,0.0,0.0,10.0,13.0,3.0,0.0,3.0,0.0,8.0,49.1
Kent Bazemore,13,14,31.0,6.0,13.0,5.0,5.0,0.0,3.0,7.0,3.0,0.0,3.0,20.0,40.1
Sam Dekker,14,15,21.0,10.0,15.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,3.0,20.0,38.0
Joel Embiid,15,16,28.0,10.0,16.0,4.0,6.0,1.0,8.0,2.0,0.0,1.0,3.0,24.0,37.8
Jimmy Butler,16,17,25.0,6.0,10.0,4.0,5.0,0.0,2.0,2.0,1.0,1.0,0.0,19.0,30.4
Rondae Hollis-Jefferson,17,18,22.0,6.0,10.0,5.0,6.0,0.0,4.0,3.0,2.0,0.0,2.0,18.0,31.3
Myles Turner,18,19,34.0,10.0,19.0,3.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,24.0,36.7
Buddy Hield,19,20,39.0,12.0,23.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,2.0,28.0,33.8
Joe Harris,21,22,25.0,4.0,7.0,5.0,6.0,0.0,1.0,6.0,1.0,0.0,1.0,16.0,28.2
Jamal Murray,22,23,37.0,7.0,16.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,19.0,36.0
Jeff Green,23,24,33.0,8.0,15.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,20.0,32.9
Hassan Whiteside,24,25,22.0,8.0,14.0,1.0,3.0,6.0,6.0,0.0,0.0,3.0,1.0,17.0,39.4
Enes Kanter,25,26,35.0,7.0,11.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,5.0,20.0,33.0
Matthew Dellavedova,26,27,21.0,5.0,9.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,13.0,28.9
Nemanja Bjelica,27,28,34.0,5.0,10.0,1.0,2.0,1.0,9.0,1.0,0.0,4.0,1.0,15.0,39.5
Jared Dudley,28,29,25.0,5.0,9.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,16.0,30.4
Bradley Beal,29,30,38.0,10.0,24.0,1.0,1.0,5.0,7.0,3.0,0.0,0.0,5.0,25.0,38.9
Jrue Holiday,30,31,40.0,8.0,19.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,22.0,39.4
Domantas Sabonis,31,32,21.0,6.0,10.0,1.0,2.0,5.0,7.0,4.0,1.0,0.0,2.0,13.0,34.4
Cedi Osman,32,33,35.0,6.0,10.0,4.0,7.0,2.0,2.0,1.0,1.0,0.0,1.0,18.0,26.3
