Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Blake Griffin,0,1,44.0,20.0,35.0,5.0,11.0,3.0,11.0,6.0,0.0,1.0,1.0,50.0,77.8
Anthony Davis,1,2,40.0,11.0,21.0,10.0,15.0,5.0,8.0,2.0,1.0,5.0,0.0,34.0,70.6
Joel Embiid,2,3,38.0,11.0,20.0,11.0,14.0,1.0,10.0,7.0,0.0,3.0,1.0,33.0,64.7
J.J. Redick,3,4,37.0,9.0,21.0,6.0,7.0,0.0,5.0,6.0,0.0,0.0,0.0,30.0,45.0
Tobias Harris,4,5,37.0,8.0,16.0,8.0,9.0,1.0,8.0,3.0,1.0,0.0,1.0,26.0,43.3
Elfrid Payton,5,6,35.0,7.0,11.0,5.0,7.0,2.0,5.0,6.0,3.0,0.0,2.0,20.0,44.4
Danilo Gallinari,6,7,35.0,8.0,15.0,7.0,7.0,1.0,5.0,1.0,1.0,1.0,0.0,24.0,38.7
Marvin III,7,8,32.0,9.0,11.0,1.0,3.0,1.0,8.0,3.0,0.0,5.0,4.0,20.0,46.3
Ish Smith,8,9,32.0,9.0,12.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,21.0,29.7
Jamal Murray,9,10,18.0,6.0,10.0,4.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,19.0,29.2
Gary Harris,10,11,26.0,8.0,12.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,18.0,31.1
Reggie Jackson,11,12,38.0,7.0,14.0,6.0,6.0,1.0,2.0,3.0,0.0,0.0,1.0,23.0,30.1
Justin Jackson,12,13,27.0,7.0,11.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,17.0,28.1
Frank Mason,13,14,27.0,6.0,10.0,0.0,0.0,0.0,5.0,7.0,1.0,0.0,3.0,14.0,30.5
Nikola Jokic,14,15,23.0,6.0,11.0,1.0,1.0,2.0,10.0,6.0,1.0,0.0,3.0,14.0,37.4
Robert Covington,15,16,44.0,6.0,11.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,16.0,33.6
Paul Millsap,16,17,22.0,6.0,10.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,15.0,27.0
Julius Randle,17,18,21.0,5.0,9.0,7.0,7.0,2.0,3.0,0.0,2.0,0.0,2.0,18.0,28.0
Willie Cauley-Stein,18,19,23.0,5.0,7.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,11.0,25.7
Montrezl Harrell,19,20,22.0,5.0,6.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,12.0,30.7
Reggie Bullock,21,22,41.0,6.0,14.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,17.0,23.9
Mason Plumlee,22,23,20.0,5.0,7.0,1.0,2.0,4.0,3.0,2.0,3.0,0.0,2.0,11.0,29.4
Iman Shumpert,23,24,19.0,4.0,7.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0,12.0,22.9
Patrick Beverley,24,25,26.0,5.0,10.0,1.0,3.0,0.0,10.0,8.0,0.0,0.0,2.0,12.0,34.0
Nikola Mirotic,25,26,30.0,7.0,18.0,4.0,5.0,2.0,10.0,0.0,0.0,1.0,1.0,18.0,34.4
T.J. McConnell,26,27,32.0,5.0,8.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,4.0,10.0,25.8
Monte Morris,27,28,28.0,4.0,12.0,2.0,2.0,1.0,2.0,7.0,1.0,0.0,0.0,11.0,28.1
Markelle Fultz,28,29,20.0,6.0,9.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,13.0,22.7
Dario Âaric,29,30,37.0,5.0,16.0,2.0,3.0,1.0,7.0,5.0,1.0,1.0,1.0,14.0,36.1
E'Twaun Moore,30,31,34.0,6.0,13.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,14.0,22.4
Andre Drummond,31,32,35.0,6.0,20.0,2.0,4.0,5.0,11.0,2.0,3.0,2.0,5.0,14.0,46.2
Lou Williams,32,33,26.0,8.0,15.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,17.0,18.1
Yogi Ferrell,33,34,20.0,4.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,13.4
Malik Beasley,34,35,19.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,15.2
Solomon Hill,35,36,23.0,1.0,4.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,2.0,23.6
Trey Lyles,36,37,23.0,5.0,12.0,2.0,2.0,1.0,4.0,3.0,0.0,1.0,4.0,12.0,21.5
Mike Muscala,37,38,16.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,13.4
Torrey Craig,38,39,22.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,7.0,11.7
Nemanja Bjelica,39,40,20.0,4.0,7.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,10.0,13.9
Shai Gilgeous-Alexander,40,41,22.0,3.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,9.0,19.8
Juan HernangÃ³mez,42,43,25.0,2.0,7.0,0.0,0.0,2.0,7.0,1.0,2.0,0.0,1.0,5.0,22.3
Ben McLemore,43,44,4.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Jrue Holiday,44,45,37.0,2.0,15.0,4.0,6.0,1.0,4.0,9.0,2.0,0.0,3.0,8.0,30.5
Landry Shamet,45,46,24.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,8.0
De'Aaron Fox,46,47,20.0,2.0,8.0,2.0,5.0,0.0,1.0,4.0,2.0,0.0,1.0,6.0,18.2
Tyler Lydon,47,48,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.2
Mike Scott,48,49,11.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.7
Amir Johnson,49,50,13.0,3.0,5.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,10.3
Langston Galloway,50,51,24.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.4
Darius Miller,51,52,13.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.5
Luke Kennard,52,53,11.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,6.2
Zaza Pachulia,53,54,17.0,1.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,11.2
Buddy Hield,54,55,23.0,2.0,7.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,5.0,10.5
Skal LabissiÃ¨re,55,56,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.9
Luc Mbah a Moute,56,57,16.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,7.6
Thomas Welsh,57,58,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.2
Tyrone Wallace,58,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Clark,59,60,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2
DeVaughn Akoon-Purcell,60,61,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Boban Marjanovic,61,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
Stanley Johnson,63,64,19.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.7
Marcin Gortat,64,65,12.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,4.1
Avery Bradley,65,66,28.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.4
Harry III,66,67,14.0,0.0,6.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.9
