Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Damian Lillard,0,1,36.0,13.0,23.0,10.0,12.0,2.0,5.0,6.0,1.0,0.0,1.0,41.0,60.4
LeBron James,1,2,34.0,10.0,17.0,7.0,10.0,0.0,11.0,11.0,3.0,0.0,2.0,28.0,64.7
Monte Morris,2,3,27.0,6.0,9.0,6.0,6.0,1.0,2.0,7.0,3.0,0.0,0.0,20.0,43.1
Nikola Vucevic,3,4,31.0,10.0,16.0,2.0,2.0,3.0,8.0,3.0,2.0,1.0,3.0,24.0,47.7
Blake Griffin,4,5,36.0,9.0,13.0,4.0,5.0,3.0,7.0,3.0,1.0,1.0,6.0,26.0,42.5
Andre Drummond,5,6,36.0,11.0,17.0,4.0,6.0,6.0,16.0,0.0,0.0,1.0,5.0,26.0,50.4
JaVale McGee,6,7,31.0,10.0,16.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,0.0,21.0,38.4
Zach Collins,7,8,17.0,7.0,7.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,17.0,35.2
CJ McCollum,8,9,29.0,7.0,12.0,6.0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,22.0,29.4
Nikola Jokic,9,10,32.0,9.0,17.0,5.0,5.0,3.0,8.0,3.0,1.0,1.0,6.0,24.0,41.7
Marcus Morris,10,11,29.0,5.0,10.0,7.0,8.0,0.0,10.0,1.0,0.0,0.0,2.0,21.0,32.5
Lonzo Ball,11,12,33.0,5.0,10.0,0.0,0.0,0.0,6.0,8.0,5.0,0.0,3.0,12.0,43.2
Terrence Ross,12,13,29.0,8.0,14.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,21.0,28.8
Larry Jr.,13,14,27.0,5.0,8.0,1.0,2.0,4.0,2.0,5.0,3.0,0.0,0.0,11.0,34.7
Al Horford,14,15,31.0,7.0,16.0,2.0,2.0,3.0,6.0,2.0,1.0,1.0,1.0,19.0,37.8
Jayson Tatum,15,16,34.0,8.0,18.0,7.0,7.0,1.0,5.0,1.0,1.0,0.0,2.0,24.0,33.7
Kyle Korver,16,17,22.0,7.0,10.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,21.0,24.4
Jamal Murray,17,18,34.0,8.0,17.0,5.0,7.0,0.0,10.0,1.0,1.0,1.0,3.0,22.0,38.5
Jusuf Nurkic,18,19,29.0,7.0,14.0,4.0,7.0,3.0,7.0,1.0,1.0,3.0,3.0,18.0,40.5
Jordan Clarkson,19,20,20.0,8.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18.0,22.2
Collin Sexton,21,22,25.0,5.0,9.0,4.0,5.0,0.0,0.0,5.0,2.0,0.0,1.0,14.0,26.5
Kyle Kuzma,22,23,34.0,8.0,18.0,4.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,22.0,33.6
Evan Fournier,23,24,31.0,6.0,16.0,4.0,4.0,0.0,3.0,6.0,0.0,0.0,1.0,17.0,28.6
Aaron Gordon,24,25,28.0,6.0,11.0,3.0,6.0,1.0,3.0,2.0,0.0,1.0,2.0,17.0,25.8
Lance Stephenson,25,26,24.0,5.0,11.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,12.0,24.8
Jonathan Isaac,26,27,30.0,4.0,8.0,2.0,2.0,2.0,5.0,1.0,0.0,4.0,1.0,10.0,30.9
Evan Turner,27,28,27.0,4.0,5.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,8.0,22.5
Mohamed Bamba,28,29,20.0,4.0,5.0,0.0,0.0,2.0,5.0,2.0,0.0,1.0,1.0,8.0,21.4
Gary Harris,29,30,36.0,6.0,13.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,13.0,23.1
George Hill,30,31,22.0,6.0,11.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,15.0,19.6
Steven Adams,31,32,32.0,5.0,10.0,2.0,6.0,3.0,3.0,2.0,0.0,1.0,1.0,12.0,24.2
Mason Plumlee,32,33,14.0,5.0,6.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,10.0,17.1
Reggie Jackson,33,34,22.0,4.0,12.0,5.0,10.0,1.0,2.0,4.0,0.0,0.0,1.0,16.0,24.6
Terry Rozier,34,35,24.0,2.0,5.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,4.0,25.6
Paul George,35,36,35.0,7.0,22.0,6.0,8.0,2.0,6.0,1.0,1.0,0.0,3.0,22.0,33.1
Luke Kennard,36,37,12.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,12.5
Seth Curry,37,38,21.0,5.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,17.0
Kyrie Irving,38,39,33.0,6.0,13.0,1.0,4.0,1.0,4.0,5.0,0.0,0.0,3.0,15.0,25.5
D.J. Augustin,39,40,26.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,9.0,16.7
Jerami Grant,40,41,30.0,4.0,10.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,10.0,25.7
Josh Hart,42,43,31.0,3.0,10.0,5.0,6.0,0.0,5.0,1.0,2.0,0.0,2.0,12.0,23.5
Ish Smith,43,44,26.0,4.0,7.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,3.0,10.0,18.4
Dennis Schr̦der,44,45,23.0,4.0,10.0,1.0,2.0,0.0,3.0,6.0,1.0,0.0,2.0,10.0,23.6
Nerlens Noel,45,46,15.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,14.8
Hamidou Diallo,46,47,19.0,3.0,7.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,1.0,6.0,23.0
Stanley Johnson,47,48,24.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,7.0,14.4
Rodney Hood,48,49,29.0,4.0,12.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,10.0,18.1
Trey Lyles,49,50,21.0,5.0,12.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,11.0,21.3
Patrick Patterson,50,51,17.0,3.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,7.0,14.4
Al-Farouq Aminu,51,52,30.0,2.0,10.0,0.0,0.0,4.0,11.0,2.0,0.0,0.0,0.0,4.0,25.0
Jonathon Simmons,52,53,20.0,1.0,7.0,4.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,6.0,15.5
Malik Beasley,53,54,10.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.4
Sviatoslav Mykhailiuk,54,55,12.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,7.9
Zaza Pachulia,55,56,10.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,11.9
Russell Westbrook,56,57,32.0,5.0,20.0,3.0,5.0,1.0,14.0,8.0,0.0,0.0,5.0,13.0,38.0
