Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Lou Williams,0,1,34.0,13.0,24.0,10.0,15.0,1.0,6.0,5.0,4.0,0.0,2.0,40.0,65.9
Klay Thompson,1,2,35.0,13.0,22.0,4.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,39.0,56.6
Danilo Gallinari,2,3,33.0,10.0,19.0,12.0,15.0,2.0,4.0,2.0,0.0,0.0,0.0,34.0,44.2
Mike Conley,3,4,32.0,11.0,18.0,3.0,3.0,0.0,3.0,11.0,2.0,0.0,3.0,28.0,51.1
Donovan Mitchell,4,5,38.0,12.0,24.0,9.0,12.0,2.0,2.0,5.0,0.0,1.0,3.0,38.0,50.3
Marvin Williams,5,6,31.0,10.0,16.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,3.0,30.0,45.9
Kevin Durant,6,7,35.0,10.0,15.0,4.0,4.0,0.0,4.0,6.0,0.0,2.0,0.0,26.0,45.8
Otto Jr.,7,8,34.0,9.0,13.0,4.0,4.0,0.0,4.0,8.0,2.0,0.0,1.0,23.0,44.8
Russell Westbrook,8,9,31.0,12.0,23.0,6.0,8.0,0.0,8.0,7.0,0.0,1.0,1.0,32.0,54.1
Kawhi Leonard,9,10,27.0,14.0,20.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,31.0,39.2
James Harden,10,11,32.0,11.0,22.0,6.0,7.0,0.0,10.0,7.0,2.0,0.0,5.0,31.0,54.5
Andre Drummond,11,12,43.0,9.0,15.0,2.0,5.0,3.0,21.0,2.0,2.0,2.0,2.0,20.0,61.8
Jeremy Lamb,12,13,31.0,4.0,10.0,8.0,8.0,0.0,10.0,4.0,2.0,3.0,1.0,19.0,51.0
Jonas Valanciunas,13,14,25.0,12.0,17.0,3.0,4.0,2.0,5.0,2.0,0.0,0.0,1.0,27.0,37.4
Nikola Vucevic,14,15,34.0,8.0,17.0,3.0,4.0,4.0,9.0,6.0,2.0,1.0,3.0,20.0,50.6
Kyle Lowry,15,16,34.0,4.0,12.0,2.0,2.0,1.0,10.0,12.0,2.0,0.0,1.0,13.0,49.2
Bobby Portis,16,17,25.0,10.0,16.0,0.0,0.0,2.0,7.0,3.0,0.0,1.0,1.0,23.0,40.3
Josh Richardson,17,18,35.0,6.0,12.0,4.0,4.0,1.0,1.0,5.0,1.0,0.0,0.0,20.0,32.9
Tobias Harris,18,19,33.0,10.0,15.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,22.0,32.8
Bam Adebayo,19,20,24.0,7.0,8.0,3.0,4.0,3.0,4.0,2.0,0.0,1.0,1.0,17.0,30.4
Nikola Jokic,21,22,28.0,5.0,10.0,5.0,8.0,3.0,3.0,4.0,4.0,1.0,2.0,16.0,42.2
Monte Morris,22,23,28.0,5.0,8.0,6.0,7.0,0.0,0.0,6.0,2.0,0.0,1.0,17.0,31.0
Terrence Ross,23,24,27.0,8.0,16.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,22.0,31.6
Jalen Brunson,24,25,30.0,8.0,11.0,1.0,1.0,0.0,2.0,9.0,0.0,0.0,2.0,18.0,31.9
Clint Capela,25,26,29.0,8.0,12.0,2.0,5.0,2.0,7.0,0.0,4.0,0.0,2.0,18.0,38.8
Blake Griffin,26,27,33.0,10.0,19.0,4.0,5.0,1.0,2.0,3.0,0.0,0.0,3.0,27.0,32.1
Justise Winslow,27,28,34.0,6.0,12.0,3.0,5.0,1.0,8.0,9.0,1.0,0.0,2.0,16.0,41.3
DeMarcus Cousins,28,29,27.0,5.0,11.0,2.0,2.0,2.0,4.0,6.0,3.0,6.0,3.0,13.0,53.2
Luka Doncic,29,30,32.0,9.0,20.0,3.0,5.0,0.0,8.0,5.0,1.0,0.0,3.0,24.0,41.1
Serge Ibaka,30,31,25.0,6.0,10.0,0.0,0.0,2.0,9.0,1.0,1.0,5.0,0.0,12.0,44.7
Collin Sexton,31,32,34.0,11.0,17.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,7.0,27.0,29.0
Pascal Siakam,32,33,29.0,7.0,15.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,19.0,38.0
Kelly Olynyk,33,34,25.0,4.0,7.0,5.0,6.0,0.0,1.0,3.0,2.0,1.0,0.0,15.0,29.7
Jimmy Butler,34,35,33.0,8.0,18.0,3.0,4.0,7.0,2.0,3.0,0.0,2.0,3.0,19.0,37.3
Jonathan Isaac,35,36,30.0,5.0,8.0,2.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,14.0,31.3
Brandon Knight,36,37,25.0,6.0,11.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,15.0,29.4
Jordan Clarkson,37,38,28.0,6.0,10.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,21.0,21.9
Joe Ingles,38,39,35.0,5.0,11.0,1.0,1.0,1.0,5.0,7.0,0.0,1.0,1.0,14.0,33.7
Eric Gordon,39,40,28.0,6.0,10.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,17.0,21.7
Reggie Jackson,40,41,22.0,10.0,18.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,21.0,29.2
Julius Randle,42,43,32.0,6.0,15.0,6.0,7.0,3.0,6.0,7.0,0.0,0.0,4.0,18.0,35.3
Dwyane Wade,43,44,19.0,5.0,7.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,12.0,26.9
Elfrid Payton,44,45,28.0,5.0,9.0,0.0,0.0,1.0,5.0,6.0,1.0,0.0,2.0,13.0,30.2
Rodney McGruder,45,46,21.0,3.0,6.0,5.0,5.0,3.0,2.0,2.0,0.0,0.0,1.0,13.0,21.0
TomÃ¡Â SatoranskÃ½,46,47,36.0,4.0,7.0,2.0,2.0,3.0,7.0,6.0,0.0,1.0,3.0,11.0,32.0
Danny Green,47,48,23.0,5.0,8.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,13.0,24.6
Luke Kennard,48,49,27.0,5.0,8.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,14.0,20.9
Kevin Love,49,50,30.0,7.0,17.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,19.0,31.3
Cheick Diallo,50,51,23.0,8.0,15.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,16.0,29.4
Zach LaVine,51,52,38.0,9.0,18.0,5.0,10.0,1.0,5.0,2.0,1.0,1.0,5.0,24.0,35.2
