Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Blake Griffin,0,1,34.0,11.0,20.0,14.0,16.0,0.0,7.0,3.0,2.0,0.0,1.0,45.0,62.9
Stephen Curry,1,2,36.0,12.0,21.0,7.0,7.0,1.0,5.0,7.0,0.0,1.0,4.0,40.0,56.7
Delon Wright,2,3,39.0,10.0,19.0,4.0,5.0,1.0,9.0,14.0,2.0,0.0,0.0,26.0,65.0
Alex Caruso,3,4,38.0,10.0,19.0,7.0,7.0,2.0,8.0,5.0,2.0,1.0,3.0,32.0,57.5
Josh Jackson,4,5,46.0,15.0,29.0,0.0,0.0,1.0,8.0,5.0,2.0,0.0,0.0,35.0,59.3
Kemba Walker,5,6,35.0,11.0,18.0,3.0,3.0,0.0,6.0,8.0,0.0,0.0,0.0,29.0,48.2
Danilo Gallinari,6,7,32.0,8.0,18.0,8.0,9.0,1.0,5.0,8.0,3.0,2.0,3.0,27.0,58.2
Nikola Jokic,7,8,36.0,9.0,15.0,3.0,4.0,3.0,10.0,9.0,2.0,1.0,2.0,22.0,58.1
Ray Spalding,8,9,29.0,10.0,13.0,1.0,2.0,7.0,6.0,0.0,3.0,3.0,1.0,21.0,53.6
Nikola Vucevic,9,10,29.0,9.0,13.0,5.0,6.0,4.0,7.0,4.0,1.0,0.0,2.0,25.0,45.2
Kawhi Leonard,10,11,31.0,12.0,18.0,4.0,7.0,0.0,6.0,4.0,0.0,0.0,1.0,29.0,41.2
Jeremy Lamb,11,12,26.0,9.0,16.0,2.0,2.0,3.0,2.0,4.0,3.0,0.0,0.0,22.0,43.0
Jamal Crawford,12,13,34.0,9.0,21.0,6.0,6.0,0.0,2.0,7.0,3.0,0.0,3.0,28.0,46.9
Courtney Lee,13,14,30.0,9.0,15.0,0.0,0.0,2.0,2.0,7.0,3.0,0.0,1.0,21.0,44.3
Donovan Mitchell,14,15,31.0,9.0,19.0,3.0,3.0,0.0,5.0,9.0,1.0,0.0,0.0,23.0,45.5
Jamal Murray,15,16,35.0,7.0,15.0,7.0,7.0,1.0,3.0,6.0,1.0,0.0,0.0,23.0,39.8
Paul George,16,17,36.0,11.0,24.0,4.0,4.0,2.0,6.0,4.0,2.0,0.0,4.0,30.0,47.6
LaMarcus Aldridge,17,18,27.0,10.0,17.0,4.0,5.0,6.0,1.0,2.0,0.0,1.0,0.0,24.0,38.4
James Harden,18,19,29.0,8.0,21.0,5.0,5.0,1.0,8.0,8.0,1.0,1.0,3.0,26.0,51.8
Gordon Hayward,19,20,25.0,9.0,9.0,3.0,3.0,0.0,4.0,2.0,1.0,0.0,1.0,21.0,30.8
Enes Kanter,20,21,38.0,12.0,17.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,2.0,24.0,36.4
Collin Sexton,21,22,31.0,10.0,21.0,4.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,27.0,40.2
Paul Millsap,22,23,30.0,9.0,12.0,6.0,7.0,3.0,4.0,2.0,1.0,0.0,4.0,25.0,35.4
Julius Randle,23,24,38.0,13.0,24.0,5.0,11.0,6.0,8.0,3.0,0.0,0.0,5.0,31.0,47.3
