Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Karl-Anthony Towns,0,1,30.0,13.0,18.0,5.0,7.0,2.0,19.0,5.0,0.0,2.0,4.0,34.0,68.7
Cody Zeller,1,2,37.0,13.0,14.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,1.0,28.0,58.8
Montrezl Harrell,2,3,28.0,14.0,17.0,4.0,5.0,2.0,3.0,5.0,0.0,2.0,1.0,32.0,50.5
Dwight Powell,3,4,36.0,10.0,11.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,24.0,51.6
Andre Drummond,4,5,38.0,12.0,21.0,2.0,4.0,9.0,7.0,1.0,2.0,3.0,1.0,26.0,60.7
Tobias Harris,5,6,38.0,10.0,16.0,7.0,8.0,1.0,9.0,3.0,0.0,2.0,2.0,29.0,49.5
CJ McCollum,6,7,35.0,12.0,18.0,4.0,6.0,1.0,6.0,2.0,1.0,0.0,3.0,35.0,46.4
Hassan Whiteside,7,8,26.0,14.0,19.0,1.0,2.0,6.0,5.0,1.0,2.0,0.0,1.0,29.0,48.7
Trae Young,8,9,40.0,12.0,23.0,4.0,4.0,0.0,1.0,8.0,0.0,0.0,4.0,36.0,45.2
Mike Conley,9,10,32.0,10.0,17.0,7.0,8.0,2.0,0.0,5.0,1.0,0.0,2.0,30.0,40.9
Brandon Ingram,10,11,38.0,12.0,18.0,5.0,6.0,0.0,6.0,4.0,1.0,1.0,3.0,32.0,48.2
Marvin III,11,12,37.0,9.0,14.0,6.0,6.0,5.0,6.0,2.0,1.0,2.0,3.0,25.0,47.2
DeMarcus Cousins,12,13,31.0,9.0,15.0,5.0,5.0,1.0,10.0,3.0,1.0,3.0,1.0,24.0,52.7
Kelly Olynyk,13,14,41.0,11.0,17.0,2.0,2.0,2.0,8.0,3.0,1.0,0.0,3.0,28.0,44.5
Cedi Osman,14,15,32.0,10.0,16.0,4.0,4.0,2.0,5.0,3.0,1.0,0.0,1.0,27.0,41.9
Luka Doncic,15,16,32.0,7.0,12.0,10.0,12.0,1.0,9.0,10.0,0.0,1.0,9.0,28.0,49.0
LaMarcus Aldridge,16,17,36.0,12.0,21.0,2.0,3.0,4.0,6.0,1.0,0.0,3.0,1.0,26.0,47.5
Lauri Markkanen,17,18,35.0,11.0,22.0,2.0,2.0,3.0,9.0,3.0,1.0,0.0,0.0,26.0,47.9
Domantas Sabonis,18,19,25.0,9.0,13.0,5.0,7.0,4.0,3.0,2.0,0.0,1.0,0.0,23.0,37.4
Robin Lopez,19,20,33.0,10.0,16.0,5.0,7.0,2.0,1.0,2.0,0.0,1.0,1.0,26.0,34.6
Chris Paul,21,22,35.0,5.0,10.0,7.0,7.0,0.0,6.0,8.0,1.0,0.0,1.0,20.0,41.2
LeBron James,22,23,39.0,8.0,23.0,8.0,10.0,3.0,9.0,11.0,3.0,0.0,5.0,24.0,58.9
John Collins,23,24,32.0,7.0,10.0,5.0,7.0,3.0,9.0,1.0,1.0,0.0,2.0,20.0,36.9
Jrue Holiday,24,25,34.0,7.0,16.0,6.0,7.0,1.0,4.0,7.0,2.0,1.0,3.0,22.0,44.5
D'Angelo Russell,25,26,35.0,9.0,19.0,0.0,0.0,1.0,6.0,8.0,1.0,1.0,3.0,23.0,46.4
Klay Thompson,26,27,37.0,11.0,19.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,26.0,33.9
Jeremy Lamb,27,28,31.0,5.0,13.0,6.0,8.0,0.0,5.0,7.0,4.0,1.0,1.0,16.0,46.5
Lou Williams,28,29,33.0,7.0,23.0,5.0,6.0,2.0,1.0,10.0,3.0,0.0,0.0,21.0,48.6
Julius Randle,29,30,34.0,6.0,18.0,7.0,9.0,6.0,8.0,1.0,3.0,2.0,0.0,19.0,52.3
Patrick Beverley,30,31,38.0,5.0,13.0,2.0,4.0,2.0,6.0,9.0,1.0,0.0,0.0,17.0,43.1
Malcolm Brogdon,31,32,24.0,7.0,15.0,4.0,4.0,1.0,1.0,5.0,0.0,0.0,1.0,22.0,30.9
Draymond Green,32,33,34.0,6.0,8.0,1.0,1.0,2.0,6.0,10.0,1.0,3.0,6.0,14.0,44.6
Damian Lillard,33,34,37.0,6.0,13.0,6.0,6.0,0.0,4.0,8.0,0.0,2.0,4.0,21.0,39.8
Bam Adebayo,34,35,21.0,4.0,7.0,6.0,7.0,3.0,6.0,1.0,2.0,1.0,0.0,14.0,35.3
Darren Collison,35,36,29.0,7.0,13.0,4.0,4.0,0.0,3.0,5.0,2.0,0.0,3.0,21.0,35.1
Anthony Davis,36,37,20.0,8.0,14.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,18.0,42.2
Luke Kennard,37,38,23.0,7.0,10.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,19.0,31.8
Blake Griffin,38,39,35.0,6.0,18.0,3.0,8.0,2.0,8.0,10.0,1.0,0.0,2.0,20.0,48.0
Tyus Jones,39,40,31.0,6.0,10.0,3.0,4.0,0.0,1.0,8.0,3.0,1.0,2.0,16.0,39.2
