Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Russell Westbrook,0,1,35.0,10.0,21.0,11.0,14.0,2.0,4.0,11.0,5.0,0.0,2.0,31.0,67.7
Kevin Durant,1,2,29.0,11.0,15.0,0.0,0.0,0.0,4.0,6.0,1.0,1.0,1.0,27.0,45.8
Ben Simmons,2,3,26.0,7.0,10.0,6.0,7.0,3.0,8.0,9.0,1.0,3.0,3.0,20.0,55.7
Klay Thompson,3,4,24.0,13.0,19.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,31.0,44.1
Alex Len,4,5,30.0,9.0,14.0,5.0,6.0,4.0,7.0,3.0,1.0,2.0,0.0,24.0,50.7
Joel Embiid,5,6,27.0,10.0,17.0,7.0,8.0,1.0,12.0,3.0,0.0,1.0,4.0,31.0,50.1
Stephen Curry,6,7,29.0,10.0,18.0,3.0,3.0,1.0,5.0,4.0,0.0,0.0,3.0,31.0,41.2
John Collins,7,8,28.0,12.0,14.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,26.0,35.0
Paul George,8,9,36.0,6.0,18.0,7.0,7.0,3.0,5.0,3.0,5.0,0.0,3.0,24.0,50.1
Jimmy Butler,9,10,28.0,8.0,10.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,2.0,19.0,35.6
Jerami Grant,10,11,40.0,9.0,14.0,3.0,5.0,1.0,4.0,0.0,3.0,2.0,0.0,21.0,42.0
DeAndre' Bembry,11,12,33.0,7.0,9.0,0.0,0.0,1.0,7.0,6.0,2.0,0.0,2.0,16.0,38.6
Myles Turner,12,13,27.0,7.0,11.0,3.0,5.0,1.0,5.0,1.0,2.0,2.0,0.0,18.0,38.7
Bojan Bogdanovic,13,14,29.0,7.0,12.0,3.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,20.0,30.5
Lonzo Ball,14,15,37.0,8.0,17.0,0.0,0.0,4.0,4.0,6.0,2.0,0.0,3.0,19.0,40.6
Darren Collison,15,16,27.0,4.0,8.0,5.0,5.0,1.0,3.0,7.0,3.0,0.0,3.0,15.0,36.3
Jamal Murray,16,17,31.0,8.0,16.0,1.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,21.0,33.6
Tyreke Evans,17,18,14.0,6.0,8.0,7.0,8.0,1.0,3.0,0.0,1.0,0.0,1.0,20.0,26.8
Dennis Schr̦der,18,19,27.0,6.0,15.0,6.0,6.0,0.0,3.0,6.0,1.0,0.0,2.0,21.0,34.6
Trae Young,19,20,32.0,8.0,17.0,4.0,5.0,0.0,6.0,11.0,0.0,0.0,7.0,24.0,40.7
Jabari Parker,21,22,16.0,7.0,10.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,18.0,30.6
Giannis Antetokounmpo,22,23,24.0,4.0,9.0,4.0,8.0,1.0,9.0,10.0,3.0,0.0,2.0,12.0,46.0
Eric Bledsoe,23,24,22.0,7.0,15.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,0.0,17.0,38.0
Hassan Whiteside,24,25,26.0,8.0,10.0,3.0,5.0,0.0,8.0,1.0,0.0,1.0,2.0,19.0,31.1
Malik Beasley,25,26,32.0,8.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,23.2
Wilson Chandler,26,27,25.0,5.0,7.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,1.0,14.0,28.0
Justise Winslow,27,28,28.0,8.0,15.0,0.0,0.0,1.0,4.0,5.0,0.0,2.0,3.0,19.0,35.5
Nikola Jokic,28,29,23.0,6.0,12.0,5.0,5.0,1.0,3.0,8.0,0.0,0.0,3.0,17.0,30.8
Steven Adams,29,30,37.0,7.0,7.0,2.0,5.0,2.0,5.0,0.0,2.0,0.0,3.0,16.0,27.4
Kentavious Caldwell-Pope,30,31,31.0,4.0,11.0,8.0,10.0,2.0,2.0,1.0,2.0,0.0,1.0,17.0,28.3
Ryan Arcidiacono,31,32,19.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0,12.0,24.9
Kevon Looney,32,33,23.0,3.0,6.0,3.0,4.0,6.0,6.0,4.0,0.0,1.0,1.0,9.0,31.4
Thaddeus Young,33,34,28.0,5.0,7.0,2.0,2.0,1.0,6.0,4.0,1.0,1.0,2.0,12.0,30.4
Brandon Ingram,34,35,39.0,7.0,13.0,2.0,4.0,0.0,9.0,7.0,1.0,0.0,3.0,16.0,37.3
Kevin Huerter,35,36,37.0,6.0,10.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,17.0,23.6
Sterling Brown,36,37,21.0,5.0,10.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,13.0,25.2
Derrick Rose,37,38,21.0,6.0,13.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,15.0,23.4
Richaun Holmes,38,39,19.0,5.0,9.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,13.0,24.0
Lauri Markkanen,39,40,31.0,6.0,14.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,17.0,25.6
Kelly Jr.,40,41,24.0,7.0,13.0,1.0,6.0,1.0,4.0,2.0,1.0,1.0,0.0,16.0,31.0
Mason Plumlee,42,43,20.0,3.0,7.0,3.0,4.0,2.0,3.0,6.0,1.0,0.0,1.0,9.0,26.0
TJ Warren,43,44,30.0,7.0,15.0,3.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,18.0,26.3
Malcolm Brogdon,44,45,23.0,7.0,13.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,16.0,21.4
Chandler Hutchison,45,46,26.0,5.0,9.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,12.0,24.0
Cory Joseph,46,47,20.0,4.0,7.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,10.0,21.3
Jonah Bolden,47,48,15.0,5.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,14.0,24.3
Tony Snell,48,49,21.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,10.0,16.6
Andre Iguodala,49,50,21.0,4.0,5.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,8.0,24.2
T.J. McConnell,50,51,21.0,4.0,7.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,1.0,8.0,27.4
Draymond Green,51,52,31.0,1.0,5.0,1.0,2.0,0.0,6.0,13.0,1.0,0.0,1.0,4.0,32.7
Karl-Anthony Towns,52,53,28.0,4.0,10.0,3.0,3.0,0.0,3.0,2.0,2.0,0.0,1.0,13.0,24.6
Taj Gibson,53,54,17.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,10.0,22.5
