Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Kevin Durant,0,1,36.0,17.0,24.0,2.0,2.0,1.0,8.0,5.0,0.0,0.0,3.0,41.0,56.3
Montrezl Harrell,1,2,27.0,8.0,13.0,14.0,15.0,0.0,6.0,1.0,2.0,2.0,1.0,30.0,49.7
Kemba Walker,2,3,26.0,11.0,18.0,3.0,3.0,1.0,5.0,7.0,0.0,0.0,2.0,30.0,45.7
Nemanja Bjelica,3,4,36.0,9.0,16.0,2.0,3.0,3.0,9.0,3.0,1.0,1.0,1.0,26.0,49.9
Kawhi Leonard,4,5,34.0,7.0,16.0,6.0,6.0,1.0,8.0,5.0,3.0,1.0,0.0,21.0,51.3
Kyle Lowry,5,6,35.0,8.0,14.0,1.0,2.0,0.0,4.0,12.0,0.0,1.0,0.0,20.0,45.8
John Wall,6,7,36.0,9.0,20.0,7.0,8.0,1.0,1.0,8.0,3.0,3.0,2.0,26.0,56.4
Jrue Holiday,7,8,37.0,9.0,19.0,5.0,5.0,0.0,3.0,5.0,1.0,1.0,1.0,26.0,42.1
DeAndre Jordan,8,9,33.0,5.0,10.0,8.0,9.0,5.0,10.0,5.0,0.0,1.0,2.0,18.0,44.5
Stephen Curry,9,10,33.0,10.0,18.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,3.0,29.0,36.8
Kelly Jr.,10,11,28.0,8.0,13.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,22.0,40.8
Anthony Davis,11,12,37.0,6.0,19.0,5.0,7.0,4.0,10.0,3.0,4.0,5.0,1.0,18.0,65.3
Draymond Green,12,13,32.0,7.0,8.0,2.0,2.0,1.0,3.0,6.0,3.0,1.0,4.0,18.0,39.8
Lou Williams,13,14,26.0,7.0,9.0,6.0,6.0,0.0,1.0,3.0,0.0,0.0,3.0,23.0,25.7
Clint Capela,14,15,33.0,6.0,10.0,2.0,2.0,8.0,7.0,1.0,2.0,1.0,1.0,14.0,41.5
Tony Parker,15,16,19.0,7.0,11.0,3.0,3.0,0.0,0.0,8.0,1.0,0.0,1.0,18.0,32.0
Luka Doncic,16,17,35.0,7.0,14.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,3.0,22.0,31.0
D'Angelo Russell,17,18,27.0,9.0,16.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,5.0,24.0,34.0
Willie Cauley-Stein,18,19,32.0,7.0,15.0,3.0,6.0,3.0,8.0,7.0,2.0,0.0,3.0,17.0,43.7
Ersan Ilyasova,19,20,20.0,6.0,10.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,16.0,30.1
Carmelo Anthony,21,22,34.0,8.0,18.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,24.0,35.4
Danilo Gallinari,22,23,21.0,4.0,5.0,7.0,7.0,0.0,5.0,1.0,0.0,1.0,1.0,16.0,25.5
Miles Bridges,23,24,25.0,7.0,10.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,15.0,29.0
Michael Kidd-Gilchrist,24,25,19.0,6.0,9.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,15.0,30.9
Nicolas Batum,25,26,30.0,4.0,5.0,0.0,0.0,1.0,7.0,5.0,2.0,1.0,1.0,10.0,35.1
Danny Green,26,27,30.0,4.0,8.0,3.0,3.0,2.0,6.0,0.0,1.0,1.0,0.0,15.0,30.6
De'Aaron Fox,27,28,30.0,7.0,14.0,2.0,4.0,0.0,1.0,9.0,1.0,0.0,2.0,18.0,33.7
Cameron Payne,28,29,23.0,6.0,10.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,15.0,25.7
Giannis Antetokounmpo,29,30,23.0,5.0,9.0,5.0,6.0,0.0,12.0,6.0,0.0,2.0,4.0,15.0,40.4
P.J. Tucker,30,31,34.0,5.0,12.0,0.0,0.0,5.0,1.0,3.0,3.0,1.0,1.0,12.0,34.7
Buddy Hield,31,32,35.0,8.0,17.0,4.0,5.0,1.0,4.0,2.0,0.0,1.0,3.0,22.0,31.0
Khris Middleton,32,33,24.0,6.0,10.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,16.0,29.3
Cody Zeller,33,34,20.0,6.0,9.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,14.0,24.7
Maxi Kleber,34,35,30.0,2.0,6.0,3.0,4.0,1.0,7.0,1.0,2.0,4.0,0.0,8.0,37.1
E'Twaun Moore,35,36,31.0,5.0,10.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,15.0,24.3
Julius Randle,36,37,23.0,7.0,14.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,14.0,33.9
Shabazz Napier,37,38,15.0,6.0,11.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,16.0,22.9
Karl-Anthony Towns,38,39,26.0,7.0,16.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,1.0,16.0,33.9
Jarrett Allen,39,40,27.0,3.0,6.0,1.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,7.0,33.8
Spencer Dinwiddie,40,41,28.0,4.0,7.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,2.0,11.0,29.1
Tim Jr.,42,43,34.0,9.0,21.0,2.0,3.0,0.0,2.0,4.0,0.0,0.0,3.0,24.0,29.4
Jonas Valanciunas,43,44,22.0,7.0,16.0,3.0,4.0,5.0,3.0,1.0,1.0,0.0,1.0,17.0,30.1
John Henson,44,45,18.0,3.0,6.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,0.0,9.0,27.9
Jabari Parker,45,46,25.0,7.0,14.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,19.0,22.9
Jeff Green,46,47,26.0,5.0,8.0,2.0,2.0,2.0,7.0,3.0,0.0,1.0,4.0,13.0,27.3
Zach LaVine,47,48,25.0,6.0,16.0,4.0,6.0,0.0,3.0,4.0,0.0,0.0,2.0,20.0,27.6
Wesley Matthews,48,49,32.0,9.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,21.0,20.5
Nikola Mirotic,49,50,22.0,3.0,7.0,4.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,10.0,26.1
Caris LeVert,50,51,31.0,8.0,23.0,4.0,5.0,4.0,2.0,4.0,0.0,0.0,2.0,21.0,32.2
