Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Serge Ibaka,0,1,29.0,15.0,17.0,3.0,3.0,3.0,7.0,2.0,2.0,0.0,1.0,34.0,54.0
Giannis Antetokounmpo,1,2,30.0,8.0,11.0,9.0,12.0,3.0,12.0,11.0,1.0,1.0,5.0,26.0,61.5
Kyle Lowry,2,3,33.0,8.0,19.0,2.0,2.0,1.0,5.0,15.0,2.0,1.0,1.0,21.0,58.7
John Wall,3,4,37.0,9.0,16.0,5.0,7.0,0.0,2.0,7.0,5.0,0.0,4.0,26.0,49.9
Shelvin Mack,4,5,27.0,7.0,10.0,5.0,8.0,1.0,0.0,4.0,4.0,0.0,2.0,21.0,38.2
DeMar DeRozan,5,6,32.0,9.0,16.0,6.0,6.0,1.0,6.0,5.0,2.0,0.0,4.0,25.0,42.9
Ben Simmons,6,7,27.0,8.0,11.0,4.0,9.0,3.0,9.0,3.0,4.0,0.0,5.0,20.0,45.9
Bradley Beal,7,8,39.0,7.0,14.0,7.0,8.0,1.0,7.0,3.0,0.0,4.0,3.0,22.0,45.1
D.J. Augustin,8,9,32.0,6.0,10.0,5.0,6.0,3.0,2.0,7.0,0.0,0.0,1.0,18.0,33.5
Aaron Gordon,9,10,41.0,11.0,20.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,26.0,37.6
Jarrett Allen,10,11,26.0,5.0,7.0,5.0,6.0,5.0,5.0,0.0,1.0,2.0,0.0,15.0,36.0
Jusuf Nurkic,11,12,22.0,8.0,11.0,3.0,4.0,5.0,7.0,2.0,0.0,1.0,3.0,19.0,36.4
Karl-Anthony Towns,12,13,25.0,7.0,13.0,7.0,8.0,0.0,5.0,3.0,0.0,0.0,1.0,23.0,32.5
Rondae Hollis-Jefferson,13,14,29.0,9.0,14.0,3.0,5.0,1.0,5.0,3.0,0.0,0.0,0.0,21.0,32.7
Meyers Leonard,14,15,21.0,3.0,7.0,8.0,8.0,4.0,8.0,2.0,1.0,0.0,1.0,15.0,34.4
Justin Jackson,15,16,24.0,9.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,22.5
Enes Kanter,16,17,24.0,8.0,14.0,2.0,2.0,6.0,6.0,0.0,0.0,0.0,1.0,18.0,31.4
Pascal Siakam,17,18,34.0,8.0,14.0,0.0,0.0,5.0,8.0,3.0,1.0,0.0,2.0,16.0,37.1
Kyle Kuzma,18,19,31.0,10.0,16.0,4.0,5.0,0.0,5.0,2.0,0.0,0.0,3.0,24.0,30.0
Markieff Morris,19,20,31.0,5.0,14.0,6.0,6.0,3.0,3.0,5.0,1.0,2.0,1.0,16.0,38.7
Damian Lillard,21,22,28.0,6.0,16.0,5.0,6.0,0.0,5.0,5.0,1.0,0.0,0.0,18.0,34.5
D'Angelo Russell,22,23,25.0,10.0,21.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,21.0,34.4
Caris LeVert,23,24,28.0,8.0,20.0,3.0,4.0,3.0,2.0,2.0,4.0,0.0,2.0,20.0,39.0
Trevor Ariza,24,25,39.0,5.0,10.0,4.0,4.0,0.0,9.0,5.0,2.0,0.0,4.0,16.0,36.3
Devin Booker,25,26,34.0,7.0,17.0,9.0,10.0,0.0,0.0,7.0,0.0,0.0,4.0,25.0,31.5
Jonas Valanciunas,26,27,17.0,5.0,9.0,4.0,4.0,0.0,8.0,1.0,2.0,1.0,0.0,14.0,34.1
Ersan Ilyasova,27,28,21.0,4.0,7.0,4.0,4.0,0.0,4.0,2.0,1.0,0.0,0.0,15.0,25.8
Pau Gasol,28,29,23.0,4.0,7.0,3.0,6.0,1.0,7.0,5.0,0.0,2.0,0.0,12.0,35.1
Danny Green,29,30,25.0,5.0,8.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,15.0,28.1
Lonzo Ball,30,31,23.0,5.0,7.0,0.0,0.0,1.0,8.0,4.0,2.0,0.0,2.0,12.0,32.8
Terrence Ross,31,32,31.0,6.0,12.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,17.0,26.6
Evan Fournier,32,33,32.0,7.0,15.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,3.0,16.0,33.7
Pat Connaughton,33,34,17.0,5.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,13.0,22.0
Nikola Vucevic,34,35,32.0,6.0,11.0,1.0,3.0,0.0,8.0,3.0,1.0,1.0,0.0,13.0,33.1
Deandre Ayton,35,36,36.0,3.0,4.0,3.0,4.0,1.0,7.0,6.0,3.0,2.0,5.0,9.0,37.6
Mikal Bridges,36,37,25.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,14.0,23.2
Joel Embiid,37,38,32.0,4.0,8.0,8.0,10.0,1.0,14.0,4.0,0.0,1.0,5.0,16.0,38.0
Dillon Brooks,38,39,29.0,7.0,10.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,21.2
Eric Bledsoe,39,40,21.0,6.0,11.0,4.0,4.0,0.0,6.0,1.0,0.0,1.0,2.0,17.0,26.7
LeBron James,40,41,28.0,6.0,12.0,4.0,7.0,0.0,2.0,6.0,0.0,1.0,3.0,18.0,29.4
Brandon Ingram,42,43,34.0,7.0,11.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,16.0,23.7
Mohamed Bamba,43,44,15.0,6.0,11.0,0.0,0.0,5.0,6.0,1.0,0.0,1.0,0.0,12.0,29.7
Marco Belinelli,44,45,21.0,4.0,9.0,5.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,15.0,21.6
Patty Mills,45,46,32.0,6.0,14.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,16.0,27.1
Mario Hezonja,46,47,25.0,4.0,9.0,0.0,0.0,0.0,8.0,3.0,3.0,0.0,1.0,10.0,32.1
De'Aaron Fox,47,48,25.0,6.0,14.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,15.0,29.2
CJ McCollum,48,49,28.0,7.0,14.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,16.0,25.1
Jeff Green,49,50,27.0,5.0,13.0,4.0,4.0,6.0,3.0,0.0,0.0,2.0,1.0,14.0,29.8
Malcolm Brogdon,50,51,27.0,5.0,11.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,13.0,22.3
Buddy Hield,51,52,24.0,8.0,15.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,19.0,22.3
Joe Harris,52,53,28.0,4.0,6.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,11.0,18.7
Jerian Grant,53,54,15.0,3.0,4.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,8.0,20.9
Dario Âaric,54,55,24.0,3.0,6.0,8.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,14.0,16.6
Troy Williams,55,56,15.0,3.0,5.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,11.0,19.1
Andrew Wiggins,56,57,30.0,6.0,16.0,3.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,17.0,27.7
MarShon Brooks,57,58,15.0,4.0,9.0,3.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,11.0,24.1
Delon Wright,58,59,21.0,5.0,8.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,11.0,16.4
Spencer Dinwiddie,59,60,22.0,4.0,10.0,2.0,3.0,0.0,1.0,8.0,0.0,0.0,1.0,12.0,24.2
Mitchell Robinson,60,61,26.0,3.0,6.0,4.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,10.0,20.2
Tony Snell,61,62,18.0,4.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,13.4
Dwight Howard,63,64,30.0,4.0,9.0,2.0,4.0,3.0,7.0,0.0,1.0,1.0,0.0,10.0,28.0
Landry Shamet,64,65,28.0,3.0,6.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,12.0,13.7
Josh Hart,65,66,29.0,1.0,5.0,3.0,3.0,0.0,5.0,1.0,3.0,0.0,0.0,6.0,22.5
Taj Gibson,66,67,22.0,3.0,10.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,8.0,27.6
Trey Burke,67,68,20.0,6.0,13.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,13.0,19.9
John Henson,68,69,19.0,4.0,7.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,10.0,17.7
Khris Middleton,69,70,22.0,3.0,12.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,12.0,22.1
