Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Derrick Rose,0,1,40.0,19.0,31.0,8.0,11.0,0.0,4.0,6.0,1.0,1.0,6.0,50.0,63.8
Stephen Curry,1,2,36.0,12.0,20.0,6.0,7.0,0.0,2.0,9.0,2.0,0.0,5.0,37.0,53.9
Karl-Anthony Towns,2,3,40.0,9.0,17.0,6.0,8.0,3.0,13.0,4.0,2.0,2.0,3.0,28.0,62.2
Andre Drummond,3,4,37.0,8.0,14.0,8.0,10.0,10.0,13.0,1.0,1.0,2.0,4.0,24.0,58.1
Domantas Sabonis,4,5,21.0,12.0,12.0,6.0,7.0,3.0,6.0,3.0,0.0,2.0,6.0,30.0,45.3
Wendell Jr.,5,6,37.0,9.0,21.0,5.0,6.0,6.0,2.0,5.0,3.0,3.0,1.0,25.0,59.1
DeMar DeRozan,6,7,27.0,10.0,12.0,5.0,5.0,0.0,4.0,3.0,1.0,1.0,1.0,25.0,39.3
Nikola Mirotic,7,8,31.0,10.0,15.0,4.0,5.0,3.0,9.0,1.0,2.0,0.0,1.0,26.0,46.9
LeBron James,8,9,38.0,11.0,19.0,5.0,7.0,0.0,5.0,6.0,3.0,0.0,3.0,29.0,50.0
Rudy Gobert,9,10,33.0,9.0,12.0,4.0,9.0,4.0,9.0,3.0,1.0,3.0,1.0,22.0,53.1
Kevin Durant,10,11,40.0,10.0,17.0,2.0,3.0,0.0,5.0,8.0,2.0,0.0,2.0,24.0,46.0
Tim Jr.,11,12,37.0,10.0,19.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,5.0,37.0,34.7
Jrue Holiday,12,13,41.0,9.0,19.0,8.0,11.0,0.0,3.0,9.0,2.0,0.0,4.0,28.0,47.1
Nikola Jokic,13,14,32.0,9.0,20.0,1.0,1.0,5.0,7.0,9.0,2.0,3.0,6.0,22.0,58.9
Zach LaVine,14,15,39.0,11.0,24.0,4.0,4.0,0.0,5.0,7.0,1.0,1.0,2.0,28.0,48.5
