Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Clint Capela,0,1,43.0,14.0,21.0,1.0,1.0,12.0,9.0,1.0,2.0,3.0,3.0,29.0,67.7
Anthony Davis,1,2,32.0,12.0,19.0,8.0,10.0,3.0,8.0,4.0,0.0,0.0,0.0,33.0,52.2
Giannis Antetokounmpo,2,3,36.0,14.0,16.0,7.0,12.0,1.0,9.0,3.0,1.0,0.0,4.0,35.0,50.5
Andre Drummond,3,4,44.0,9.0,18.0,5.0,8.0,9.0,11.0,1.0,3.0,5.0,1.0,23.0,71.5
Kevin Durant,4,5,37.0,13.0,21.0,4.0,5.0,1.0,8.0,7.0,2.0,3.0,6.0,32.0,62.3
LaMarcus Aldridge,5,6,37.0,14.0,25.0,5.0,6.0,5.0,9.0,3.0,0.0,2.0,3.0,33.0,57.3
Russell Westbrook,6,7,34.0,10.0,18.0,9.0,11.0,0.0,12.0,8.0,2.0,0.0,4.0,30.0,58.4
Marc Gasol,7,8,37.0,11.0,19.0,4.0,5.0,0.0,13.0,7.0,0.0,1.0,1.0,27.0,55.1
Justin Holiday,8,9,39.0,9.0,16.0,4.0,4.0,2.0,11.0,2.0,3.0,1.0,4.0,27.0,53.6
Ben Simmons,9,10,36.0,10.0,12.0,2.0,5.0,1.0,3.0,10.0,1.0,1.0,1.0,22.0,46.8
Malcolm Brogdon,10,11,30.0,8.0,10.0,3.0,3.0,1.0,2.0,4.0,1.0,0.0,0.0,22.0,34.6
Josh Richardson,11,12,33.0,10.0,16.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,27.0,39.9
Allonzo Trier,12,13,34.0,9.0,12.0,4.0,6.0,0.0,8.0,4.0,0.0,0.0,0.0,25.0,40.6
Jeremy Lin,13,14,30.0,6.0,10.0,5.0,7.0,0.0,5.0,10.0,3.0,0.0,1.0,19.0,48.0
Kawhi Leonard,14,15,30.0,12.0,22.0,2.0,3.0,2.0,8.0,2.0,2.0,0.0,1.0,27.0,47.0
