Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Devin Booker,0,1,40.0,14.0,19.0,7.0,7.0,0.0,5.0,7.0,2.0,0.0,6.0,38.0,54.5
Paul George,1,2,39.0,14.0,24.0,7.0,9.0,2.0,4.0,4.0,3.0,0.0,0.0,37.0,59.2
LaMarcus Aldridge,2,3,36.0,10.0,15.0,9.0,10.0,8.0,6.0,4.0,0.0,1.0,2.0,29.0,52.8
Brandon Ingram,3,4,39.0,16.0,20.0,4.0,5.0,1.0,4.0,5.0,0.0,0.0,3.0,36.0,46.5
Jimmy Butler,4,5,28.0,7.0,9.0,5.0,6.0,3.0,2.0,6.0,5.0,1.0,1.0,20.0,52.0
D'Angelo Russell,5,6,35.0,10.0,22.0,8.0,10.0,1.0,3.0,7.0,3.0,0.0,0.0,30.0,54.3
James Harden,6,7,39.0,11.0,32.0,9.0,10.0,2.0,9.0,6.0,4.0,1.0,5.0,37.0,69.2
Bradley Beal,7,8,35.0,10.0,20.0,8.0,9.0,1.0,3.0,7.0,0.0,0.0,1.0,31.0,45.3
Russell Westbrook,8,9,38.0,7.0,12.0,8.0,12.0,1.0,13.0,14.0,0.0,1.0,5.0,23.0,58.8
Nikola Vucevic,9,10,33.0,12.0,20.0,2.0,2.0,2.0,9.0,5.0,1.0,2.0,3.0,27.0,53.7
Jahlil Okafor,10,11,36.0,11.0,15.0,5.0,5.0,4.0,8.0,2.0,0.0,2.0,4.0,27.0,46.4
Giannis Antetokounmpo,11,12,34.0,8.0,16.0,4.0,5.0,1.0,7.0,11.0,3.0,2.0,2.0,21.0,60.1
Andre Drummond,12,13,35.0,8.0,15.0,4.0,5.0,5.0,8.0,4.0,2.0,1.0,0.0,20.0,50.6
Reggie Jackson,13,14,36.0,10.0,15.0,2.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0,25.0,39.1
Cedi Osman,14,15,35.0,10.0,16.0,2.0,8.0,0.0,5.0,7.0,2.0,1.0,3.0,26.0,48.5
Eric Bledsoe,15,16,30.0,8.0,15.0,1.0,1.0,1.0,4.0,7.0,2.0,0.0,0.0,20.0,42.5
Jabari Parker,16,17,22.0,10.0,15.0,1.0,2.0,2.0,7.0,3.0,2.0,2.0,1.0,22.0,48.3
Jamal Crawford,17,18,30.0,8.0,12.0,3.0,4.0,1.0,1.0,7.0,1.0,0.0,2.0,22.0,35.9
Mikal Bridges,18,19,35.0,7.0,9.0,0.0,1.0,1.0,5.0,3.0,4.0,0.0,1.0,17.0,39.7
Joel Embiid,19,20,30.0,7.0,16.0,12.0,15.0,1.0,10.0,6.0,0.0,1.0,6.0,28.0,47.2
Dennis Schr̦der,21,22,28.0,8.0,11.0,3.0,4.0,0.0,3.0,4.0,0.0,1.0,0.0,21.0,33.6
Shabazz Napier,22,23,25.0,8.0,17.0,3.0,6.0,0.0,3.0,4.0,3.0,0.0,1.0,24.0,41.6
Zach LaVine,23,24,35.0,11.0,20.0,3.0,4.0,1.0,3.0,5.0,2.0,0.0,3.0,26.0,41.3
Jordan Clarkson,24,25,29.0,10.0,15.0,2.0,4.0,0.0,5.0,2.0,0.0,0.0,4.0,28.0,33.0
Ben Simmons,25,26,36.0,9.0,18.0,1.0,1.0,3.0,5.0,6.0,3.0,1.0,2.0,19.0,47.6
JaVale McGee,26,27,26.0,7.0,12.0,3.0,3.0,5.0,9.0,1.0,1.0,2.0,2.0,17.0,42.3
Jrue Holiday,27,28,38.0,6.0,18.0,5.0,5.0,1.0,5.0,8.0,1.0,6.0,4.0,19.0,55.2
Davis Bertans,28,29,35.0,6.0,14.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,2.0,18.0,39.7
Pat Connaughton,29,30,21.0,7.0,8.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,16.0,23.8
Lauri Markkanen,30,31,30.0,6.0,15.0,3.0,4.0,0.0,19.0,1.0,0.0,1.0,0.0,18.0,45.3
Kenneth Faried,31,32,30.0,8.0,17.0,3.0,4.0,7.0,4.0,0.0,1.0,2.0,1.0,19.0,40.2
Jordan McRae,32,33,8.0,5.0,5.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,15.0,22.7
Larry Jr.,33,34,24.0,6.0,8.0,1.0,2.0,0.0,11.0,2.0,0.0,1.0,0.0,13.0,32.2
Jerami Grant,34,35,42.0,8.0,17.0,0.0,0.0,1.0,6.0,1.0,3.0,0.0,1.0,18.0,35.9
Joe Harris,35,36,32.0,5.0,11.0,5.0,5.0,0.0,5.0,3.0,1.0,0.0,1.0,17.0,29.5
Aaron Gordon,36,37,36.0,6.0,19.0,2.0,2.0,6.0,3.0,7.0,0.0,1.0,1.0,16.0,39.3
Gary II,37,38,12.0,5.0,8.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,11.0,30.2
Luke Kennard,38,39,27.0,8.0,16.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,19.0,27.4
Tim Frazier,39,40,20.0,3.0,4.0,4.0,5.0,0.0,4.0,10.0,1.0,0.0,3.0,10.0,29.8
Mike Muscala,40,41,24.0,6.0,13.0,2.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,17.0,28.4
Derrick White,42,43,29.0,6.0,15.0,3.0,4.0,2.0,5.0,3.0,2.0,0.0,0.0,15.0,33.9
Rudy Gay,43,44,31.0,7.0,17.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,16.0,34.5
Nerlens Noel,44,45,34.0,6.0,10.0,0.0,0.0,1.0,6.0,1.0,1.0,5.0,1.0,12.0,38.9
Jonathan Isaac,45,46,27.0,4.0,8.0,2.0,2.0,1.0,7.0,1.0,2.0,1.0,0.0,11.0,31.1
Darius Miller,46,47,40.0,5.0,13.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,14.0,30.2
Rondae Hollis-Jefferson,47,48,21.0,7.0,10.0,3.0,6.0,0.0,4.0,2.0,0.0,0.0,3.0,18.0,22.8
Brook Lopez,48,49,33.0,6.0,10.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,1.0,14.0,30.7
Chris Paul,49,50,26.0,4.0,9.0,1.0,2.0,1.0,3.0,9.0,2.0,0.0,2.0,10.0,32.3
