Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Anthony Davis,0,1,35.0,14.0,20.0,8.0,12.0,1.0,12.0,3.0,2.0,3.0,2.0,36.0,69.1
Clint Capela,1,2,36.0,13.0,18.0,5.0,7.0,1.0,8.0,2.0,2.0,0.0,0.0,31.0,50.8
Blake Griffin,2,3,37.0,13.0,21.0,6.0,6.0,0.0,2.0,8.0,0.0,0.0,3.0,34.0,45.4
James Harden,3,4,39.0,7.0,18.0,12.0,15.0,0.0,5.0,14.0,1.0,1.0,6.0,32.0,59.0
DeMar DeRozan,4,5,34.0,12.0,21.0,2.0,2.0,1.0,6.0,9.0,2.0,2.0,2.0,26.0,57.9
Brandon Ingram,5,6,37.0,12.0,21.0,5.0,7.0,1.0,2.0,6.0,2.0,0.0,2.0,29.0,45.6
Mike Conley,6,7,33.0,5.0,11.0,8.0,10.0,1.0,1.0,10.0,2.0,0.0,4.0,22.0,41.4
Monte Morris,7,8,24.0,9.0,13.0,2.0,2.0,0.0,3.0,5.0,2.0,0.0,0.0,21.0,38.1
P.J. Tucker,8,9,37.0,7.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,21.0,39.5
De'Aaron Fox,9,10,22.0,9.0,14.0,2.0,3.0,1.0,2.0,2.0,5.0,0.0,1.0,20.0,40.6
Malcolm Brogdon,10,11,31.0,8.0,14.0,4.0,4.0,2.0,3.0,5.0,0.0,0.0,1.0,21.0,33.5
LaMarcus Aldridge,11,12,28.0,9.0,12.0,7.0,8.0,2.0,4.0,2.0,0.0,1.0,4.0,25.0,34.2
Lonzo Ball,12,13,37.0,8.0,15.0,1.0,4.0,3.0,4.0,5.0,2.0,0.0,2.0,21.0,40.9
Luka Doncic,13,14,34.0,10.0,23.0,5.0,7.0,2.0,6.0,2.0,1.0,1.0,1.0,27.0,44.6
Giannis Antetokounmpo,14,15,35.0,13.0,30.0,4.0,6.0,3.0,7.0,2.0,1.0,2.0,1.0,30.0,53.0
Nikola Vucevic,15,16,24.0,7.0,14.0,3.0,4.0,2.0,11.0,3.0,1.0,1.0,1.0,18.0,43.1
Brook Lopez,16,17,30.0,5.0,6.0,2.0,2.0,1.0,7.0,1.0,0.0,3.0,1.0,15.0,34.1
Nikola Jokic,17,18,28.0,11.0,20.0,1.0,1.0,5.0,8.0,4.0,2.0,1.0,8.0,24.0,46.6
Al Horford,18,19,24.0,6.0,7.0,0.0,0.0,1.0,8.0,5.0,1.0,1.0,1.0,12.0,35.3
Josh Hart,19,20,43.0,5.0,13.0,3.0,3.0,1.0,11.0,6.0,5.0,0.0,2.0,14.0,50.4
Jrue Holiday,21,22,33.0,5.0,10.0,1.0,2.0,1.0,3.0,6.0,4.0,0.0,1.0,13.0,37.8
Andre Drummond,22,23,36.0,9.0,14.0,1.0,3.0,4.0,10.0,2.0,3.0,1.0,5.0,19.0,45.8
Terrence Ross,23,24,23.0,7.0,12.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,20.0,29.2
Thon Maker,24,25,18.0,6.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,15.0,28.5
Derrick White,25,26,35.0,4.0,7.0,9.0,9.0,1.0,4.0,2.0,0.0,0.0,1.0,17.0,25.0
Rodions Kurucs,26,27,28.0,8.0,15.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,24.0,25.7
Rudy Gobert,27,28,38.0,4.0,8.0,6.0,10.0,3.0,12.0,3.0,2.0,1.0,2.0,14.0,43.5
