Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
James Harden,0,1,41.0,12.0,25.0,14.0,17.0,0.0,9.0,11.0,6.0,3.0,6.0,41.0,89.3
Giannis Antetokounmpo,1,2,34.0,12.0,19.0,8.0,11.0,2.0,14.0,9.0,2.0,3.0,6.0,33.0,74.7
Julius Randle,2,3,42.0,20.0,34.0,3.0,11.0,5.0,6.0,6.0,2.0,3.0,7.0,45.0,75.2
Bradley Beal,3,4,44.0,15.0,29.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,5.0,40.0,54.5
Robin Lopez,4,5,33.0,9.0,12.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,0.0,22.0,48.1
Danilo Gallinari,5,6,33.0,10.0,14.0,3.0,5.0,0.0,7.0,2.0,1.0,1.0,1.0,27.0,43.4
Elfrid Payton,6,7,41.0,4.0,11.0,5.0,6.0,4.0,8.0,16.0,1.0,0.0,1.0,14.0,54.4
Andre Drummond,7,8,37.0,8.0,15.0,3.0,6.0,11.0,12.0,0.0,0.0,2.0,0.0,19.0,52.6
Zach LaVine,8,9,38.0,9.0,19.0,10.0,13.0,1.0,6.0,7.0,0.0,0.0,4.0,31.0,45.9
Damian Lillard,9,10,35.0,8.0,18.0,4.0,4.0,2.0,2.0,7.0,2.0,0.0,2.0,24.0,43.3
Langston Galloway,10,11,32.0,8.0,10.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,23.0,29.6
Jimmy Butler,11,12,35.0,8.0,14.0,6.0,7.0,1.0,5.0,7.0,2.0,1.0,3.0,22.0,45.7
Kelly Jr.,12,13,35.0,8.0,14.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,3.0,22.0,47.8
Montrezl Harrell,13,14,24.0,9.0,18.0,8.0,8.0,3.0,2.0,2.0,1.0,3.0,2.0,26.0,45.0
Jakob PÃ¶ltl,14,15,26.0,6.0,7.0,0.0,0.0,2.0,7.0,2.0,3.0,5.0,0.0,12.0,49.8
JaVale McGee,15,16,30.0,10.0,16.0,0.0,0.0,5.0,8.0,0.0,1.0,3.0,0.0,20.0,47.6
Shai Gilgeous-Alexander,16,17,29.0,7.0,12.0,2.0,4.0,1.0,6.0,7.0,3.0,1.0,1.0,17.0,46.9
Devin Booker,17,18,37.0,9.0,22.0,10.0,11.0,1.0,4.0,7.0,0.0,0.0,5.0,29.0,40.5
Joel Embiid,18,19,35.0,9.0,19.0,3.0,4.0,2.0,15.0,3.0,1.0,4.0,4.0,21.0,56.9
Khris Middleton,19,20,32.0,8.0,16.0,3.0,5.0,0.0,5.0,8.0,1.0,0.0,1.0,21.0,41.0
Ben Simmons,21,22,35.0,8.0,12.0,2.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,18.0,30.9
CJ McCollum,22,23,38.0,10.0,20.0,0.0,2.0,0.0,5.0,4.0,0.0,1.0,0.0,23.0,38.0
Nicolas Batum,23,24,31.0,6.0,10.0,0.0,0.0,3.0,2.0,6.0,1.0,1.0,3.0,16.0,34.0
Tobias Harris,24,25,34.0,7.0,16.0,4.0,4.0,1.0,6.0,4.0,1.0,1.0,1.0,19.0,38.4
Jabari Parker,25,26,35.0,7.0,12.0,3.0,4.0,3.0,8.0,4.0,0.0,0.0,1.0,17.0,35.2
Kemba Walker,26,27,35.0,11.0,30.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,28.0,49.0
Patrick Beverley,27,28,33.0,4.0,10.0,4.0,4.0,5.0,3.0,7.0,1.0,0.0,0.0,13.0,36.1
Enes Kanter,28,29,20.0,6.0,7.0,5.0,6.0,4.0,4.0,2.0,0.0,0.0,3.0,17.0,26.6
Jeremy Lamb,29,30,29.0,7.0,13.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,18.0,37.1
DeAndre Jordan,30,31,30.0,5.0,7.0,1.0,1.0,4.0,9.0,9.0,0.0,0.0,3.0,11.0,37.1
LaMarcus Aldridge,31,32,26.0,8.0,14.0,2.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,18.0,31.2
Damyean Dotson,32,33,35.0,9.0,19.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,21.0,32.4
Hassan Whiteside,33,34,18.0,5.0,9.0,4.0,7.0,4.0,7.0,0.0,0.0,3.0,0.0,14.0,36.2
Justise Winslow,34,35,30.0,8.0,16.0,1.0,2.0,0.0,2.0,5.0,2.0,1.0,3.0,20.0,35.9
Clint Capela,35,36,32.0,6.0,9.0,2.0,3.0,4.0,7.0,0.0,1.0,1.0,1.0,14.0,32.2
Kadeem Allen,36,37,28.0,7.0,10.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,16.0,28.1
Rajon Rondo,37,38,36.0,6.0,13.0,2.0,2.0,1.0,7.0,7.0,2.0,0.0,3.0,15.0,38.1
Reggie Jackson,38,39,29.0,6.0,19.0,4.0,5.0,0.0,5.0,5.0,1.0,1.0,1.0,20.0,38.5
Zach Collins,39,40,23.0,5.0,11.0,2.0,2.0,5.0,3.0,2.0,0.0,4.0,0.0,12.0,36.6
Rodney Hood,40,41,28.0,5.0,7.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,18.4
J.J. Redick,42,43,31.0,6.0,12.0,3.0,3.0,0.0,1.0,4.0,0.0,0.0,2.0,19.0,24.2
Marvin III,43,44,20.0,5.0,9.0,5.0,6.0,0.0,4.0,1.0,1.0,0.0,0.0,15.0,24.3
Alex Caruso,44,45,24.0,4.0,11.0,6.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,16.0,31.8
Eric Bledsoe,45,46,33.0,6.0,12.0,4.0,6.0,1.0,2.0,5.0,3.0,0.0,4.0,17.0,33.1
Willie Cauley-Stein,46,47,29.0,6.0,7.0,1.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0,13.0,24.4
Rudy Gay,47,48,18.0,5.0,8.0,1.0,2.0,0.0,3.0,4.0,1.0,0.0,0.0,12.0,24.6
De'Aaron Fox,48,49,28.0,4.0,9.0,7.0,8.0,0.0,2.0,6.0,0.0,1.0,3.0,16.0,27.4
Boban Marjanovic,49,50,12.0,4.0,7.0,4.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,12.0,23.4
Danuel House,50,51,34.0,6.0,11.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,18.0,23.6
Harry III,51,52,18.0,6.0,9.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,1.0,12.0,24.8
Tony Parker,52,53,14.0,7.0,12.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,16.0,23.9
Harrison Barnes,53,54,32.0,6.0,11.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,1.0,16.0,26.7
Jeff Green,54,55,34.0,7.0,10.0,4.0,5.0,0.0,2.0,1.0,0.0,1.0,5.0,20.0,21.9
Lou Williams,55,56,27.0,6.0,17.0,8.0,9.0,1.0,2.0,2.0,0.0,0.0,1.0,21.0,26.6
Wayne Selden,56,57,22.0,5.0,9.0,3.0,3.0,0.0,5.0,4.0,0.0,0.0,1.0,14.0,25.0
Kentavious Caldwell-Pope,57,58,29.0,5.0,9.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,2.0,17.0,21.9
DeMar DeRozan,58,59,25.0,6.0,11.0,1.0,1.0,0.0,4.0,7.0,1.0,0.0,3.0,13.0,28.3
Wayne Ellington,59,60,28.0,4.0,8.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,12.0,21.8
Troy Jr.,60,61,17.0,4.0,7.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,10.0,22.6
Pat Connaughton,61,62,25.0,5.0,9.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,13.0,23.7
Ersan Ilyasova,63,64,20.0,5.0,9.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,15.0,20.0
Bam Adebayo,64,65,29.0,4.0,8.0,2.0,3.0,2.0,9.0,5.0,1.0,1.0,3.0,10.0,33.7
Bismack Biyombo,65,66,16.0,4.0,6.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,11.0,18.8
Frank Jackson,66,67,36.0,7.0,13.0,2.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,16.0,24.1
Kyle Kuzma,67,68,38.0,5.0,14.0,2.0,4.0,0.0,6.0,10.0,1.0,0.0,2.0,12.0,35.2
Marco Belinelli,68,69,21.0,5.0,10.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,12.0,21.9
Eric Gordon,69,70,33.0,6.0,18.0,4.0,5.0,0.0,4.0,3.0,0.0,0.0,1.0,19.0,27.3
Otto Jr.,70,71,29.0,6.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,17.4
Dwayne Bacon,71,72,29.0,5.0,8.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,13.0,18.1
Richaun Holmes,72,73,15.0,5.0,9.0,2.0,3.0,3.0,8.0,0.0,0.0,0.0,1.0,12.0,24.2
Deandre Ayton,73,74,32.0,7.0,14.0,3.0,4.0,6.0,8.0,0.0,0.0,1.0,7.0,17.0,29.8
Bryn Forbes,74,75,23.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,13.2
Trevor Ariza,75,76,30.0,3.0,10.0,2.0,3.0,0.0,8.0,5.0,3.0,2.0,4.0,10.0,38.1
Thomas Bryant,76,77,19.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,6.0,19.8
Jusuf Nurkic,77,78,22.0,3.0,8.0,5.0,6.0,3.0,9.0,5.0,1.0,0.0,5.0,11.0,30.9
Ivica Zubac,78,79,23.0,4.0,8.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,9.0,20.4
Blake Griffin,79,80,33.0,3.0,12.0,7.0,12.0,0.0,2.0,9.0,0.0,0.0,4.0,15.0,26.9
Buddy Hield,80,81,30.0,4.0,14.0,4.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,14.0,23.0
Kelly Olynyk,81,82,34.0,2.0,6.0,4.0,6.0,0.0,7.0,2.0,1.0,0.0,2.0,10.0,22.4
Kenneth Faried,82,83,15.0,3.0,6.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,9.0,16.2
Derrick Jr.,84,85,14.0,3.0,6.0,3.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,9.0,17.1
Al-Farouq Aminu,85,86,25.0,2.0,6.0,2.0,2.0,1.0,8.0,1.0,3.0,1.0,2.0,6.0,28.3
Corey Brewer,86,87,15.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,14.6
Ish Smith,87,88,18.0,3.0,8.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,7.0,19.5
Dragan Bender,88,89,20.0,2.0,3.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,1.0,4.0,19.2
Davis Bertans,89,90,19.0,3.0,8.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,9.0,17.7
Josh Jackson,90,91,27.0,5.0,15.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,13.0,22.3
Jahlil Okafor,91,92,12.0,5.0,7.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,14.8
Kris Dunn,92,93,27.0,5.0,12.0,3.0,3.0,1.0,4.0,3.0,0.0,1.0,4.0,14.0,23.5
Darius Miller,93,94,31.0,3.0,10.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0,19.1
Josh Richardson,94,95,36.0,5.0,10.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,11.0,18.6
Garrett Temple,95,96,12.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,13.2
Nikola Mirotic,96,97,28.0,3.0,9.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,8.0,23.7
Mitchell Robinson,97,98,20.0,0.0,3.0,2.0,4.0,4.0,6.0,1.0,1.0,2.0,1.0,2.0,23.5
Dion Waiters,98,99,23.0,4.0,10.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,10.0,16.4
Frank Kaminsky,99,100,23.0,3.0,8.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,8.0,15.7
Landry Shamet,100,101,27.0,3.0,11.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,9.0,19.4
Mike Scott,101,102,23.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,6.0,13.8
Yogi Ferrell,102,103,19.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,7.0,11.4
Patty Mills,103,104,27.0,4.0,9.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,9.0,14.7
Derrick White,105,106,20.0,1.0,5.0,1.0,2.0,1.0,3.0,7.0,0.0,1.0,2.0,3.0,19.3
Seth Curry,106,107,19.0,3.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,13.4
T.J. McConnell,107,108,12.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,12.4
Brook Lopez,108,109,30.0,1.0,6.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,0.0,2.0,24.2
TomÃ¡Â SatoranskÃ½,109,110,16.0,1.0,3.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,12.1
Jason Smith,110,111,14.0,2.0,5.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,9.7
Emmanuel Mudiay,111,112,35.0,6.0,14.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,14.0,17.8
Cristiano FelÃ­cio,112,113,12.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,5.0,8.1
Bogdan Bogdanovic,113,114,26.0,4.0,14.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,9.0,19.2
Evan Turner,114,115,14.0,1.0,4.0,2.0,4.0,0.0,3.0,4.0,1.0,0.0,1.0,4.0,15.6
Kenrich Williams,115,116,29.0,1.0,4.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,3.0,14.7
D.J. Wilson,116,117,8.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,7.9
Cheick Diallo,117,118,15.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,4.0,15.6
Miles Bridges,118,119,13.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,2.0,16.0
Kevin Knox,119,120,24.0,2.0,7.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,11.5
Mike Muscala,120,121,15.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,8.8
P.J. Tucker,121,122,32.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,21.0
Shaquille Harrison,122,123,18.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,11.0
Michael Kidd-Gilchrist,123,124,16.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,8.9
Johnathan Williams,125,126,14.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,10.4
TimothÃ© Luwawu-Cabarrot,126,127,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.2
Iman Shumpert,127,128,18.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,10.1
Zaza Pachulia,128,129,9.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,8.4
Lonnie  IV,129,130,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.5
Chimezie Metu,130,131,5.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.4
Ryan Arcidiacono,131,132,8.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.2
Bruce Brown,132,133,15.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,9.4
Antonio Blakeney,133,134,5.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,10.3
Quincy Pondexter,134,135,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.7
Austin Rivers,135,136,19.0,2.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,6.7
Troy Daniels,136,137,15.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,9.5
Sam Dekker,137,138,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
Goran Dragic,138,139,19.0,2.0,9.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,13.3
Dwyane Wade,139,140,21.0,5.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,12.7
Mikal Bridges,140,141,37.0,1.0,5.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,2.0,16.0
Marvin Williams,141,142,29.0,1.0,9.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,18.7
John Jenkins,142,143,8.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,5.9
James Ennis,143,144,19.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,7.1
Thon Maker,144,145,15.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,4.0,7.6
Dante Cunningham,146,147,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2
Chasson Randle,147,148,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0
