Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Kevin Durant,0,1,30.0,9.0,15.0,9.0,9.0,1.0,4.0,11.0,2.0,1.0,2.0,28.0,57.5
Anthony Davis,1,2,36.0,7.0,18.0,12.0,12.0,4.0,9.0,6.0,1.0,2.0,1.0,26.0,58.6
Quinn Cook,2,3,29.0,11.0,16.0,2.0,2.0,0.0,3.0,5.0,1.0,0.0,0.0,27.0,41.1
Mike Conley,3,4,42.0,12.0,24.0,4.0,6.0,0.0,4.0,6.0,2.0,1.0,1.0,32.0,53.8
Giannis Antetokounmpo,4,5,41.0,11.0,19.0,5.0,11.0,4.0,14.0,4.0,5.0,2.0,6.0,27.0,69.6
Tristan Thompson,5,6,33.0,10.0,14.0,2.0,4.0,7.0,5.0,1.0,2.0,0.0,1.0,22.0,42.9
Montrezl Harrell,6,7,32.0,9.0,12.0,8.0,11.0,6.0,3.0,1.0,0.0,1.0,3.0,26.0,38.3
John Wall,7,8,40.0,9.0,20.0,7.0,9.0,0.0,2.0,9.0,1.0,1.0,2.0,28.0,47.9
Steven Adams,8,9,36.0,8.0,11.0,4.0,8.0,7.0,6.0,2.0,0.0,0.0,0.0,20.0,38.6
Brook Lopez,9,10,37.0,6.0,12.0,2.0,2.0,0.0,4.0,2.0,2.0,3.0,0.0,20.0,42.8
Deandre Ayton,10,11,30.0,9.0,12.0,2.0,2.0,6.0,6.0,1.0,1.0,0.0,2.0,20.0,36.9
Pascal Siakam,11,12,28.0,6.0,7.0,8.0,9.0,1.0,2.0,2.0,0.0,0.0,2.0,23.0,27.6
Zach LaVine,12,13,39.0,9.0,22.0,5.0,5.0,1.0,7.0,5.0,2.0,0.0,1.0,24.0,46.1
Hassan Whiteside,13,14,34.0,6.0,10.0,3.0,4.0,5.0,9.0,3.0,1.0,4.0,1.0,15.0,50.3
TJ Warren,14,15,36.0,7.0,16.0,7.0,7.0,1.0,4.0,1.0,1.0,3.0,1.0,25.0,43.5
Josh Richardson,15,16,36.0,8.0,14.0,6.0,8.0,1.0,2.0,5.0,1.0,0.0,2.0,24.0,36.1
Joe Harris,16,17,20.0,9.0,12.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,24.0,29.2
Jonas Valanciunas,17,18,20.0,6.0,8.0,6.0,10.0,3.0,7.0,1.0,1.0,1.0,1.0,19.0,37.5
Tim Jr.,18,19,31.0,11.0,17.0,3.0,5.0,0.0,4.0,2.0,1.0,0.0,2.0,27.0,35.8
LaMarcus Aldridge,19,20,35.0,10.0,21.0,7.0,8.0,2.0,8.0,1.0,0.0,1.0,2.0,27.0,41.5
Patrick Beverley,21,22,30.0,7.0,11.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,21.0,30.5
Malcolm Brogdon,22,23,37.0,8.0,16.0,6.0,6.0,2.0,2.0,3.0,0.0,0.0,1.0,23.0,31.3
Luka Doncic,23,24,31.0,9.0,15.0,3.0,4.0,0.0,6.0,8.0,1.0,0.0,4.0,22.0,40.2
T.J. McConnell,24,25,34.0,7.0,8.0,2.0,2.0,0.0,3.0,7.0,1.0,1.0,3.0,16.0,33.1
Julius Randle,25,26,37.0,9.0,19.0,3.0,4.0,7.0,8.0,3.0,0.0,2.0,5.0,22.0,45.5
LeBron James,26,27,31.0,10.0,18.0,2.0,3.0,1.0,6.0,2.0,1.0,0.0,3.0,25.0,36.4
J.J. Barea,27,28,21.0,8.0,14.0,2.0,3.0,0.0,3.0,5.0,1.0,0.0,2.0,21.0,33.1
Jeff Green,28,29,33.0,8.0,12.0,1.0,1.0,3.0,7.0,0.0,1.0,0.0,2.0,19.0,32.0
Marc Gasol,29,30,41.0,7.0,21.0,1.0,2.0,6.0,6.0,6.0,2.0,0.0,1.0,18.0,46.4
Jrue Holiday,30,31,36.0,7.0,16.0,2.0,4.0,2.0,4.0,9.0,3.0,1.0,6.0,19.0,45.7
E'Twaun Moore,31,32,27.0,7.0,10.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,17.0,25.4
Austin Rivers,32,33,27.0,7.0,12.0,4.0,5.0,1.0,4.0,3.0,1.0,0.0,1.0,18.0,30.5
Derrick White,33,34,29.0,4.0,9.0,5.0,6.0,0.0,4.0,8.0,2.0,0.0,2.0,14.0,34.8
Rodney McGruder,34,35,26.0,8.0,14.0,3.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,22.0,28.4
Tobias Harris,35,36,37.0,8.0,16.0,2.0,2.0,0.0,11.0,1.0,2.0,1.0,4.0,20.0,39.7
De'Aaron Fox,36,37,38.0,8.0,17.0,2.0,2.0,0.0,7.0,2.0,2.0,1.0,4.0,21.0,37.4
Delon Wright,37,38,24.0,4.0,6.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,12.0,27.5
Paul George,38,39,38.0,8.0,21.0,1.0,2.0,5.0,8.0,6.0,2.0,0.0,5.0,20.0,45.6
Wendell Jr.,39,40,25.0,5.0,6.0,5.0,8.0,1.0,4.0,1.0,0.0,3.0,2.0,15.0,29.5
Rodney Hood,40,41,28.0,7.0,15.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,20.0,25.4
Collin Sexton,42,43,34.0,8.0,16.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,20.0,28.3
Ben Simmons,43,44,38.0,9.0,15.0,0.0,0.0,2.0,12.0,5.0,0.0,1.0,6.0,18.0,39.3
Shai Gilgeous-Alexander,44,45,39.0,5.0,13.0,4.0,4.0,1.0,5.0,4.0,1.0,3.0,2.0,16.0,39.2
Jerami Grant,45,46,29.0,4.0,6.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,13.0,26.4
Enes Kanter,46,47,19.0,5.0,14.0,5.0,5.0,9.0,6.0,2.0,0.0,0.0,2.0,15.0,34.0
Klay Thompson,47,48,28.0,11.0,20.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,24.0,32.7
Eric Gordon,48,49,30.0,10.0,26.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,23.0,36.8
Clint Capela,49,50,32.0,4.0,9.0,4.0,6.0,8.0,9.0,1.0,0.0,2.0,2.0,12.0,37.9
Kyle Lowry,50,51,26.0,3.0,6.0,3.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,10.0,24.4
Spencer Dinwiddie,51,52,21.0,5.0,9.0,4.0,4.0,1.0,1.0,6.0,1.0,0.0,2.0,14.0,26.4
J.J. Redick,52,53,34.0,8.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,20.0,19.5
Markelle Fultz,53,54,24.0,7.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.0,25.9
James Harden,54,55,38.0,7.0,27.0,10.0,13.0,0.0,6.0,3.0,2.0,2.0,2.0,25.0,46.7
JaVale McGee,55,56,22.0,5.0,6.0,0.0,0.0,3.0,5.0,0.0,1.0,2.0,2.0,10.0,26.6
Pat Connaughton,56,57,25.0,3.0,8.0,2.0,2.0,3.0,2.0,5.0,0.0,1.0,0.0,10.0,26.5
OG Anunoby,57,58,24.0,7.0,10.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,20.4
Bradley Beal,58,59,27.0,6.0,10.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,3.0,18.0,26.1
Ryan Arcidiacono,59,60,29.0,6.0,8.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,15.0,21.8
Lou Williams,60,61,32.0,5.0,15.0,1.0,1.0,0.0,5.0,10.0,1.0,0.0,2.0,12.0,34.0
Josh Hart,61,62,17.0,4.0,9.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,11.0,26.0
Shabazz Napier,63,64,19.0,4.0,7.0,6.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0,19.7
Eric Bledsoe,64,65,34.0,6.0,16.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,3.0,15.0,34.5
Garrett Temple,65,66,36.0,7.0,14.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,17.0,24.4
Dwight Howard,66,67,33.0,2.0,7.0,7.0,10.0,7.0,9.0,0.0,1.0,0.0,2.0,11.0,31.2
Damian Jones,67,68,19.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,8.0,19.7
Furkan Korkmaz,68,69,22.0,4.0,8.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,12.0,23.8
Chris Paul,69,70,40.0,4.0,13.0,3.0,4.0,0.0,4.0,4.0,3.0,1.0,1.0,13.0,34.8
Dennis Schr̦der,70,71,31.0,8.0,21.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,4.0,19.0,32.7
Kawhi Leonard,71,72,23.0,2.0,7.0,8.0,10.0,2.0,5.0,3.0,1.0,0.0,3.0,12.0,24.9
Dorian Finney-Smith,72,73,25.0,4.0,7.0,1.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,11.0,22.7
Kyle Anderson,73,74,32.0,4.0,8.0,0.0,0.0,5.0,8.0,1.0,1.0,1.0,2.0,8.0,29.1
Dennis Jr.,74,75,26.0,4.0,8.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,3.0,10.0,27.1
Jarrett Allen,75,76,22.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,0.0,1.0,6.0,20.9
Emmanuel Mudiay,76,77,22.0,6.0,11.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,12.0,24.4
Jordan Bell,77,78,26.0,2.0,4.0,1.0,2.0,0.0,8.0,2.0,3.0,1.0,0.0,5.0,29.6
John Henson,78,79,10.0,3.0,4.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,8.0,21.4
Shelvin Mack,79,80,32.0,6.0,11.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,12.0,22.3
Maxi Kleber,80,81,26.0,3.0,7.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,8.0,26.3
D'Angelo Russell,81,82,22.0,5.0,16.0,1.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,12.0,29.1
Jordan Clarkson,82,83,24.0,6.0,16.0,1.0,2.0,2.0,3.0,4.0,0.0,0.0,1.0,15.0,26.0
Cheick Diallo,84,85,17.0,2.0,4.0,3.0,4.0,2.0,8.0,1.0,0.0,1.0,1.0,7.0,22.5
