Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Jimmy Butler,0,1,38.0,13.0,27.0,11.0,12.0,5.0,1.0,6.0,3.0,1.0,0.0,38.0,66.2
DeMar DeRozan,1,2,36.0,11.0,20.0,14.0,18.0,1.0,7.0,9.0,0.0,2.0,1.0,36.0,64.1
De'Aaron Fox,2,3,29.0,12.0,16.0,2.0,3.0,0.0,2.0,12.0,3.0,0.0,1.0,30.0,58.4
LeBron James,3,4,37.0,13.0,28.0,6.0,9.0,2.0,6.0,11.0,2.0,0.0,1.0,35.0,66.1
Kawhi Leonard,4,5,37.0,10.0,21.0,7.0,8.0,0.0,3.0,4.0,4.0,1.0,3.0,32.0,53.6
Bam Adebayo,5,6,32.0,6.0,9.0,10.0,11.0,3.0,7.0,2.0,1.0,1.0,0.0,22.0,43.0
Kyle Anderson,6,7,32.0,8.0,12.0,2.0,4.0,2.0,9.0,4.0,3.0,3.0,0.0,19.0,56.2
Blake Griffin,7,8,37.0,7.0,15.0,17.0,24.0,2.0,10.0,6.0,0.0,0.0,4.0,31.0,50.4
Alec Burks,8,9,37.0,8.0,14.0,3.0,4.0,0.0,7.0,9.0,1.0,0.0,2.0,22.0,44.9
Lauri Markkanen,9,10,28.0,8.0,12.0,4.0,5.0,1.0,6.0,2.0,3.0,1.0,2.0,24.0,45.4
Giannis Antetokounmpo,10,11,33.0,8.0,13.0,6.0,9.0,4.0,11.0,5.0,2.0,2.0,4.0,22.0,55.5
Julius Randle,11,12,34.0,10.0,19.0,5.0,8.0,3.0,10.0,3.0,2.0,0.0,2.0,26.0,50.1
Anthony Davis,12,13,35.0,10.0,21.0,5.0,5.0,2.0,9.0,3.0,2.0,4.0,3.0,25.0,57.7
Ben Simmons,13,14,40.0,8.0,11.0,2.0,2.0,3.0,10.0,6.0,1.0,3.0,4.0,18.0,50.6
Justise Winslow,14,15,31.0,7.0,8.0,2.0,3.0,1.0,7.0,6.0,1.0,1.0,4.0,20.0,40.6
JaMychal Green,15,16,27.0,9.0,12.0,3.0,4.0,2.0,6.0,0.0,2.0,0.0,2.0,24.0,37.6
Bojan Bogdanovic,16,17,29.0,10.0,18.0,4.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,26.0,35.6
Jonas Valanciunas,17,18,26.0,10.0,15.0,4.0,6.0,2.0,6.0,0.0,0.0,1.0,0.0,24.0,36.6
Buddy Hield,18,19,32.0,9.0,17.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,25.0,37.8
Klay Thompson,19,20,34.0,8.0,16.0,0.0,0.0,0.0,5.0,6.0,4.0,2.0,3.0,20.0,50.0
Jrue Holiday,21,22,39.0,7.0,15.0,6.0,7.0,2.0,3.0,11.0,0.0,1.0,3.0,20.0,42.5
Russell Westbrook,22,23,35.0,9.0,21.0,4.0,7.0,2.0,15.0,13.0,4.0,0.0,10.0,24.0,65.9
Kyle Kuzma,23,24,38.0,12.0,22.0,1.0,2.0,0.0,8.0,2.0,2.0,0.0,2.0,27.0,43.6
