Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Kemba Walker,0,1,34.0,11.0,25.0,8.0,8.0,1.0,10.0,9.0,2.0,0.0,2.0,36.0,66.7
Karl-Anthony Towns,1,2,33.0,12.0,20.0,5.0,5.0,4.0,19.0,3.0,1.0,1.0,5.0,33.0,66.1
Jaylen Brown,2,3,30.0,10.0,13.0,4.0,7.0,0.0,4.0,4.0,1.0,2.0,1.0,29.0,47.8
Jimmy Butler,3,4,36.0,6.0,13.0,13.0,13.0,2.0,4.0,4.0,2.0,1.0,1.0,25.0,46.2
Trae Young,4,5,32.0,11.0,20.0,6.0,7.0,2.0,4.0,11.0,0.0,1.0,6.0,32.0,52.7
Rudy Gobert,5,6,26.0,9.0,11.0,3.0,7.0,6.0,8.0,2.0,0.0,4.0,0.0,21.0,52.8
Damian Lillard,6,7,37.0,9.0,16.0,4.0,5.0,2.0,4.0,9.0,0.0,0.0,4.0,28.0,44.7
Devin Booker,7,8,39.0,10.0,27.0,10.0,10.0,0.0,2.0,10.0,2.0,0.0,3.0,32.0,52.4
Luka Doncic,8,9,27.0,6.0,14.0,7.0,11.0,1.0,10.0,10.0,3.0,0.0,3.0,23.0,57.2
Ben Simmons,9,10,35.0,9.0,16.0,3.0,4.0,1.0,5.0,9.0,4.0,2.0,2.0,21.0,57.7
Kyrie Irving,10,11,34.0,12.0,23.0,3.0,4.0,0.0,7.0,6.0,2.0,0.0,3.0,31.0,51.4
Joel Embiid,11,12,34.0,7.0,11.0,11.0,14.0,1.0,11.0,2.0,0.0,0.0,4.0,27.0,40.4
Jeff Green,12,13,24.0,9.0,12.0,4.0,4.0,2.0,4.0,0.0,1.0,1.0,2.0,25.0,36.2
Blake Griffin,13,14,35.0,10.0,18.0,4.0,4.0,0.0,2.0,6.0,1.0,0.0,2.0,27.0,39.4
Miles Bridges,14,15,34.0,8.0,13.0,1.0,2.0,2.0,5.0,3.0,3.0,0.0,1.0,20.0,40.9
Harrison Barnes,15,16,34.0,10.0,17.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,25.0,35.2
Andre Drummond,16,17,38.0,6.0,11.0,7.0,7.0,4.0,7.0,1.0,1.0,1.0,0.0,19.0,39.7
Al-Farouq Aminu,17,18,36.0,8.0,13.0,4.0,5.0,2.0,5.0,1.0,1.0,0.0,1.0,22.0,33.9
Nemanja Bjelica,18,19,35.0,5.0,10.0,1.0,2.0,4.0,13.0,5.0,1.0,1.0,1.0,13.0,45.9
Dwyane Wade,19,20,28.0,9.0,16.0,0.0,2.0,4.0,5.0,5.0,1.0,0.0,2.0,20.0,39.3
Kelly Olynyk,21,22,38.0,6.0,9.0,0.0,0.0,1.0,6.0,5.0,2.0,3.0,1.0,14.0,43.9
Bam Adebayo,22,23,35.0,6.0,11.0,4.0,4.0,1.0,10.0,8.0,0.0,4.0,5.0,16.0,48.2
Taurean Prince,23,24,31.0,8.0,15.0,3.0,3.0,0.0,5.0,3.0,1.0,0.0,3.0,23.0,33.5
Dirk Nowitzki,24,25,26.0,8.0,14.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,21.0,34.5
Buddy Hield,25,26,35.0,9.0,20.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,2.0,25.0,40.4
Josh Richardson,26,27,38.0,6.0,12.0,4.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,18.0,35.9
Ryan Broekhoff,27,28,24.0,6.0,8.0,3.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,17.0,28.0
Jonas Valanciunas,28,29,26.0,7.0,15.0,5.0,7.0,6.0,8.0,3.0,0.0,3.0,4.0,20.0,46.3
Reggie Jackson,29,30,28.0,9.0,16.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,24.0,30.1
Dewayne Dedmon,30,31,27.0,7.0,11.0,1.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,17.0,34.1
Tyus Jones,31,32,34.0,4.0,8.0,3.0,3.0,2.0,1.0,9.0,1.0,0.0,1.0,12.0,31.1
Mike Conley,32,33,35.0,7.0,17.0,7.0,8.0,0.0,3.0,3.0,2.0,0.0,3.0,23.0,34.1
John Collins,33,34,29.0,4.0,10.0,4.0,4.0,3.0,6.0,2.0,1.0,2.0,0.0,13.0,35.8
DeMarcus Cousins,34,35,22.0,8.0,11.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,3.0,19.0,27.7
Dion Waiters,35,36,26.0,7.0,13.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,19.0,27.1
Donovan Mitchell,36,37,26.0,5.0,8.0,4.0,4.0,0.0,8.0,3.0,0.0,0.0,1.0,16.0,29.1
