Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Nikola Vucevic,0,1,35.0,13.0,16.0,2.0,2.0,3.0,10.0,6.0,2.0,2.0,3.0,28.0,61.6
Jusuf Nurkic,1,2,28.0,8.0,13.0,10.0,11.0,3.0,12.0,6.0,2.0,1.0,2.0,26.0,60.0
James Harden,2,3,38.0,14.0,31.0,8.0,9.0,0.0,7.0,4.0,2.0,1.0,4.0,42.0,61.4
Eric Gordon,3,4,35.0,11.0,18.0,2.0,6.0,0.0,3.0,3.0,1.0,0.0,0.0,32.0,43.1
Karl-Anthony Towns,4,5,36.0,12.0,18.0,2.0,2.0,3.0,7.0,7.0,1.0,1.0,4.0,28.0,52.5
Kyle Lowry,5,6,42.0,11.0,24.0,7.0,9.0,1.0,6.0,5.0,1.0,0.0,3.0,35.0,50.9
Rodney Hood,6,7,24.0,9.0,14.0,6.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,27.0,37.2
Alex Len,7,8,26.0,9.0,18.0,5.0,8.0,4.0,5.0,2.0,0.0,2.0,0.0,28.0,47.8
Bradley Beal,8,9,37.0,7.0,19.0,6.0,7.0,4.0,3.0,8.0,3.0,1.0,1.0,22.0,53.4
Avery Bradley,9,10,35.0,11.0,19.0,3.0,3.0,0.0,5.0,7.0,2.0,0.0,3.0,27.0,46.5
Jabari Parker,10,11,25.0,9.0,13.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,22.0,38.7
Kyrie Irving,11,12,35.0,7.0,11.0,7.0,8.0,0.0,9.0,6.0,0.0,0.0,4.0,24.0,39.8
Mitchell Robinson,12,13,22.0,7.0,8.0,2.0,2.0,5.0,8.0,1.0,0.0,4.0,2.0,16.0,43.1
Bobby Portis,13,14,28.0,10.0,18.0,3.0,4.0,4.0,8.0,0.0,0.0,0.0,1.0,26.0,39.4
Al Horford,14,15,30.0,7.0,8.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,19.0,28.2
Marcus Smart,15,16,35.0,4.0,8.0,7.0,7.0,2.0,2.0,6.0,1.0,0.0,2.0,18.0,32.8
Chris Paul,16,17,33.0,4.0,10.0,4.0,5.0,1.0,5.0,12.0,3.0,1.0,5.0,15.0,47.2
Delon Wright,17,18,36.0,6.0,14.0,4.0,4.0,0.0,8.0,6.0,2.0,1.0,1.0,17.0,43.6
