Name,Unnamed: 0,Unnamed: 0.1,MP,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PTS,FPTS
Joel Embiid,0,1,32.0,12.0,16.0,11.0,12.0,0.0,14.0,3.0,1.0,0.0,3.0,37.0,58.3
Kyle Kuzma,1,2,31.0,14.0,21.0,6.0,7.0,1.0,2.0,1.0,0.0,0.0,1.0,39.0,43.1
Josh Richardson,2,3,37.0,14.0,22.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,2.0,37.0,46.7
Kevin Durant,3,4,36.0,16.0,24.0,6.0,10.0,0.0,6.0,4.0,0.0,1.0,3.0,39.0,52.2
Marvin III,4,5,31.0,10.0,15.0,11.0,13.0,1.0,6.0,1.0,1.0,1.0,1.0,32.0,46.9
Klay Thompson,5,6,37.0,11.0,21.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,29.0,35.6
Luka Doncic,6,7,37.0,9.0,19.0,6.0,8.0,0.0,9.0,6.0,0.0,1.0,3.0,28.0,47.8
J.J. Redick,7,8,28.0,8.0,13.0,2.0,2.0,0.0,2.0,5.0,2.0,0.0,0.0,21.0,36.9
Tobias Harris,8,9,28.0,9.0,14.0,1.0,2.0,1.0,5.0,6.0,0.0,1.0,1.0,22.0,40.2
Nikola Vucevic,9,10,28.0,8.0,13.0,2.0,2.0,4.0,8.0,3.0,0.0,1.0,1.0,19.0,39.9
JaVale McGee,10,11,26.0,10.0,15.0,1.0,3.0,5.0,8.0,1.0,1.0,1.0,1.0,21.0,43.1
Damian Lillard,11,12,36.0,10.0,23.0,4.0,4.0,0.0,3.0,5.0,2.0,0.0,5.0,30.0,42.1
D.J. Augustin,12,13,25.0,6.0,9.0,1.0,2.0,0.0,3.0,10.0,1.0,0.0,0.0,14.0,35.6
Stephen Curry,13,14,36.0,9.0,18.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,25.0,36.8
De'Aaron Fox,14,15,31.0,5.0,11.0,5.0,6.0,0.0,6.0,9.0,2.0,0.0,2.0,17.0,41.7
Jonathan Isaac,15,16,27.0,6.0,12.0,2.0,2.0,1.0,2.0,0.0,2.0,5.0,0.0,17.0,41.6
Devin Booker,16,17,35.0,9.0,19.0,6.0,7.0,1.0,7.0,6.0,0.0,0.0,5.0,27.0,40.6
Tim Jr.,17,18,32.0,9.0,18.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,1.0,24.0,32.3
Justise Winslow,18,19,28.0,8.0,16.0,2.0,2.0,2.0,4.0,4.0,1.0,0.0,2.0,22.0,36.2
Dion Waiters,19,20,41.0,9.0,19.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,3.0,24.0,36.6
T.J. McConnell,21,22,18.0,6.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,13.0,27.7
Evan Fournier,22,23,33.0,6.0,12.0,4.0,4.0,0.0,3.0,7.0,1.0,0.0,1.0,17.0,33.1
Jusuf Nurkic,23,24,21.0,9.0,11.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,2.0,18.0,32.5
Hassan Whiteside,24,25,21.0,6.0,13.0,1.0,2.0,9.0,5.0,3.0,0.0,0.0,0.0,13.0,34.3
Jimmy Butler,25,26,30.0,6.0,10.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,15.0,24.3
LeBron James,26,27,33.0,8.0,16.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,4.0,18.0,39.5
Brandon Ingram,27,28,33.0,6.0,11.0,7.0,7.0,1.0,3.0,4.0,0.0,0.0,3.0,19.0,26.8
Dwight Powell,28,29,26.0,3.0,6.0,7.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,13.0,25.6
Terrence Ross,29,30,23.0,4.0,12.0,8.0,8.0,0.0,6.0,2.0,0.0,0.0,1.0,18.0,27.2
Willie Cauley-Stein,30,31,26.0,3.0,5.0,4.0,10.0,3.0,5.0,2.0,1.0,5.0,1.0,10.0,39.6
Deandre Ayton,31,32,32.0,8.0,10.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,2.0,16.0,27.8
Buddy Hield,32,33,25.0,6.0,15.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,18.0,30.2
Draymond Green,33,34,35.0,1.0,3.0,3.0,5.0,1.0,6.0,14.0,1.0,1.0,3.0,5.0,37.4
Bogdan Bogdanovic,34,35,26.0,5.0,10.0,4.0,6.0,0.0,5.0,5.0,3.0,1.0,4.0,14.0,35.5
Kevin Huerter,35,36,28.0,6.0,11.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,15.0,23.6
Alex Len,36,37,19.0,4.0,7.0,6.0,8.0,0.0,2.0,1.0,0.0,1.0,1.0,16.0,21.9
Bam Adebayo,37,38,25.0,4.0,6.0,0.0,0.0,4.0,7.0,3.0,1.0,2.0,2.0,8.0,32.7
John Collins,38,39,24.0,5.0,12.0,5.0,5.0,2.0,2.0,2.0,0.0,1.0,1.0,15.0,24.8
Wesley Iwundu,39,40,18.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,0.0,1.0,1.0,10.0,23.4
Trae Young,40,41,26.0,3.0,9.0,5.0,5.0,1.0,4.0,7.0,0.0,0.0,3.0,13.0,26.5
Omari Spellman,42,43,26.0,4.0,8.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,10.0,22.0
Nemanja Bjelica,43,44,21.0,4.0,12.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,0.0,10.0,34.6
Dwyane Wade,44,45,28.0,5.0,14.0,0.0,3.0,3.0,3.0,9.0,1.0,1.0,2.0,10.0,34.7
Boban Marjanovic,45,46,13.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,15.7
Josh Jackson,46,47,32.0,7.0,16.0,2.0,4.0,2.0,3.0,1.0,0.0,3.0,3.0,18.0,31.5
Jeremy Lin,47,48,21.0,4.0,9.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,1.0,12.0,23.6
Mikal Bridges,48,49,34.0,2.0,8.0,5.0,8.0,2.0,4.0,4.0,3.0,0.0,0.0,9.0,31.2
Richaun Holmes,49,50,15.0,2.0,6.0,6.0,6.0,5.0,4.0,1.0,0.0,0.0,1.0,10.0,21.3
Zach Collins,50,51,18.0,3.0,3.0,1.0,4.0,3.0,6.0,1.0,2.0,2.0,2.0,7.0,29.3
Furkan Korkmaz,51,52,16.0,3.0,5.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,7.0,19.2
Taurean Prince,52,53,23.0,3.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,8.0,21.7
Yogi Ferrell,53,54,14.0,2.0,5.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,7.0,18.4
CJ McCollum,54,55,33.0,6.0,17.0,2.0,2.0,2.0,4.0,5.0,0.0,0.0,2.0,14.0,26.7
Aaron Gordon,55,56,25.0,4.0,9.0,2.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,12.0,22.1
Jonas Jerebko,56,57,12.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,10.9
Dorian Finney-Smith,57,58,35.0,5.0,10.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,11.0,20.7
DeMarcus Cousins,58,59,26.0,2.0,6.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,25.1
Evan Turner,59,60,15.0,1.0,2.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,2.0,2.0,20.1
Kentavious Caldwell-Pope,60,61,27.0,3.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,6.0,16.1
Mike Muscala,62,63,13.0,3.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,12.2
Harrison Barnes,63,64,30.0,3.0,9.0,2.0,2.0,0.0,4.0,3.0,2.0,0.0,3.0,9.0,21.3
Kent Bazemore,64,65,16.0,3.0,6.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,7.0,17.0
Tyler Johnson,65,66,31.0,4.0,12.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,9.0,20.5
Ben Simmons,66,67,29.0,3.0,13.0,2.0,2.0,0.0,3.0,7.0,1.0,1.0,2.0,8.0,26.1
Rodney Hood,67,68,24.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,13.7
Mike Scott,68,69,21.0,3.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,7.0,16.9
Justin Anderson,69,70,9.0,2.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,10.1
Jonathon Simmons,70,71,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,7.2
Dragan Bender,71,72,15.0,1.0,3.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0,13.7
Trey Burke,72,73,16.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,12.7
Kevon Looney,73,74,21.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,4.0,12.0
Maxi Kleber,74,75,26.0,4.0,12.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,16.8
Jake Layman,75,76,25.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,9.7
Reggie Bullock,76,77,30.0,1.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,16.7
Jalen Brunson,77,78,23.0,2.0,8.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,4.0,5.0,19.9
Quinn Cook,78,79,13.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,8.6
Jarell Martin,79,80,7.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,8.6
Maurice Harkless,80,81,23.0,2.0,7.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,5.0,16.0
Moritz Wagner,81,82,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.5
Dewayne Dedmon,83,84,24.0,2.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,11.2
Al-Farouq Aminu,84,85,22.0,1.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,2.0,10.5
Shaun Livingston,85,86,15.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,11.6
Ãlie Okobo,86,87,18.0,2.0,7.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,6.0,12.1
Alfonzo McKinnie,87,88,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Rajon Rondo,88,89,15.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,12.1
Ryan Broekhoff,89,90,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.2
Seth Curry,90,91,10.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0
Dirk Nowitzki,91,92,12.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,4.6
DeAndre' Bembry,92,93,19.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,7.7
Jerian Grant,93,94,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Meyers Leonard,94,95,8.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Melvin Frazier,95,96,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Alec Burks,96,97,21.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.6
Jamal Crawford,97,98,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelly Olynyk,98,99,22.0,1.0,6.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,2.0,2.0,12.9
Amile Jefferson,99,100,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2
Kelly Jr.,100,101,20.0,3.0,10.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,13.1
Justin Jackson,101,102,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courtney Lee,102,103,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Devin Harris,104,105,6.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2
Tyson Chandler,105,106,12.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.8
Harry III,106,107,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Stephenson,107,108,12.0,2.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,4.0,5.2
James Johnson,108,109,19.0,1.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,6.9
Rodney McGruder,109,110,15.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.4
Isaiah Briscoe,110,111,22.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0
James Ennis,111,112,17.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.4
